Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
14	-105.37539	213.12747	206.72346	-675.671	-80.28283	145.07498	264.83527	-301.56372	337.45456	227.7	55999	901.64954	376.2954	1483.797	-374.2506	-929.60474	1348.4639	429.45305156707764
15	-187.65677	284.82526	245.86784	-717.4229	378.12228	548.7049	1262.343	-273.76566	457.75	587.7	59999	943.2216	378.26773	1593.7208	-498.61053	-971.74084	1363.4977	466.066015958786
16	-233.96954	230.58536	-34.477364	-815.88245	-194.67169	187.97778	-41.401352	-730.18506	356.81818	236.2	63999	993.81586	385.70303	1638.2461	-381.79715	-1023.3644	1568.3223	496.6034052371979
17	-152.23257	219.8902	332.4321	-777.76575	-311.1407	332.23883	-3.288649	-1145.9174	256.05554	170.9	67999	1043.3883	393.39526	1670.6111	-522.82117	-1072.1644	1548.5135	528.6853940486908
18	-341.1948	284.3438	-30.262314	-1091.6237	-123.03247	108.80531	-42.216976	-417.64645	270.33334	123.6	71999	1077.841	392.21265	1688.2584	-450.26645	-1106.241	1590.5883	561.262745141983
19	-214.75279	218.64142	35.77017	-966.7146	-196.65642	106.21692	-69.46579	-415.729	142.07408	381.5	75999	1099.4506	389.18826	1704.8617	-755.12244	-1128.1085	1723.5198	598.3984727859497
20	-136.0031	177.8221	162.74109	-785.1922	-218.46123	141.31473	-34.305157	-568.7403	196.61905	514.3	79999	1146.7605	397.05215	1679.2854	-477.48615	-1177.6115	1936.4768	637.4644327163696
21	-131.09573	154.50444	46.689053	-486.99402	-103.11334	249.37775	294.89398	-601.5609	272.53333	308.8	83999	1178.9	394.1572	1678.0608	-566.36694	-1207.629	1960.2961	675.5702111721039
22	-303.79938	411.78983	260.6411	-1376.3342	-483.90625	467.23825	-36.6091	-1246.0176	375.1	368.4	87999	1181.9429	379.1202	1684.3298	-631.1983	-1209.6305	1821.544	713.6499733924866
23	-457.3222	423.0959	62.437603	-1370.2095	-628.4608	569.2799	98.45832	-1573.5131	357.3	611.7	91999	1175.2482	368.11032	1627.3928	-735.52734	-1201.647	1835.888	755.0862190723419
24	-252.96771	270.6411	-31.537447	-900.932	-186.93132	142.95564	-35.53375	-478.96106	295.15384	240.3	95999	1164.1371	356.58304	1626.918	-540.3463	-1189.8927	1749.0878	791.0181319713593
25	-134.02676	106.07367	10.780903	-434.6243	-179.5583	152.96693	39.998318	-446.87927	200.45454	239.8	99999	1147.9398	337.33948	1624.9944	-780.5256	-1172.3123	1650.7922	827.492888212204
26	-167.93222	190.81105	10.384169	-767.219	-194.09439	154.64105	-30.854391	-530.7913	159.18518	218.7	103999	1109.0414	324.76102	1575.7491	-731.5284	-1131.909	1578.9668	862.9836685657501
27	-299.89032	373.47723	-8.543109	-1213.2561	-182.26222	140.30544	160.00511	-391.77548	298.92307	600.7	107999	1076.66	312.34177	1527.4127	-563.97485	-1098.7877	1587.8525	905.9964308738708
28	-234.88414	239.32068	-3.1311777	-823.14764	-347.38623	247.21037	0.26034397	-737.41077	281.73334	256.0	111999	1049.5804	297.9871	1472.8021	-551.74335	-1070.7041	1424.9352	943.5263259410858
29	-120.53457	148.41974	135.56287	-510.2982	-110.61314	261.17444	271.9781	-651.7044	265.4	432.2	115999	1017.05225	287.59946	1473.8105	-610.1683	-1037.2435	1270.9852	983.1675226688385
30	-318.87778	303.2035	-43.624027	-1006.4407	-143.67044	90.23327	-23.55191	-284.79517	393.0	333.3	119999	984.9784	274.68005	1517.0154	-583.80054	-1004.032	1268.1273	1021.521345615387
31	-258.1855	274.55334	178.05049	-669.73425	-388.81808	403.68863	-46.730675	-1253.6257	530.0	554.8	123999	955.66614	261.22736	1474.1229	-605.973	-974.299	1138.528	1063.6807622909546
32	-125.0388	188.94574	94.168625	-675.7085	-40.408607	424.77924	822.2924	-797.17535	332.15384	494.0	127999	925.45013	248.31079	1387.4879	-528.5838	-942.4393	1037.0828	1104.435425043106
33	-234.97208	233.54016	120.18957	-731.67737	-257.7433	303.05875	-13.377675	-1081.7668	345.72726	225.9	131999	886.84595	236.59476	1312.1293	-1277.4277	-902.9402	988.0472	1140.3076167106628
34	-299.51782	302.82947	65.194115	-920.4999	-356.41907	205.93729	-105.75171	-695.99097	358.25	307.5	135999	854.3265	227.84348	1261.912	-569.0134	-870.0815	914.98914	1179.006413936615
35	-190.65266	222.13538	-21.219694	-923.9187	-234.3833	179.91693	-58.76514	-676.28925	205.94118	243.6	139999	827.05096	220.45155	1203.209	-757.77435	-841.91327	827.5449	1215.210765838623
36	-155.38547	173.89053	82.68278	-630.759	-116.56319	216.74548	245.11055	-669.34937	210.7	133.7	143999	799.2037	208.51216	1181.287	-462.4924	-813.43567	858.03357	1250.11971616745
37	-206.23192	273.67892	55.644344	-1005.0193	-113.42067	110.35547	55.915123	-349.997	342.08334	181.2	147999	770.75085	200.11363	1126.4413	-469.28534	-784.7002	793.38055	1285.1766736507416
38	-141.55063	162.01065	4.5555468	-510.80954	-112.75376	216.11948	408.0959	-407.35522	245.05882	469.1	151999	743.8076	189.90598	1079.8107	-558.1968	-756.628	721.88214	1325.636462211609
39	7.573249	129.89287	273.47095	-184.9365	947.8727	546.28766	1556.5977	-62.736168	452.625	803.5	155999	715.9308	182.37506	1087.9337	-612.51917	-728.5236	680.903	1371.7892463207245
40	183.18895	335.97464	692.7306	-210.06961	287.15594	453.5701	1115.5792	-82.705475	538.125	560.9	159999	690.0487	171.81134	1106.7069	-408.97034	-702.0056	645.8217	1411.5094878673553
41	124.43147	313.03897	842.348	-147.80823	388.16556	290.55524	745.7429	-52.50929	389.375	602.4	163999	667.78107	164.30222	1104.0815	-496.03763	-679.3851	571.0984	1453.9560134410858
42	91.588905	303.61017	846.5983	-235.40587	-101.784805	166.7732	160.40125	-371.57523	438.6	648.9	167999	646.3147	157.88367	964.494	-383.80905	-657.4746	550.5809	1497.9632256031036
43	-73.660805	487.60526	419.01794	-1047.075	-32.588463	263.06253	577.573	-407.4913	652.0	729.9	171999	629.2115	152.78555	906.95935	-451.79083	-640.06726	538.76294	1542.716680765152
44	222.91357	296.67712	779.0539	-129.36253	-79.54118	319.0761	394.45737	-695.1231	614.3333	599.5	175999	610.8183	149.4147	871.3404	-652.017	-621.00336	506.94702	1585.0827791690826
45	-112.442406	171.2154	148.16832	-361.50284	-1061.7058	969.2115	567.2895	-2226.5452	648.5	811.9	179999	596.40063	143.54813	850.16766	-529.60706	-606.7274	493.43536	1632.2655425071716
46	105.721466	337.60626	728.3283	-543.41797	-154.68243	147.99352	-23.36009	-453.61438	532.125	714.3	183999	586.08234	140.63248	792.4002	-301.8373	-596.18976	451.70688	1678.116448879242
47	194.12546	318.7521	688.98236	-149.70244	152.17574	351.12704	890.22314	-484.55142	598.0	816.7	187999	570.35236	136.24588	765.7688	-313.93127	-579.6863	440.67563	1726.058619260788
48	-67.67769	117.75738	166.84714	-273.53326	474.1167	286.5287	902.8107	-39.209854	286.2143	793.5	191999	548.68915	129.32932	755.5114	-527.47565	-557.613	416.07962	1772.324090719223
49	-35.095997	126.214386	228.06183	-230.90733	-126.3127	188.72816	93.26158	-649.0606	328.8	561.6	195999	526.632	123.75733	674.78766	-441.22214	-535.0724	367.12457	1815.2207491397858
50	632.05676	342.3331	1079.9935	277.48538	455.77972	269.78616	967.6228	-34.596405	790.6	900.6	199999	510.02203	120.71967	653.8211	-561.73724	-518.3879	338.362	1864.5568578243256
