Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
13	-25.366854	14.8835535	11.657474	-73.37334	14.828997	-23.80894	1.8037456	-7.5134397	-25.007843	56000	1.7881393e-09	80.92753	-0.029031055	-8.61821	0.87643605	0.011072433	0.18075	79.0	114.18020129203796
14	-26.380457	13.918099	11.264024	-61.86002	14.591241	-23.494972	3.31893	-1.44319	-25.64989	60000	-1.7881394e-08	71.848305	-0.029513821	-8.024296	0.86954427	0.011754982	0.19	79.0	122.57988905906677
15	-27.322348	14.233866	19.364016	-69.797646	14.512728	-24.356512	2.2475832	-1.9622062	-26.11812	64000	-5.9604646e-09	74.65424	-0.005492397	-6.060547	0.8641545	0.015428793	0.172	5.0	130.50009512901306
16	-26.116205	15.666681	51.919147	-58.283356	14.213523	-24.916496	1.4999516	-16.224792	-26.467033	68000	-1.1920929e-09	81.10402	-0.025916915	-10.445709	0.8640756	0.01501044	0.1705	50.0	138.6906452178955
17	-24.777916	14.361741	22.23803	-61.093315	14.785185	-24.219734	2.7220423	-14.790416	-27.079515	72000	1.1920929e-09	64.30672	-0.028584	-13.050774	0.8500025	0.013543273	0.174	79.0	147.04550647735596
18	-26.43444	14.641538	38.62133	-70.973694	14.741697	-23.595177	3.9912155	-7.935305	-27.650965	76000	0.0	68.278046	-0.030615697	-17.2393	0.8481826	0.010156221	0.163	79.0	155.42058110237122
19	-26.906366	13.887346	21.054024	-63.930027	14.669118	-24.132183	3.925099	-6.9626703	-28.734522	80000	-1.07288365e-08	52.79073	-0.03307446	-17.084282	0.8422637	0.008209973	0.182	79.0	163.7743079662323
20	-25.618145	14.055112	12.458187	-50.784405	14.411552	-24.419926	3.8599007	-7.0686007	-29.84482	84000	-8.5830685e-09	38.466187	-0.035544645	-12.5179	0.84018534	0.012061193	0.20375	79.0	172.1375687122345
21	-26.513344	15.07311	52.92345	-65.162575	14.547445	-24.439793	4.703768	-9.649777	-30.929089	88000	-4.2915342e-09	39.89617	-0.03468648	-10.808783	0.8254448	0.008035778	0.20025	79.0	180.44716691970825
22	-26.261395	14.488974	11.475996	-64.02741	14.534546	-24.450438	5.429931	-6.732419	-32.09772	92000	-2.6226044e-09	27.482513	-0.016246874	-7.8341427	0.80905247	0.015155331	0.17475	12.0	188.43966722488403
23	-24.770718	15.371339	15.573637	-68.45498	14.587591	-23.774015	6.4442844	-4.982166	-32.94326	96000	2.014637e-08	24.223734	-0.004973219	-6.635107	0.8069807	0.016452795	0.178	5.0	196.39728999137878
24	-25.46556	14.213253	22.009445	-57.934765	13.909408	-24.198294	6.5084653	-3.7309468	-33.850674	100000	-1.7166137e-08	17.537766	-0.0359358	-4.8370094	0.8059595	0.013307955	0.19775	79.0	204.80016803741455
25	-25.637999	14.483538	11.066564	-60.5343	14.554745	-23.898087	7.2608647	-3.322477	-34.414036	104000	1.4305115e-09	18.735598	-0.03701792	-4.9095697	0.80042785	0.012076783	0.21325	79.0	213.1037414073944
26	-26.488138	14.757613	25.646591	-68.35501	14.282143	-24.564392	7.1944847	-2.8787332	-35.116398	108000	9.298325e-09	18.693659	-0.007857425	-4.242571	0.78681195	0.017338334	0.20525	5.0	220.989084482193
27	-23.975359	14.006317	10.480478	-61.06699	14.545455	-23.468594	7.312644	-1.8833979	-35.605114	112000	-5.2452087e-09	16.498322	-0.03851107	-4.5555468	0.7862767	0.013530187	0.19325	79.0	229.2942180633545
28	-26.609217	14.457322	20.013659	-60.035694	14.400722	-24.879816	7.027153	-0.8187318	-35.933563	116000	-3.3378602e-09	16.54323	-0.037321582	-5.0960407	0.77868295	0.010765526	0.2005	79.0	237.71330189704895
29	-25.607908	13.433902	21.879112	-63.789604	14.077465	-24.242476	7.3706746	-0.61347115	-36.329296	120000	-5.6028364e-09	12.851695	-0.02228898	-4.115156	0.7699899	0.015066747	0.1565	19.0	245.77547097206116
30	-26.384512	13.487092	18.290012	-64.00013	14.199288	-24.443232	7.082156	-1.8258712	-36.742645	124000	-1.5497208e-09	14.071312	-0.04198307	-3.8907394	0.77161676	0.01105189	0.218	79.0	254.16564869880676
31	-25.20995	14.523163	9.944017	-63.638424	14.658089	-23.892958	7.534654	-0.10954517	-37.173645	128000	-3.5762786e-09	12.532404	-0.0279339	-3.7729416	0.7581757	0.015176375	0.16025	28.0	262.3740482330322
32	-25.16202	14.537798	9.889326	-60.43115	14.341726	-24.004068	7.791384	-0.24123931	-37.591496	132000	-2.384186e-10	11.295982	-0.01694279	-3.4673076	0.75617665	0.015137509	0.1655	14.0	270.4810209274292
33	-25.461666	13.586419	16.898762	-65.61481	14.429603	-24.086136	7.423976	-0.14115888	-37.432552	136000	-9.417534e-09	11.616627	-0.040440965	-3.5471516	0.7542617	0.009423306	0.20575	79.0	278.9006862640381
34	-27.157131	14.624759	29.32277	-65.243225	14.374101	-24.812988	7.4406767	0.075888336	-37.97559	140000	-2.002716e-08	13.378265	-0.040919196	-4.0036716	0.74026966	0.013126275	0.22025	79.0	287.30485248565674
35	-25.042051	13.98917	45.3606	-68.11091	14.388489	-23.995544	7.680009	-0.31458095	-38.816727	144000	6.6757204e-09	14.67331	-0.038739447	-4.257449	0.7297061	0.010948345	0.2305	79.0	295.70100927352905
36	-25.439478	14.420249	27.440262	-59.948498	14.195729	-24.156212	7.9300017	1.0070255	-39.241013	148000	1.1920929e-09	10.834254	-0.006847928	-3.5591803	0.7195863	0.018245682	0.22275	4.0	303.67353534698486
37	-25.288982	15.12951	25.850874	-66.69444	14.282143	-24.074009	8.093838	1.2236738	-39.055347	152000	-1.0967255e-08	10.959718	-0.041340407	-3.520216	0.71954393	0.012852486	0.2185	79.0	312.05809354782104
38	-25.519386	15.556961	61.67343	-65.65606	14.16312	-24.165354	7.9708867	2.5518737	-39.65011	156000	-1.9073487e-09	11.293872	-0.03797877	-3.4529457	0.71646225	0.015057803	0.218	74.0	320.40467524528503
39	-24.488768	14.723873	17.153883	-57.928303	14.377698	-23.627598	8.022216	2.728558	-40.51391	160000	4.768372e-10	9.023903	-0.037466343	-3.1514611	0.6999951	0.015038465	0.21175	58.0	328.62033009529114
40	-25.669619	12.784768	7.7196875	-52.03477	14.594891	-23.910631	7.6118994	2.3230565	-40.116543	164000	-8.3446505e-10	7.536453	-0.018586863	-2.8374724	0.6924051	0.015251435	0.16725	14.0	336.6096224784851
41	-25.425877	13.92501	10.300877	-52.757603	14.471014	-24.45836	7.6122203	2.1131341	-40.385067	168000	2.861023e-09	8.514397	-0.04187734	-2.9927535	0.69156283	0.0125323	0.207	79.0	344.9480698108673
42	-26.18711	14.419859	21.466545	-58.171246	14.329749	-24.463423	7.828951	1.6998376	-40.598305	172000	6.6757204e-09	9.970474	-0.040436912	-3.649109	0.69109505	0.012318335	0.21475	79.0	353.30861377716064
43	-24.098911	14.661007	18.683914	-60.619076	14.792593	-23.383774	8.459409	2.6490788	-40.54547	176000	9.775162e-09	9.375057	-0.03349127	-4.125248	0.6843124	0.01510353	0.1745	35.0	361.4385645389557
44	-25.06244	14.559078	10.427121	-60.81751	14.374101	-23.808842	8.0324335	2.347033	-41.389275	180000	8.5830685e-09	7.9858	-0.029886235	-3.0266838	0.67311645	0.015753519	0.19825	25.0	369.523756980896
45	-25.487474	14.318089	21.7225	-62.981182	14.206406	-23.761032	8.216362	3.194042	-41.90462	184000	-6.6757204e-09	8.468133	-0.044914458	-2.8202806	0.66371155	0.014682838	0.219	79.0	377.9033467769623
46	-25.640768	13.578593	17.071865	-64.88016	14.683824	-24.299116	7.828598	3.2481127	-41.457405	188000	7.629395e-09	9.94417	-0.0073372684	-3.7461224	0.6567506	0.016858887	0.18525	4.0	385.85281562805176
47	-24.860422	14.331262	62.301323	-62.013653	14.551095	-23.71239	7.6392627	3.716242	-42.16489	192000	5.2452087e-09	9.276147	-0.006171285	-3.139114	0.65642136	0.016428499	0.18475	3.0	393.7598702907562
48	-24.739809	14.155467	15.481147	-67.92374	14.467391	-23.62576	8.005789	3.5469677	-42.49991	196000	1.9073487e-09	9.110449	-0.0048389244	-3.398367	0.6560893	0.016495468	0.27	4.0	401.66303277015686
49	-23.883263	15.823406	32.8021	-58.424225	14.895522	-23.11554	8.702874	3.8175192	-42.218067	200000	2.3841857e-09	10.073631	-0.043287586	-3.5708237	0.65606165	0.013611242	0.2515	79.0	410.02657675743103
