Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
11	-229.37503	563.4462	493.01566	-1707.0723	141.73473	0.0	141.73473	141.73473	292.25	25.0	43999	2424.391	1224.9418	4167.7285	-434.97882	-2528.7966	6222.7544	343.94782757759094
12	-108.66607	328.53442	179.32672	-1188.4451	-572.38226	0.0	-572.38226	-572.38226	223.44444	478.0	47999	2968.442	1356.441	4851.291	-415.64972	-3082.3806	9378.114	379.84228229522705
13	-111.33245	233.71349	178.35614	-734.3037	36.670876	0.0	36.670876	36.670876	232.58824	75.0	51999	3344.3057	1437.703	5386.143	-621.1113	-3461.1694	11800.213	408.0414397716522
14	39.732746	132.35379	175.69669	-539.9732	145.72899	0.0	145.72899	145.72899	96.166664	63.0	55999	3704.6301	1557.3898	6268.551	-560.97473	-3824.693	14630.028	437.2600140571594
15	94.28805	98.26618	224.05222	-292.73068	-1.8551834	2.3841858e-07	-1.8551836	-1.8551836	94.690475	124.0	59999	3851.414	1694.051	6392.517	-965.41473	-3966.602	15854.196	468.4504692554474
16	70.21629	103.996544	225.25208	-309.93332	471.72226	3.0517578e-05	471.7223	471.7223	194.7	1000.0	63999	4066.2957	1791.2833	6767.161	-566.4421	-4192.8467	19544.482	514.6559054851532
17	-79.085495	270.22977	377.84515	-483.6365	-152.35703	0.0	-152.35703	-152.35703	463.25	434.0	67999	4431.1616	1874.6868	7134.4897	-604.91156	-4567.011	21539.973	552.778795003891
18	-9.090108	175.4553	221.97191	-323.8602	362.1573	3.0517578e-05	362.15732	362.15732	332.6154	353.0	71999	4895.521	1964.6445	7933.0996	-1007.9557	-5042.932	26120.305	589.8831300735474
19	-13.055939	316.81363	289.87646	-956.3321	1.8305591	0.0	1.8305591	1.8305591	330.58334	86.0	75999	5303.183	2041.0815	8266.124	-1328.8698	-5447.25	29746.943	624.0708277225494
20	-285.72534	334.24606	103.71541	-1021.14545	-331.3484	0.0	-331.3484	-331.3484	511.25	1000.0	79999	5593.802	2089.7317	8705.668	-1401.5696	-5740.15	32167.816	673.2973823547363
21	-385.50507	308.2719	105.72014	-744.3549	511.336	3.0517578e-05	511.33597	511.33597	762.75	1000.0	83999	5957.8003	2169.03	8819.883	-1480.071	-6112.37	38392.133	722.8184885978699
22	-231.38715	355.4662	279.01205	-796.0295	1221.9235	0.00012207031	1221.9233	1221.9233	790.1667	1000.0	87999	6339.0693	2202.1711	9219.188	-1204.2675	-6493.168	38921.93	772.7444262504578
23	83.31556	461.90082	860.06055	-736.9936	150.21982	1.5258789e-05	150.2198	150.2198	579.4286	95.0	91999	6557.9136	2208.3577	9643.34	-1158.8195	-6706.5283	43535.67	805.9128201007843
24	56.576866	166.6155	351.30402	-339.54074	-359.2929	0.0	-359.2929	-359.2929	312.92307	631.0	95999	6634.847	2206.3413	9737.909	-1645.9897	-6776.7227	44916.836	849.6388301849365
25	-110.652245	221.31439	170.15111	-541.8266	-882.866	0.0	-882.866	-882.866	187.77272	579.0	99999	6628.3784	2187.3074	9710.81	-1757.8586	-6769.7734	46409.92	890.9094820022583
26	-48.2793	384.10617	334.89328	-1108.9089	265.70062	3.0517578e-05	265.7006	265.7006	277.54544	71.0	103999	6671.2456	2178.3103	10232.547	-2170.456	-6814.386	48785.934	925.7391345500946
27	859.9573	979.85223	2822.3262	73.263084	1149.9529	0.00012207031	1149.9528	1149.9528	398.27274	1000.0	107999	6803.689	2211.698	10625.017	-2355.6099	-6949.298	48961.613	976.2113156318665
28	200.8359	740.4067	1058.4082	-1401.1206	-271.8443	3.0517578e-05	-271.84433	-271.84433	528.8571	1000.0	111999	7003.9697	2221.419	10302.21	-2984.8433	-7156.054	54028.56	1027.0758588314056
29	-108.24399	300.00873	316.78284	-601.5993	137.79587	0.0	137.79587	137.79587	489.55554	84.0	115999	7127.8047	2205.2656	10244.474	-1919.6606	-7272.8154	51816.652	1062.4787874221802
30	197.13875	210.09268	1023.5817	-46.25498	102.871475	0.0	102.871475	102.871475	168.92308	67.0	119999	7117.687	2177.6404	11031.667	-2605.133	-7259.709	54780.383	1097.1798875331879
31	104.79705	316.77954	416.04224	-773.1173	25.82536	0.0	25.82536	25.82536	225.05556	337.0	123999	7128.0796	2210.9465	11399.202	-3132.7039	-7272.198	54627.67	1137.4711527824402
32	-332.42004	725.3182	221.56354	-2552.4094	81.82556	0.0	81.82556	81.82556	320.58334	198.0	127999	7135.5596	2180.5796	11208.485	-2859.275	-7272.842	53746.24	1174.3025209903717
33	-172.86867	284.7778	144.08653	-850.0979	-790.3885	6.1035156e-05	-790.3884	-790.3884	346.72726	504.0	131999	7148.6543	2139.5574	10544.491	-3896.7898	-7283.368	50212.203	1216.8466680049896
34	-2.7315383	110.311806	292.79764	-265.12155	-172.4941	1.5258789e-05	-172.49408	-172.49408	122.71429	255.0	135999	7114.1064	2085.868	9973.439	-3400.6104	-7243.064	54627.67	1256.1327254772186
35	-132.94244	296.21042	309.552	-904.7311	85.300026	7.6293945e-06	85.30002	85.30002	202.41176	209.0	139999	6980.6157	2035.8425	9931.817	-4458.134	-7107.4385	51730.133	1294.3398232460022
36	-334.0546	509.38828	243.68677	-1447.2205	-84.74959	7.6293945e-06	-84.749596	-84.749596	286.93332	117.0	143999	6835.069	1955.2684	9770.341	-4537.052	-6956.808	48931.258	1329.8351666927338
37	-1202.2793	938.6115	186.52373	-2664.0525	-711.61804	6.1035156e-05	-711.618	-711.618	572.0	270.0	147999	6630.3457	1850.9224	9492.766	-4005.4185	-6744.707	51297.215	1368.7597451210022
38	-253.0845	745.70435	253.46967	-2267.788	-2798.1155	0.0	-2798.1155	-2798.1155	198.38095	1000.0	151999	6450.626	1745.8013	9390.576	-3433.3884	-6563.527	41861.88	1420.703723192215
39	-479.39276	630.708	114.943306	-1673.9987	-286.6318	0.0	-286.6318	-286.6318	235.17647	374.0	155999	6363.65	1691.6012	9070.04	-3903.278	-6474.917	42171.242	1460.5657091140747
40	74.42155	131.33305	210.71513	-533.7122	-196.24966	1.5258789e-05	-196.24968	-196.24968	111.72973	470.0	159999	6252.367	1667.2544	9439.28	-4984.952	-6360.942	44462.55	1503.0718166828156
41	3.6961782	238.94864	174.28236	-1010.8367	103.16066	7.6293945e-06	103.16065	103.16065	131.10345	98.0	163999	6255.3535	1679.7802	9482.494	-3455.939	-6375.915	46944.227	1537.5112709999084
42	-81.43242	160.71242	107.819336	-561.55096	-143.13315	0.0	-143.13315	-143.13315	153.44	135.0	167999	6466.9688	1719.9445	9189.472	-2421.246	-6593.561	49224.773	1573.9003493785858
43	-479.52057	580.0287	9.3695135	-2108.6025	-4.6269865	0.0	-4.6269865	-4.6269865	279.33334	58.0	171999	6529.4683	1706.6348	8993.286	-3212.854	-6650.722	50831.332	1608.898250579834
44	-658.0512	1023.79584	96.770355	-3041.7095	-378.69025	3.0517578e-05	-378.69028	-378.69028	280.92856	349.0	175999	6600.1274	1704.5773	9029.933	-2653.3389	-6718.9683	54310.586	1649.0508172512054
45	-215.8015	502.4542	172.13536	-1600.5745	-20.093481	1.9073486e-06	-20.093483	-20.093483	321.45456	86.0	179999	6577.4404	1671.319	8902.704	-2807.7007	-6694.345	50047.516	1684.50710439682
46	-251.62514	294.10254	47.201492	-1135.2532	-191.864	0.0	-191.864	-191.864	287.5	213.0	183999	6525.7974	1625.1299	8760.869	-2865.8591	-6638.949	47530.793	1721.681410074234
47	-1091.1672	760.37085	30.044813	-2093.4006	-244.69075	1.5258789e-05	-244.69077	-244.69077	660.0	314.0	187999	6442.7925	1571.9088	8573.74	-2673.816	-6552.883	45887.047	1759.7293622493744
48	-560.5533	685.8922	78.319855	-1915.9227	-468.25546	0.0	-468.25546	-468.25546	400.91666	930.0	191999	6324.5996	1516.4454	8313.098	-2759.7905	-6432.8765	48033.625	1808.856017589569
49	-211.26715	310.3214	266.7705	-765.2917	-28.709545	3.8146973e-06	-28.709549	-28.709549	336.72726	186.0	195999	6332.199	1495.8536	8447.382	-4073.8496	-6446.606	46952.504	1845.0590107440948
50	-347.09436	325.10516	7.245147	-1026.1388	-125.7395	0.0	-125.7395	-125.7395	287.15384	453.0	199999	6375.372	1553.5927	8573.02	-2478.7156	-6487.627	44756.266	1885.8865332603455
