Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
10	-28.503515	14.394813	59.466915	-63.455868	12.9	-25.81959	0.39538705	-20.226915	-25.955336	44000	0.0054241084	86.98283	0.0	-0.7405777	0.9190958	-4.768372e-10	86.94665336608887
11	-26.817766	13.267742	15.329253	-77.72418	13.068627	-26.025633	0.4373099	-16.829441	-26.152412	48000	0.010116808	79.12437	0.0	-1.4879532	0.919079	-4.768372e-10	94.78813767433167
12	-28.496765	13.077431	13.692174	-83.23832	12.8585205	-25.499285	0.9358556	-10.018466	-25.740086	52000	0.041726016	77.62084	0.0	-2.249092	0.9190807	2.592802e-09	102.71570754051208
13	-28.862637	14.832006	16.716133	-80.68171	13.145214	-25.819935	0.80216694	-8.835844	-26.018913	56000	-0.027703905	90.70222	0.0	-4.220291	0.9191127	3.0994416e-09	110.61201047897339
14	-28.950157	13.795484	14.453074	-73.209015	13.026058	-26.172367	2.0999994	11.688071	-26.62608	60000	0.021456387	84.63706	0.0	-3.9234085	0.91911536	-4.4703483e-10	118.46638035774231
15	-27.601803	13.867718	20.608406	-72.21035	13.111842	-26.313257	1.4968226	1.1216028	-26.676105	64000	0.009995168	78.81887	0.0	-2.570961	0.9191377	-2.592802e-09	126.33151912689209
16	-28.45571	13.168213	6.343571	-83.270096	13.158416	-25.869047	0.83455	-6.2683945	-26.15836	68000	0.009139917	75.452286	0.0	-0.99038696	0.9191642	-4.9769877e-09	134.13087344169617
17	-27.35978	14.01218	43.873	-63.58891	12.932039	-26.179789	0.4957537	-17.623438	-26.38104	72000	-0.022604441	85.02462	0.0	-3.4936676	0.91918904	-2.4735927e-09	141.946519613266
18	-29.055882	13.409252	13.942269	-81.417946	12.710191	-25.460821	2.0721014	7.956025	-25.958006	76000	-0.056557365	80.86587	0.0	-7.8854446	0.9191953	-7.748604e-10	149.8187391757965
19	-27.892117	14.204748	38.102234	-77.715546	12.9449835	-26.344635	1.4903032	3.72426	-26.709543	80000	-0.007554017	87.413376	0.0	-3.2097168	0.91916305	2.6226044e-09	157.73428893089294
20	-26.43779	13.709739	18.65811	-61.14344	13.174917	-26.179161	1.1369886	-14.301625	-26.617874	84000	0.016959976	80.72504	0.0	-6.5992126	0.91912544	1.9669533e-09	165.61533164978027
21	-27.274498	13.036195	9.477546	-61.724556	12.807693	-25.507061	2.2619774	14.245987	-25.985395	88000	0.055225007	74.905205	0.0	-6.07267	0.9191154	-5.6922436e-09	173.51368379592896
22	-26.244888	12.918309	14.686345	-64.504074	12.935275	-25.29506	1.9122132	12.774942	-25.686441	92000	0.01339387	72.47342	0.0	-5.8239365	0.9191372	-5.662441e-09	181.39279675483704
23	-26.54502	14.193303	31.846159	-64.687065	12.941748	-24.811275	1.8700944	5.847056	-25.504848	96000	-0.0012744269	86.81173	0.0	-7.925247	0.919166	2.9802322e-10	189.2639443874359
24	-28.736284	13.813012	7.9901857	-76.02788	12.698413	-24.920536	1.6204076	-3.4360373	-25.622612	100000	-0.0071035875	84.10024	0.0	-10.29567	0.91919273	-2.861023e-09	197.18265104293823
25	-27.449905	14.214351	21.76467	-88.62216	12.877419	-26.327078	1.5195361	-2.6955578	-27.226488	104000	0.04843073	90.818825	0.0	-9.338547	0.9192048	-2.1457671e-09	205.03502488136292
26	-27.822311	13.045437	18.885265	-79.11505	13.303333	-25.244102	1.9210606	-0.2117907	-26.973022	108000	-0.003637782	74.918846	0.0	-5.6894836	0.9192475	-2.5629998e-09	213.0136821269989
27	-28.358164	14.174157	22.768639	-85.547104	12.935275	-25.618658	2.186921	-4.780705	-27.638693	112000	-0.0016345864	89.4244	0.0	-8.531891	0.9192793	-1.0073185e-08	220.8976912498474
28	-27.68181	13.208849	27.445145	-70.70364	13.316667	-25.98583	1.7722691	-13.022045	-28.204742	116000	0.010323173	76.882225	0.0	-8.18129	0.9193136	-1.7881394e-10	228.79165077209473
29	-29.536646	14.483336	9.779583	-114.25641	12.964286	-25.586382	2.2415738	-5.5619802	-28.027048	120000	0.023740938	101.488365	0.0	-15.427933	0.9193434	1.3113022e-09	236.67716336250305
30	-27.617584	12.771193	14.383879	-89.863495	12.887096	-26.36527	1.8178787	-3.8888726	-28.69095	124000	-0.0022998934	74.44556	0.0	-10.555496	0.9193872	-2.7120113e-09	244.66929960250854
31	-29.273705	13.324437	18.37476	-65.94251	12.855306	-25.560602	1.8609109	-4.1450605	-28.541998	128000	-7.600784e-05	75.13136	0.0	-11.93449	0.9194288	-2.5331974e-09	252.4894778728485
32	-27.220654	13.192863	12.495622	-85.83679	12.757189	-26.367613	2.0578156	-9.878444	-29.535185	132000	0.0016001167	69.09811	0.0	-15.890945	0.9194682	8.9406965e-10	260.3301537036896
33	-28.409037	14.061758	47.407684	-74.37947	13.039216	-25.225605	2.9239936	-12.922537	-30.061554	136000	0.017800288	71.91369	0.0	-21.866318	0.9195098	9.834766e-10	268.23120737075806
34	-27.257057	13.093799	37.283905	-66.376564	12.766773	-25.779032	3.3991506	-11.78984	-31.836828	140000	0.011118725	58.08286	0.0	-24.676163	0.9195527	1.7285346e-09	276.0824785232544
35	-27.82556	14.790731	30.937517	-80.22863	13.042483	-25.250252	4.883724	-2.4717007	-33.208794	144000	0.001945322	60.952316	0.0	-26.034126	0.9196028	-2.2351743e-09	283.94924449920654
36	-28.360312	12.359169	14.314742	-67.526276	12.741214	-25.321157	5.6666985	-1.8934742	-35.17726	148000	0.014042726	41.768833	0.0	-20.247793	0.9196404	-2.771616e-09	291.8248493671417
37	-28.60304	13.702867	21.888472	-72.29132	12.766773	-25.788616	5.963054	-0.9510883	-36.512924	152000	-0.023060676	34.776855	0.0	-15.039352	0.9196901	3.5762787e-10	299.72460079193115
38	-25.94277	13.795711	41.624863	-62.823784	12.657143	-25.087215	7.009289	0.9089411	-37.780087	156000	0.0070395074	32.398857	0.0	-15.865055	0.9197218	3.6656858e-09	307.6808445453644
39	-27.318811	14.864518	21.17245	-76.50546	12.829582	-25.156477	7.2584524	5.2672024	-38.16785	160000	0.0023934518	31.648905	0.0	-12.813284	0.9197489	-2.0861626e-10	315.5841279029846
40	-27.095245	15.200944	32.683064	-90.65759	13.306666	-24.791937	7.917046	5.5416527	-39.495277	164000	-0.0017658395	36.313686	0.0	-15.294769	0.9197822	-2.95043e-09	323.5249168872833
41	-27.064507	13.337312	14.164059	-85.09649	12.68254	-25.360388	7.460535	4.3494773	-40.94677	168000	-0.013238077	20.779276	0.0	-8.32583	0.91980386	9.23872e-10	331.4132122993469
42	-28.401705	13.297784	13.514815	-65.26093	12.9288025	-26.066946	7.3973556	3.676448	-41.43062	172000	-0.02945185	19.729694	0.0	-7.732909	0.91981757	4.2021275e-09	339.3239870071411
43	-28.19421	12.467701	17.415949	-73.15858	12.804487	-25.77637	7.0455174	2.721378	-41.693684	176000	-0.02873996	19.779007	0.0	-8.625587	0.9198083	1.0430813e-09	347.1695659160614
44	-28.399124	13.201882	20.056725	-87.57973	12.8964405	-25.796741	7.0660467	4.2580967	-42.60963	180000	0.027915051	23.238964	0.0	-10.458897	0.91977966	-1.0430813e-09	355.09436297416687
45	-27.191309	13.592864	21.054438	-74.65363	12.707006	-25.251068	7.727727	5.9259825	-42.457386	184000	0.01180386	18.683584	0.0	-8.359158	0.9197732	1.2516975e-09	362.9493215084076
46	-27.193558	14.0804825	38.994373	-66.15241	12.861736	-25.005926	7.8837867	4.273761	-43.246006	188000	-0.023447147	17.222214	0.0	-7.229007	0.91977733	-4.9769877e-09	370.8604066371918
47	-27.052486	13.601602	25.922018	-76.28052	13.009772	-25.439144	7.772694	8.526787	-43.846363	192000	-0.04003184	17.750948	0.0	-8.782434	0.9197624	4.61936e-09	378.7397303581238
48	-27.891375	14.599762	39.45379	-83.93054	12.880645	-25.719118	7.841366	3.3341784	-44.31195	196000	-9.6485135e-05	21.13617	0.0	-10.345605	0.9197202	2.5629998e-09	386.6121413707733
49	-29.566881	14.009522	25.927816	-77.90668	12.977273	-26.179417	7.8681545	8.544501	-44.47158	200000	-0.015899768	19.955206	0.0	-9.429537	0.91968715	1.0430813e-09	394.52999663352966
