Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
1	47.26413	86.32799	280.33014	-185.26668	86.267815	39.526943	157.54791	-3.0124476	15.248092	14.1	3999	12.864485	25.953129	117.717514	-72.636086	12.859424	25.950392	120.68748	-75.17502	-16.533464	28.878084	23.90328359603882
2	49.687084	84.8189	270.0476	-196.18007	67.84426	55.175964	149.9086	-24.614527	15.197719	15.1	7999	46.0273	55.153786	237.17993	-74.39435	46.02505	55.166405	236.74689	-74.57072	-57.13065	51.170513	61.226948738098145
3	105.77982	166.23628	1072.6484	-153.89014	368.6241	201.58287	749.27124	34.372066	20.331633	60.1	11999	69.093124	72.6161	322.83676	-170.2873	69.09037	72.63395	312.6388	-171.33835	-82.60128	63.348576	98.61721777915955
4	685.62274	692.73755	3086.062	-5.658245	1097.3184	751.41425	2276.6196	49.47801	95.525	145.5	15999	107.9751	104.53702	401.2965	-93.01458	107.96971	104.56053	399.43887	-97.1049	-120.31463	98.311264	141.93169498443604
5	2028.995	2966.617	11444.147	203.26146	7687.263	3618.6414	12449.5	372.99622	239.6875	824.4	19999	162.36034	142.0166	483.7497	-90.32063	162.35686	142.0287	480.26175	-91.82477	-177.18494	139.17747	198.90769386291504
6	3482.4167	2683.5088	8849.986	472.82922	5688.406	3292.6997	10408.875	732.9655	393.1111	733.0	23999	235.08334	177.26749	565.07947	-95.85062	235.08142	177.28061	559.91003	-95.53786	-252.46454	221.32597	254.40942692756653
7	5563.0225	3773.2544	11178.034	881.3142	4804.703	3801.391	8850.9375	703.4134	567.75	552.7	27999	309.23883	204.77559	623.89	-130.57135	309.2338	204.7932	627.1541	-175.90639	-328.16632	327.2838	302.5717349052429
8	6370.2007	5162.786	12804.17	631.4304	5157.4976	3168.0457	10422.921	62.030495	582.5	514.9	31999	376.55307	225.95966	678.5734	-158.61746	376.54996	225.97032	682.9929	-140.10388	-395.77362	420.45605	349.55029129981995
9	9172.066	895.98895	10146.361	8104.6743	8760.021	3144.931	11520.184	91.31836	948.25	901.6	35999	438.61188	242.98523	722.72815	-156.90427	438.60745	242.99931	716.4421	-160.08638	-457.47095	505.79105	403.8425040245056
10	9790.111	917.7315	11310.083	8890.956	11401.912	1448.6038	14153.852	10116.019	1000.0	1000.0	39999	491.1484	253.20966	759.0015	-166.64238	491.1414	253.2243	762.2987	-149.10025	-510.4685	653.0652	459.511785030365
11	9475.839	1150.7126	11357.31	8121.661	11595.536	1774.1724	15257.896	9980.084	932.8	1000.0	43999	537.5104	258.4248	784.5316	-147.55652	537.50226	258.44418	787.3756	-150.01541	-557.699	738.82135	514.9276134967804
12	8154.987	2824.8113	9829.383	3262.4888	9471.916	3364.0752	13384.842	67.42746	834.0	902.5	47999	579.46094	260.36288	828.7906	-143.55896	579.4546	260.38858	815.90796	-163.66824	-598.2759	794.20245	567.4552390575409
13	10641.167	1076.0294	12419.533	9533.795	9682.036	1284.2761	13270.307	8596.141	1000.0	1000.0	51999	618.7958	261.25354	862.8158	-134.55838	618.79175	261.27863	847.0526	-155.52972	-637.2501	924.284	631.2677533626556
14	9209.421	2828.5198	12895.006	4215.8984	11562.59	4187.76	16998.799	699.28125	898.4	907.8	55999	653.16473	264.21393	890.24554	-162.67061	653.16595	264.22177	875.7559	-160.82814	-671.5311	1023.71893	689.8769624233246
15	7340.1743	4106.932	12814.166	376.83517	9051.682	1458.7085	11838.01	6999.0493	662.5	1000.0	59999	685.2098	270.7489	905.4943	-197.09341	685.20087	270.77994	899.6794	-182.64331	-701.50323	1132.7917	751.1358201503754
16	5265.041	3957.9395	10614.806	606.35724	10678.914	1508.5636	12854.153	6921.4844	528.375	960.8	63999	712.9462	272.7305	927.30676	-198.28693	712.94	272.7504	926.50684	-194.65459	-729.5404	1241.8615	809.5466213226318
17	5201.6416	4988.0386	11897.66	546.57886	12173.879	2365.756	16987.025	10157.021	471.875	1000.0	67999	736.95966	270.83594	941.8607	-208.5601	736.95526	270.8668	940.41003	-177.17778	-753.1016	1340.2498	871.1418707370758
18	10462.301	2711.909	14245.737	6582.702	12083.292	1651.0315	15647.95	10013.808	882.75	1000.0	71999	757.2931	268.1631	961.2236	-149.40523	757.2936	268.18088	957.26337	-167.25009	-773.69714	1447.912	933.2366387844086
19	10463.788	2338.1545	14582.02	7394.359	10184.047	941.3784	11415.758	8963.551	930.0	1000.0	75999	776.1187	264.69867	976.2192	-181.15456	776.1122	264.72293	976.72876	-227.37325	-791.4022	1455.7954	995.8795132637024
20	8572.691	2862.4114	10835.392	3659.4646	10372.674	3808.826	14158.461	149.15445	837.5	903.1	79999	795.16394	260.14148	977.5929	-209.69426	795.16534	260.1438	984.6618	-196.65965	-809.87946	1451.387	1055.1849489212036
21	10216.209	2131.2537	11905.854	6020.7217	5873.376	2540.9153	11059.154	1271.7164	900.4	475.9	83999	810.15137	257.97958	987.865	-209.65642	810.15735	257.97858	993.19763	-251.07948	-825.1131	1624.8221	1107.9404768943787
22	4679.113	3912.178	14026.519	196.50293	2206.107	1467.356	5764.2944	597.89215	374.36365	190.2	87999	824.6962	252.82405	1006.6972	-243.09024	824.7019	252.81998	1002.0676	-280.92197	-838.54315	1648.3401	1150.6884009838104
23	2815.5222	1960.6234	6804.383	483.08	11146.423	3777.816	14457.328	501.19022	237.4	904.0	91999	837.10736	250.67943	1020.0456	-164.81425	837.1053	250.70497	1019.41486	-167.85814	-851.0637	2054.4343	1218.7463145256042
24	3850.1892	4430.1665	16296.757	465.6617	11287.238	4233.452	16943.008	-45.146324	317.0	901.7	95999	849.8452	247.7751	1028.7285	-429.56354	849.84863	247.79121	1030.7722	-315.8993	-863.73895	1912.3927	1300.8562679290771
25	5326.294	4531.3315	10822.177	620.72906	11325.899	1330.3685	13753.788	9878.757	478.0	1000.0	99999	861.5214	253.35054	1045.5153	-446.16907	861.51373	253.37993	1047.0818	-342.81342	-874.9758	2167.2954	1379.402902841568
26	10242.264	1206.0963	11097.553	8162.6533	12617.889	2070.725	16939.926	10726.299	929.5	1000.0	103999	877.83215	253.42747	1062.0143	-395.8622	877.8314	253.4525	1067.6896	-346.3211	-892.1027	2184.1973	1455.0448234081268
27	11826.852	848.7968	13258.372	11093.124	6296.089	5431.556	15259.201	550.2252	1000.0	515.9	107999	894.1983	252.23941	1075.4163	-409.67172	894.19415	252.26442	1065.618	-381.42545	-908.4705	2153.208	1519.5919587612152
28	12183.686	1984.4412	14627.537	10067.392	8159.8486	3467.9158	11382.357	1312.3903	965.6	657.5	111999	908.0494	248.17882	1082.2532	-332.6025	908.0502	248.19244	1083.8527	-305.17725	-922.2924	2058.0007	1587.5494582653046
29	9170.552	4224.125	14053.311	1773.308	14461.979	2770.5847	18411.348	10916.295	722.8	1000.0	115999	923.44727	243.1395	1092.7224	-546.5644	923.4478	243.12886	1091.7786	-507.32016	-936.9437	2147.603	1659.4190464019775
30	11312.124	1081.5522	12354.122	9527.055	10266.318	3504.716	14469.256	450.1215	889.5	904.2	119999	941.4235	238.97653	1101.6345	-357.0833	941.4286	238.96925	1110.0637	-354.8514	-955.45013	2215.6646	1737.306313753128
