Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
1	-27.84602	13.607444	23.860165	-68.59154	-35.514694	8.574279	-22.693726	-51.22158	12.694267	15.2	3999	-8.455794	8.993575	27.099188	-35.139145	-8.4580555	8.996966	29.988358	-32.85793	7.1721454	7.4672117	24.17474341392517
2	-26.728	13.593209	22.517101	-102.33096	-29.618204	11.726799	-4.9867015	-43.59659	12.808307	15.8	7999	-16.59928	10.848792	46.13291	-43.862663	-16.60034	10.857156	50.72011	-45.149757	14.545639	3.749817	61.15603303909302
3	-29.8896	15.53413	32.268158	-96.69897	-33.330658	11.753863	-17.516373	-57.877983	13.702055	17.2	11999	-20.947159	10.701171	51.216087	-59.399387	-20.947186	10.712532	53.28366	-59.44587	19.115105	4.15041	95.6102020740509
4	-0.29129434	209.51183	2608.0151	-83.57793	-29.524542	9.715386	-12.604505	-51.72412	24.114458	12.5	15999	-22.80286	14.516396	65.30339	-68.23524	-22.802935	14.522606	65.3587	-67.07492	21.510258	4.2821856	130.64360308647156
5	-0.18726903	106.62098	783.2454	-62.478886	138.59207	332.25165	1006.90564	-39.629097	21.346775	63.7	19999	-14.364075	28.820768	105.63318	-67.21694	-14.364334	28.825342	107.53751	-67.33413	12.673623	5.3381023	166.7309181690216
6	163.92458	742.103	5876.621	-69.37845	-22.653412	10.0009575	-4.2230673	-43.595734	57.55914	12.0	23999	1.7000486	49.612144	183.6027	-63.830338	1.6993828	49.61806	183.03828	-64.221954	-4.066873	10.540403	201.3896780014038
7	247.83867	459.96133	1334.3435	-55.083797	11.135904	115.77319	357.3234	-37.495014	72.46667	21.1	27999	23.098688	75.332664	288.90396	-65.688675	23.09897	75.33874	291.0792	-66.63427	-26.37724	19.530386	236.4736692905426
8	2215.487	7431.737	37686.277	-93.25775	287.3182	687.61584	2145.0508	-62.184658	215.83333	43.5	31999	60.030785	114.731705	423.92804	-64.836555	60.03174	114.73373	425.35672	-65.30381	-64.38496	36.99065	271.7013602256775
9	555.352	1089.736	5094.1323	-67.74686	1037.6532	1427.9622	3775.6018	-55.159496	84.0	101.7	35999	102.6552	158.33553	556.64746	-71.4844	102.65648	158.33717	554.59125	-71.29665	-108.10891	75.35997	307.6004593372345
10	33585.95	0.0	33585.95	33585.95	1436.6023	2456.3062	8041.151	-49.191467	1836.0	132.2	39999	169.85988	218.73645	675.5616	-84.4749	169.86162	218.74014	674.283	-86.44049	-178.35168	102.36514	345.07726788520813
11	6366.436	17888.875	71753.11	-47.213615	1539.4335	1079.936	2990.2654	-41.022453	397.13333	157.8	43999	247.73747	276.3562	791.95026	-107.51398	247.73784	276.36005	787.5129	-106.642265	-257.2295	147.64952	383.18914914131165
12	6425.283	13725.091	37087.152	-36.76281	62520.45	31274.174	78629.97	-31.650047	382.16666	3202.5	47999	331.5464	330.76498	888.3493	-141.6029	331.54688	330.7671	889.4398	-139.24939	-341.8811	233.91287	502.2828392982483
13	72229.82	0.0	72229.82	72229.82	23578.578	36054.895	78896.42	-40.6318	3750.0	1208.2	51999	427.70932	383.22165	988.1886	-145.32487	427.7096	383.22412	988.75665	-148.06253	-439.42786	300.00906	575.0127058029175
14	77508.67	0.0	77508.67	77508.67	54799.742	35891.684	78605.26	-41.248325	4000.0	2805.2	55999	522.1159	425.26614	1075.8927	-131.6825	522.11395	425.27188	1079.4021	-134.42976	-535.0433	374.5259	700.594162940979
15	76936.32	0.0	76936.32	76936.32	38954.57	38900.105	78113.086	-72.66313	4000.0	2018.4	59999	610.6458	458.8864	1160.2881	-150.67307	610.64105	458.89752	1156.4485	-137.14438	-624.64386	474.62332	804.1130933761597
16	76315.23	0.0	76315.23	76315.23	23024.445	35242.566	77178.91	-155.33282	4000.0	1215.6	63999	693.6904	483.5024	1218.6005	-140.16045	693.68384	483.51746	1217.0223	-142.82056	-708.4658	521.5266	866.307302236557
17	76094.78	0.0	76094.78	76094.78	46895.594	38318.945	78575.7	-51.19717	4000.0	2404.4	67999	773.20734	507.9927	1292.5936	-162.07257	773.19794	508.01248	1290.6571	-163.29907	-789.2203	666.2004	953.9887580871582
18	77561.01	0.0	77561.01	77561.01	46745.375	38200.49	78320.47	-50.60265	4000.0	2405.0	71999	849.0356	527.8179	1347.1915	-151.08171	849.0268	527.839	1349.3903	-163.58163	-864.4662	604.2608	1041.0064520835876
