Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
29	61.6866	0.7500454	62.715508	53.557648	62.03772	0.0	62.03772	62.03772	15.972	16.0	115999	-3.8764424	28.60254	114.30725	-103.77645	4.367085	9.115378	981.2759165763855
30	61.717804	0.9041546	66.12024	56.467426	62.03772	0.0	62.03772	62.03772	16.016	16.0	119999	-3.7210262	28.663105	106.35461	-102.362656	4.1860533	9.338299	1028.1006751060486
31	61.64187	0.70690024	63.82725	56.627083	62.03772	0.0	62.03772	62.03772	15.992	16.0	123999	-3.6975794	28.74757	122.37531	-98.56316	4.1293163	4.9961367	1074.521018743515
32	61.75002	0.8542402	66.61834	56.74049	62.03772	0.0	62.03772	62.03772	16.004	16.0	127999	-3.3318746	28.646137	135.37558	-86.119385	3.7204561	2.903504	1120.7436890602112
33	61.746124	0.76429397	65.96832	56.65671	62.03772	0.0	62.03772	62.03772	15.996	16.0	131999	-3.0638568	29.022612	159.44914	-65.944374	3.4453945	2.2269123	1167.9304132461548
34	61.729847	0.9237995	66.793304	56.6704	62.03772	0.0	62.03772	62.03772	16.008	16.0	135999	-3.5497532	28.662651	179.05371	-68.74474	3.9555001	1.8863957	1212.2056794166565
35	61.76175	0.696093	63.881054	56.5639	62.03772	0.0	62.03772	62.03772	15.988	16.0	139999	-3.883979	28.349243	166.3089	-78.57449	4.2553725	1.7670124	1257.7968215942383
36	61.602234	1.1495222	67.2154	56.426212	62.03772	0.0	62.03772	62.03772	16.032	16.0	143999	-4.0162673	28.05235	154.08313	-72.44283	4.372524	1.5288539	1304.0132052898407
37	61.603798	1.3653256	62.58456	43.921684	62.03772	0.0	62.03772	62.03772	15.976	16.0	147999	-3.9491932	28.045614	161.7832	-62.186275	4.2906084	1.2087201	1349.415210723877
38	61.713123	0.8159543	65.81265	56.705936	62.03772	0.0	62.03772	62.03772	16.0	16.0	151999	-3.8833635	27.927713	146.42703	-68.15417	4.198223	1.1808516	1394.36940908432
