Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	-27.100464	15.460251	24.205626	-79.89778	14.734318	0.012551675	0.10995088	0.4033844	-0.36173624	4000	3.5762786e-09	717.1262	-0.011841735	-365.9637	0.9189432	0.0151534965	0.1155	17.0	8.035381555557251
1	-25.915335	14.601364	19.62648	-62.679413	15.045283	-8.955252	0.72396046	-1.5766981	-9.578218	8000	-6.9141386e-09	328.0695	-0.012415137	-147.91833	0.9198116	0.015021837	0.10575	18.0	15.977694272994995
2	-26.02176	14.293938	32.04767	-57.633186	14.854478	-14.808152	0.31906155	-9.826805	-14.972685	12000	-1.26361845e-08	179.92957	-0.020861415	-66.20279	0.92101514	0.011516852	0.15325	79.0	24.301021337509155
3	-27.355518	15.780387	22.269775	-68.23078	14.6654415	-18.765875	0.21095657	-15.570324	-18.862385	16000	-3.98159e-08	132.4574	-0.01521326	-28.004921	0.9115064	0.015040548	0.15575	24.0	32.241166830062866
4	-27.245768	16.318764	82.9542	-80.67328	14.690037	-21.494295	0.21737686	-16.80622	-21.577667	20000	3.8146974e-09	104.80559	-0.024888407	-11.401558	0.9140166	0.011907445	0.17175	79.0	40.54809832572937
5	-27.459923	14.415021	10.500522	-61.326515	14.523637	-23.311775	0.29904395	-15.081411	-23.412651	24000	-1.1086464e-08	81.54185	-0.023099553	-3.0663757	0.91377634	0.009201654	0.1435	79.0	48.73673176765442
6	-25.789425	14.000425	20.101025	-57.60741	14.593407	-24.288393	0.39195642	-12.931527	-24.394358	28000	1.1920929e-09	70.83339	-0.015564844	-0.6151123	0.90609264	0.015768206	0.1275	24.0	56.734848976135254
7	-28.22487	14.155123	17.73729	-66.297104	14.456522	-24.518248	0.37367943	-16.529676	-24.645826	32000	-1.8239021e-08	74.48062	-0.02700157	-1.501297	0.9022312	0.01464974	0.18875	79.0	65.0773446559906
8	-27.151207	15.360668	26.744852	-67.732025	14.630036	-24.890852	1.2447451	9.137287	-25.163113	36000	-6.9141386e-09	90.05702	-0.026358936	-3.1843338	0.9002632	0.0104363365	0.17625	79.0	73.446035861969
9	-27.782328	14.133456	17.07002	-71.56181	14.694853	-25.01946	1.0064154	-7.308806	-25.363132	40000	8.8214875e-09	76.48408	-0.027305434	-4.3462143	0.88604105	0.015014663	0.18275	76.0	81.74326729774475
10	-26.940742	15.4685755	23.545137	-65.029976	14.593407	-25.151018	1.8817751	3.330461	-25.608826	44000	1.6689301e-09	91.01017	-0.025318526	-4.5765457	0.8840884	0.015011909	0.17675	64.0	89.96232390403748
11	-26.81696	15.826709	47.110394	-69.46369	14.902985	-24.725613	2.0872407	10.8988085	-25.387447	48000	-6.6757204e-09	92.07528	-0.030773563	-4.8208237	0.8804454	0.014023806	0.20625	79.0	98.1906008720398
12	-25.339977	14.426346	22.927237	-55.103874	14.777778	-25.106474	1.2202685	-11.339232	-25.534384	52000	-4.768372e-10	75.81904	-0.005719003	-4.9975433	0.86350673	0.019288482	0.19625	5.0	106.07454538345337
13	-25.926497	14.040316	15.270806	-65.98773	14.611722	-24.290361	2.4075253	-0.24178405	-25.525637	56000	3.9339065e-09	71.49562	-0.030028475	-6.8088074	0.86348915	0.015055077	0.22125	79.0	114.37309527397156
14	-25.303736	15.109513	43.663635	-57.771156	14.951311	-24.17016	2.7316427	-0.40725923	-25.918364	60000	-6.6757204e-09	80.87709	-0.0279771	-7.588875	0.8580305	0.010207227	0.178	79.0	122.7237377166748
15	-27.435654	13.719169	19.672451	-69.71172	14.832714	-23.920578	3.4055638	6.1882987	-26.333838	64000	-9.059906e-09	68.47976	-0.03374337	-9.510719	0.85099745	0.013199606	0.1885	79.0	130.93510150909424
16	-26.375868	14.966097	12.48562	-63.963345	14.572992	-25.028553	2.8064759	4.1265435	-26.980618	68000	-7.629395e-09	77.60074	-0.033891585	-6.4730988	0.85818577	0.014373574	0.2005	79.0	139.24381279945374
17	-26.238535	13.559131	14.93401	-56.853985	14.626373	-24.69418	2.4460814	-14.782989	-26.869324	72000	1.2159347e-08	63.821896	-0.032655854	-6.712822	0.85229427	0.0135576185	0.19975	79.0	147.4707591533661
18	-24.498322	14.446491	18.007294	-56.84601	14.726937	-24.460682	3.0710053	-5.349825	-27.135122	76000	9.536743e-09	61.961967	-0.0062827272	-8.06588	0.8443762	0.016130464	0.16275	5.0	155.376971244812
19	-27.414194	14.1238	14.7069435	-62.081596	14.626373	-23.912466	3.4098666	-14.01341	-27.348915	80000	6.437302e-09	62.84177	-0.034192048	-14.690529	0.844194	0.008557478	0.1915	79.0	163.69518876075745
20	-27.001055	14.471674	10.735381	-60.449486	14.6373625	-25.046757	2.8128033	-13.840675	-28.189428	84000	5.4985283e-09	58.888943	-0.03323228	-11.391281	0.8367538	0.011313933	0.18075	79.0	172.07802414894104
21	-25.171976	13.507016	29.12561	-58.612984	14.644689	-24.498882	3.4844515	-13.836208	-28.904549	88000	3.5762786e-09	43.291374	-0.03819917	-11.034988	0.8295276	0.0108441645	0.2175	79.0	180.55134654045105
22	-24.97421	13.209247	20.4519	-59.72528	14.796296	-23.727222	4.666781	-6.1334124	-29.569462	92000	-9.059906e-09	37.355484	-0.038662307	-10.743732	0.807255	0.011597128	0.21275	79.0	189.00187182426453
23	-26.84624	13.429437	13.815345	-53.829887	14.576642	-24.080202	4.771923	-9.192319	-30.234184	96000	2.1219254e-08	31.416208	-0.03861777	-8.469355	0.8052808	0.012488003	0.198	79.0	197.31469464302063
24	-25.593534	14.390646	16.57509	-65.38726	14.738008	-24.206924	5.6119924	-7.641568	-31.44111	100000	-1.001358e-08	29.77879	-0.035273608	-7.2268944	0.8034178	0.01508033	0.20625	59.0	205.47234463691711
25	-25.42595	14.445156	19.945877	-53.06814	14.580292	-23.970673	5.9404974	-6.806528	-32.354458	104000	-1.8119811e-08	22.697008	-0.03935703	-5.306715	0.79692364	0.013145204	0.22125	79.0	213.93971276283264
26	-26.795956	15.025491	21.020924	-68.84179	14.698529	-24.39086	6.4607215	-5.8534384	-32.9469	108000	-9.059906e-09	23.07316	-0.027007597	-5.781437	0.7893204	0.015496752	0.18425	26.0	221.8939118385315
27	-25.13585	14.587586	16.242874	-60.986946	14.814815	-24.114353	6.903377	-5.3589554	-33.84134	112000	-1.1444092e-08	21.132526	-0.043870505	-4.8868084	0.781202	0.014859485	0.24	79.0	230.1882185935974
28	-24.869888	14.33024	18.130331	-63.486343	15.143939	-24.27493	6.846426	-5.2474546	-34.38252	116000	-4.2915342e-09	18.606218	-0.0060370243	-5.01497	0.77293926	0.017153153	0.207	4.0	238.14063906669617
29	-23.936676	15.789259	38.434883	-59.680264	15.075472	-23.646135	7.1678834	-4.225806	-34.616653	120000	1.7464162e-08	22.204649	-0.0046938444	-5.2478333	0.77253205	0.0151343215	0.19775	4.0	246.10591554641724
30	-27.611668	15.223672	19.708534	-65.01828	14.774074	-24.847775	7.1013293	-3.368293	-34.904354	124000	9.536743e-09	19.26362	-0.03954921	-5.2093534	0.77184325	0.013860209	0.22575	79.0	254.428129196167
31	-26.137465	15.309806	29.304169	-71.49812	14.914179	-24.57714	7.4818754	-2.7424896	-35.43563	128000	3.218651e-09	18.801157	-0.00963991	-4.862768	0.76310587	0.01660756	0.13825	5.0	262.33220648765564
32	-25.449768	14.390617	16.169851	-57.1644	15.144486	-24.18873	7.36054	-2.4468296	-36.057766	132000	-7.629395e-09	13.730519	-0.025728745	-3.257986	0.7628286	0.015076117	0.1675	20.0	270.4223198890686
33	-26.98599	14.888235	59.17841	-70.495964	15.007519	-24.586563	7.0324016	-2.354333	-36.33194	136000	1.502037e-08	17.014645	-0.03633404	-4.0751734	0.75836843	0.010236294	0.20625	79.0	278.78376150131226
34	-25.561214	15.247882	28.016012	-66.95691	15.194656	-24.320333	7.695618	-1.9568472	-36.735493	140000	-2.6226044e-09	14.818879	-0.0068001137	-3.9061632	0.75002533	0.019243848	0.21275	4.0	286.68011355400085
35	-23.541079	15.607314	20.711124	-55.792538	15.263359	-23.250042	8.177042	-1.8685726	-37.204422	144000	1.5735626e-08	15.297076	-0.006030709	-4.591078	0.7497912	0.015485257	0.239	4.0	294.4598925113678
36	-24.743618	16.099854	21.695604	-64.49771	15.409266	-23.901129	8.169669	-0.808897	-37.302315	148000	-4.529953e-09	14.204597	-0.039913088	-4.344309	0.74934393	0.013629483	0.22475	79.0	302.94521379470825
37	-25.333775	13.872269	25.90593	-62.02414	15.409266	-23.950077	7.933541	1.2282008	-37.650784	152000	2.0503998e-08	13.639977	-0.021466916	-4.7068777	0.74085426	0.01585323	0.1915	20.0	311.03574681282043
38	-24.155024	15.839217	27.739454	-57.855766	16.016064	-23.129005	8.25725	1.2701126	-37.57069	156000	-5.2452087e-09	12.684013	-0.023805708	-4.377054	0.73873395	0.015103422	0.1725	24.0	318.98206400871277
39	-24.537384	15.002225	23.02352	-57.36945	15.342308	-23.537712	8.506295	1.4008721	-38.090515	160000	-1.9073487e-09	12.777305	-0.025684435	-4.932519	0.7319329	0.015020387	0.18025	27.0	327.07145524024963
40	-26.643623	14.6049595	19.075624	-65.33546	15.4651165	-24.28863	8.019705	2.563571	-37.979294	164000	2.861023e-09	13.079314	-0.005985096	-5.2253017	0.7275974	0.01674442	0.1885	4.0	334.97942781448364
41	-25.206211	14.749199	10.453646	-54.050797	15.373077	-24.04196	8.043048	1.797097	-38.103634	168000	3.5762786e-09	9.3989	-0.044788837	-3.7280068	0.7270635	0.01443037	0.25	79.0	343.2077007293701
42	-25.525043	16.686897	29.278917	-69.271065	15.59375	-23.630838	8.810242	2.4780564	-39.495422	172000	-6.437302e-09	14.312588	-0.032420345	-4.101344	0.7157443	0.01510991	0.1965	42.0	351.2888226509094
