Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
1	-124.37641	0.0	-124.37641	-124.37641	-11345.924	33572.95	-83.591415	-112064.15	17.0	1024.1	3999	-76.01698	40.195206	-0.017321642	-147.6209	-76.015564	40.197845	0.19186278	-147.51256	1.1978498	2.2505267	14.265749	-12.394923	75.51061	1.6315993	57.762157678604126
2	-14848.164	20795.955	-142.15118	-44258.086	-11867.611	34521.15	-99.214325	-115412.56	1342.0	1035.3	7999	-213.82133	50.472137	-1.2570884	-316.0016	-213.82143	50.472057	-0.0850851	-315.14304	1.0205014	2.51372	25.976276	-10.972036	213.13547	22.43409	129.7464873790741
3	-6068.482	14657.13	-53.704548	-41970.94	-34602.926	52658.508	-51.72039	-120681.17	580.1429	3018.0	11999	-324.11475	67.37814	11.285322	-419.1576	-324.11484	67.3771	1.6698861	-419.09024	1.9980634	2.7743943	21.78352	-14.849639	322.8913	55.492085	255.17489671707153
4	-15955.999	22399.277	-97.58384	-47633.355	-22059.496	43830.72	-114.6248	-109988.914	1307.6666	2015.9	15999	-415.7416	67.8009	4.6004534	-516.6342	-415.74277	67.7927	6.3852673	-514.465	2.6343446	3.0008368	22.322239	-11.774066	414.36053	89.708466	355.01850724220276
5	-22899.424	22793.852	-105.57179	-45693.277	-76659.19	50462.918	-125.091644	-119433.09	1992.5	7007.9	19999	-508.68723	68.60179	5.1404967	-710.89307	-508.68735	68.60108	-5.2762456	-683.9173	2.8250754	3.3698094	29.872112	-12.068008	507.2705	145.58934	581.2867815494537
6	-45692.055	0.0	-45692.055	-45692.055	-20340.99	40424.73	-75.53896	-102604.91	3989.0	2017.0	23999	-585.48145	81.852905	-6.0147333	-720.19196	-585.4817	81.849815	-10.637268	-731.8085	1.8468258	3.0291243	36.54699	-12.542906	584.50415	155.47343	669.2587025165558
7	-43069.152	0.0	-43069.152	-43069.152	-157.5591	76.42709	-65.48878	-298.37955	4000.0	24.2	27999	-659.94147	91.1047	13.772537	-883.5597	-659.9416	91.09835	5.0106378	-888.6128	2.3588748	3.1469166	32.21707	-15.44402	659.0326	213.56734	716.6828463077545
8	-42586.55	0.0	-42586.55	-42586.55	-115.654434	40.33998	-73.85758	-197.9109	4000.0	20.4	31999	-720.60486	95.29081	15.146813	-969.8629	-720.6053	95.28596	10.198165	-978.55426	2.2020013	2.7765431	110.81827	-12.087867	719.63184	272.8683	764.8653657436371
9	-14621.065	20453.965	-131.64696	-43547.324	-128.98083	43.953094	-66.214424	-209.15936	1346.3334	20.4	35999	-759.16534	96.062325	34.77487	-1005.31287	-759.1666	96.04916	29.788382	-982.7495	2.6148171	3.3627963	51.762093	-12.060793	757.33276	286.7031	813.1057097911835
10	-2926.4014	10395.776	-65.80359	-41821.406	-10334.975	30683.984	-61.50796	-102386.875	285.26666	1015.0	39999	-759.0515	96.51415	51.16739	-923.5901	-759.04834	96.530426	61.36867	-949.7967	4.28581	4.2142444	48.117832	-10.807353	755.3756	295.36682	878.7210431098938
11	-44455.074	0.0	-44455.074	-44455.074	-11289.706	33368.3	-89.93325	-111394.26	3682.0	1020.8	43999	-762.3819	97.904915	30.823776	-938.98676	-762.3797	97.91615	46.479637	-928.5752	3.9442024	4.2897177	47.518166	-12.6101	759.79626	318.8918	944.6433320045471
12	-47392.63	0.0	-47392.63	-47392.63	-44134.457	54233.3	-72.631	-124249.52	4000.0	4011.8	47999	-783.85846	97.7135	39.67672	-986.29236	-783.855	97.74304	30.279419	-960.6095	4.3018265	3.7631562	53.416225	-11.798255	781.8594	300.2108	1076.9832820892334
13	-1984.6106	8769.2705	-54.737434	-43115.867	-10966.574	32594.06	-74.91564	-108748.734	191.21739	1014.5	51999	-793.51447	113.02776	39.285606	-1011.18365	-793.5164	113.02169	24.354214	-1080.6575	5.406952	3.649097	63.692825	-12.000128	790.6387	405.97156	1147.7340631484985
14	-9409.444	16005.774	-101.559975	-37131.99	-44866.92	54888.57	-52.16445	-115900.09	916.75	4011.4	55999	-797.965	119.620316	78.872086	-978.891	-797.9645	119.621925	68.23282	-944.39026	5.186222	4.102333	65.92086	-11.012691	795.12463	341.7449	1281.3034372329712
15	-39140.113	0.0	-39140.113	-39140.113	-24020.652	47789.977	-93.341354	-123240.84	3935.0	2015.8	59999	-798.81573	129.9978	87.46435	-1074.3734	-798.8159	129.98076	70.316	-1086.2644	5.2958612	3.805346	67.932755	-11.264123	795.81537	384.84146	1375.063158750534
16	-8663.213	16896.662	-68.76093	-42456.19	-33663.742	51317.65	-45.85256	-117981.77	823.6	3014.0	63999	-790.1173	152.71663	72.25774	-1009.5071	-790.11646	152.71066	77.12908	-1071.3478	6.079203	4.180271	80.13344	-11.79563	785.5423	378.38992	1488.9181609153748
17	-41875.816	0.0	-41875.816	-41875.816	-33197.633	50709.652	-46.63011	-120348.445	3882.0	3013.3	67999	-769.94293	199.37785	52.078476	-1086.6448	-769.9444	199.35484	94.052666	-1208.4072	5.2073903	4.9282913	77.99592	-11.361937	766.77576	384.78195	1604.2150173187256
18	-21889.297	21752.453	-136.84467	-43641.75	-21127.348	41927.812	-107.77223	-110012.96	2012.0	2021.6	71999	-771.9367	208.28	31.164288	-1141.2019	-771.93774	208.27206	23.94507	-1113.0892	4.203258	4.436536	67.17265	-13.824711	769.707	348.0493	1702.4005718231201
19	-47124.13	0.0	-47124.13	-47124.13	-23558.68	46908.41	-109.85116	-122176.18	3976.0	2015.3	75999	-771.7248	201.82106	31.963596	-1153.7925	-771.7245	201.82233	36.76797	-1147.1681	3.519439	4.07293	69.36888	-15.83935	769.3536	355.23413	1804.2837133407593
20	-19820.947	19713.553	-107.39314	-39534.5	-10388.211	30661.723	-73.96555	-102372.57	2006.5	1019.8	79999	-789.7924	193.86696	26.03081	-1164.6588	-789.7909	193.87187	33.593113	-1166.2474	3.439428	4.0979424	57.655212	-11.691454	787.7572	285.57626	1884.0838871002197
21	-3463.8	12123.058	-56.34063	-47174.0	-10392.569	30851.59	-47.013615	-102947.305	302.35715	1015.1	83999	-812.11176	196.49614	38.95225	-1238.3413	-812.1089	196.50914	29.247698	-1299.556	2.7544675	3.9100366	64.10475	-14.443335	810.28723	353.59006	1966.924962759018
22	-5164.2407	13269.754	-53.68923	-40272.1	-142.84909	77.66577	-52.874767	-356.9199	486.375	19.6	87999	-823.64984	198.46936	36.87916	-1200.8965	-823.6483	198.47466	33.826946	-1219.7128	2.865027	3.9906828	69.41471	-11.258412	821.9785	396.85593	2031.138489484787
23	-13560.28	19060.94	-78.905785	-40516.52	-126.38451	37.64323	-63.32242	-206.32259	1303.3334	18.4	91999	-835.7208	192.38272	28.079206	-1347.9873	-835.72095	192.3872	30.453102	-1352.487	3.533686	4.329284	77.05462	-11.143752	833.643	388.43344	2092.852843761444
24	-16098.523	22654.451	-51.271965	-48136.74	-11812.334	35059.14	-84.25576	-116989.67	1330.0	1016.5	95999	-852.3282	188.8411	44.208393	-1256.4152	-852.3255	188.85454	50.14901	-1341.4854	3.155824	3.8556058	82.518265	-12.005119	851.05414	426.4335	2175.702052593231
25	-48256.76	0.0	-48256.76	-48256.76	-101.18235	26.669748	-53.82517	-141.18462	3963.0	18.8	99999	-874.17847	185.96492	76.45779	-1326.3718	-874.17816	185.96605	54.613884	-1311.9409	2.51364	3.9641824	87.35784	-12.307785	872.8846	406.1134	2240.1616818904877
26	-22754.615	22670.074	-84.540184	-45424.69	-10446.183	30927.395	-52.771893	-103228.086	2005.5	1019.4	103999	-890.7498	189.30664	33.73352	-1562.1525	-890.7495	189.31627	72.22592	-1482.9569	2.6446588	4.0252047	100.10955	-11.787012	889.25757	415.1052	2323.9886956214905
