Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
0	-27.254717	15.125184	48.701664	-62.501575	14.434783	0.020788833	0.11405436	0.29989374	-0.34952378	4000	0.06286754	731.82214	0.0	-369.98953	0.9189432	2.026558e-09	7.993415355682373
1	-27.203028	14.851829	22.614853	-60.833183	14.981274	-8.921358	0.76116735	-2.7411356	-9.550816	8000	0.023568938	337.70563	0.0	-153.19644	0.91924256	4.6789648e-09	15.87166953086853
2	-27.104744	14.903728	19.138557	-72.06012	14.654411	-14.833546	0.3237137	-7.0437155	-14.979298	12000	-0.023978049	192.52596	0.0	-68.610344	0.91949797	-4.1723253e-10	23.730501651763916
3	-26.253357	14.436682	10.995027	-59.916397	14.481884	-18.837128	0.14707077	-14.985523	-18.913517	16000	-0.017347893	111.95611	0.0	-24.723457	0.9196091	-2.4437905e-09	31.606817960739136
4	-27.539999	14.704918	18.668713	-56.353817	14.691176	-21.386753	0.22777441	-15.71759	-21.462112	20000	0.024573516	96.088394	0.0	-10.515625	0.919671	4.6789648e-09	39.439788579940796
5	-25.568336	15.025098	15.803337	-67.070335	14.652015	-23.093882	0.6559547	-3.6790612	-23.20368	24000	0.012128809	90.46036	0.0	-5.729553	0.91975415	-5.9604646e-09	47.28208541870117
6	-25.61479	13.146392	15.359669	-52.790348	14.471014	-23.598295	2.4452572	17.489876	-24.112564	28000	0.0065277196	69.71415	0.0	-8.108978	0.9198196	3.2782554e-10	55.15039134025574
7	-26.935862	15.606959	34.434303	-62.83778	14.914179	-24.069328	2.1643274	6.212788	-24.644842	32000	-0.017852886	86.45807	0.0	-3.7437515	0.9198914	-2.0861626e-09	63.04446625709534
8	-25.826756	14.502374	12.163973	-73.188255	14.8364315	-24.463299	2.8543794	12.426636	-25.276287	36000	-0.02852238	86.88402	0.0	-7.114006	0.91993284	-1.7881393e-09	70.91438698768616
9	-26.540789	14.635451	14.853707	-70.38176	14.545455	-24.891829	1.1513841	-9.928996	-25.251297	40000	-0.010715101	78.802765	0.0	-5.395218	0.9199299	1.9967556e-09	78.81144881248474
10	-26.760778	14.271085	23.646702	-57.737305	14.866171	-24.505957	2.31408	1.2478807	-25.33183	44000	-0.022522232	77.744446	0.0	-5.3303757	0.9199207	-5.0365925e-09	86.7817325592041
11	-27.159336	14.585347	34.344418	-63.92849	14.691176	-24.85216	1.504428	-7.6742225	-25.456589	48000	-0.019888172	81.246765	0.0	-2.267517	0.9198861	-1.9669533e-09	94.6155915260315
12	-24.80544	15.93952	74.64226	-61.078644	14.921641	-24.898888	1.4848	-7.8946185	-25.644518	52000	0.012794732	95.407486	0.0	-9.18322	0.91983795	2.9802324e-11	102.43385624885559
13	-26.143639	15.090305	6.6980443	-62.41233	14.756457	-23.997883	2.5200567	-5.1271605	-25.775124	56000	0.014137662	79.23262	0.0	-6.915924	0.91980684	4.1723253e-10	110.3238742351532
14	-27.913193	13.171948	16.441816	-77.056206	14.22064	-24.297972	2.867071	0.8076054	-26.214502	60000	-0.009922678	68.57399	0.0	-9.048576	0.91979414	2.9802323e-09	118.19544911384583
15	-25.576887	15.581704	53.56025	-63.754074	15.083019	-25.187832	2.4776516	5.5010157	-26.609838	64000	0.05854226	94.257225	0.0	-11.486435	0.9197693	1.9073487e-09	126.05694317817688
16	-26.387005	15.508677	34.510918	-67.877495	14.973684	-23.991964	2.8079548	-12.599575	-26.508274	68000	0.012945169	81.65398	0.0	-7.218605	0.9198002	5.066395e-09	133.99171924591064
17	-28.424074	14.040813	19.344868	-64.09352	14.569343	-24.70916	2.8496308	-8.554914	-27.188623	72000	-0.006999864	71.516975	0.0	-8.501289	0.9198413	8.940697e-11	141.88990569114685
