Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
1	-27.00349	14.071862	14.229722	-70.40481	-35.926945	14.718773	-4.7143445	-61.84018	15.295019	17.7	3999	-9.103777	9.621997	28.176617	-33.81245	-9.102844	9.621616	28.365616	-33.11808	-0.25123695	1.9111904	9.8193865	-12.877151	8.2331085	5.4090037	36.866575479507446
2	-28.385399	17.06873	20.156319	-112.573456	-14.341115	19.081938	19.180155	-34.826893	15.6015625	21.7	7999	-17.478243	10.865182	50.408466	-43.311245	-17.478086	10.866392	49.551235	-43.42191	0.07567279	2.0384607	13.526478	-11.3825655	16.571278	2.972125	85.96994543075562
3	-18.214209	39.871265	215.64279	-75.549385	234.97812	633.6455	2110.1104	-44.938686	20.75	141.0	11999	-17.376524	15.065934	81.17641	-51.924232	-17.376595	15.063235	78.8824	-47.03423	0.4046961	2.3853707	15.399313	-11.318542	16.186958	3.416446	141.30546116828918
4	634.8861	1002.891	3283.5977	-68.105675	1781.1703	2790.8074	9491.166	145.24191	206.95	329.7	15999	0.18978123	43.71337	157.48427	-52.178547	0.18958215	43.71128	159.3187	-52.299057	0.7403231	2.8009467	16.22864	-11.222413	-1.5303496	6.796688	196.06711053848267
5	1364.8752	1715.9207	4615.1084	-39.091156	1666.1316	1660.847	5018.9727	-34.157177	325.76923	402.6	19999	38.988056	77.54741	255.50526	-52.500546	38.987278	77.548004	254.7067	-52.538307	1.5930908	3.3280964	19.91767	-11.947763	-41.602306	22.593645	253.32433915138245
6	4135.5825	4500.36	12707.46	-30.016424	6192.2466	8194.635	19260.047	-30.518116	522.0	425.2	23999	96.01651	119.263115	393.23083	-55.82927	96.01539	119.257805	391.98682	-56.61788	2.5695493	3.8372688	25.221691	-13.237418	-100.639404	60.520412	308.11683177948
7	10778.025	3781.9036	15633.429	5014.514	3454.7554	4128.918	14055.069	-40.90588	875.25	329.1	27999	186.73563	184.43892	600.68066	-58.86937	186.73518	184.424	598.44104	-58.36791	3.5907557	4.0613313	26.363197	-10.492501	-193.30156	189.77475	360.1907579898834
8	15660.998	2487.3132	19379.852	12371.574	18734.607	634.67194	19345.732	17596.465	1000.0	1000.0	31999	321.83115	269.34436	827.1694	-59.502106	321.8294	269.34204	829.80286	-54.86751	4.826365	4.4685507	29.382782	-10.407671	-331.70343	417.76782	430.8821988105774
9	19110.643	398.16196	19550.768	18619.111	13356.164	8705.7705	19507.348	-29.081678	1000.0	716.6	35999	499.65033	358.83472	1026.5745	-59.908802	499.64432	358.83713	1028.5875	-60.876328	5.685636	4.6411443	39.706123	-12.775242	-512.67554	770.6808	497.53208589553833
10	18684.084	618.1872	19391.074	17728.725	17050.416	5698.5264	19272.104	-33.060116	1000.0	907.8	39999	674.1804	424.69897	1209.137	-69.37802	674.17975	424.68964	1217.5203	-64.23194	6.1366024	4.614133	36.86886	-12.506355	-689.34424	1231.2975	570.8840725421906
11	18502.035	178.63327	18655.656	18199.09	17827.328	908.2327	19054.848	16402.97	1000.0	1000.0	43999	824.7447	468.19876	1350.144	-78.85556	824.74457	468.19095	1355.6545	-86.907364	6.3958483	4.516802	37.012	-9.870689	-841.4531	1994.9183	637.4725193977356
12	18731.512	368.81805	19125.605	18126.512	18191.941	638.6337	18872.916	17171.168	1000.0	1000.0	47999	956.2042	494.08167	1458.1722	-96.331894	956.1983	494.0798	1462.0693	-96.79181	6.5838337	4.43033	50.624146	-9.854715	-973.2914	2221.226	702.2298667430878
13	18772.238	457.8489	19173.172	18008.58	16784.357	5638.9683	19176.643	-55.23852	1000.0	903.9	51999	1060.2826	512.0007	1529.7166	-119.08512	1060.2725	512.0009	1525.5138	-106.12445	6.7912865	4.3495603	45.896313	-11.674736	-1077.247	2664.7068	768.2123031616211
14	18894.844	329.9641	19326.176	18410.652	8819.531	8923.618	19098.723	-230.9886	1000.0	547.4	55999	1157.9297	526.4153	1615.0787	-108.44295	1157.9293	526.4122	1612.9056	-96.27132	6.829043	4.2721477	45.856308	-11.590666	-1175.3783	3103.7922	853.1269195079803
15	18580.562	238.77666	18815.385	18202.387	16886.746	5704.242	19372.68	-185.18918	1000.0	906.8	59999	1246.6237	533.22455	1650.8657	-145.18903	1246.6215	533.2226	1653.9053	-135.64224	6.70376	4.203688	39.3538	-9.612472	-1264.1495	3532.9048	948.8461728096008
16	18116.455	506.08557	18748.457	17482.04	13729.872	6930.685	18469.89	-62.312424	1000.0	804.3	63999	1313.439	536.05615	1712.3942	-112.32601	1313.4375	536.04504	1710.5134	-124.64672	6.596495	4.0794625	64.1863	-10.094637	-1330.651	3789.3477	1077.7008290290833
17	18537.287	628.0322	19147.883	17485.21	12800.287	6623.795	17582.06	-349.7535	1000.0	818.5	67999	1367.8362	530.11896	1749.7657	-139.5232	1367.8419	530.0954	1748.6206	-120.23003	6.652649	4.044041	48.142693	-9.080774	-1384.667	4466.867	1164.6935541629791
18	17142.098	1340.6559	18377.906	14897.026	13194.92	8681.298	19325.506	-87.93109	1000.0	716.4	71999	1412.4851	522.3207	1790.8391	-144.28532	1412.4883	522.3115	1794.2698	-151.265	6.580734	3.9433882	45.547035	-11.174273	-1428.6748	4301.203	1230.949322462082
19	12476.397	8851.024	19296.951	-63.212685	10656.174	8823.622	18969.992	-178.24557	695.1667	629.1	75999	1446.1544	513.1159	1797.493	-151.0115	1446.156	513.0954	1789.2507	-161.38904	6.539906	3.8178582	42.60805	-12.102028	-1462.149	5035.7	1296.090714931488
20	17439.725	1751.6431	18925.752	14500.507	17042.797	5722.429	19395.81	-73.46685	957.25	907.4	79999	1469.9061	511.12787	1803.6954	-164.65927	1469.898	511.12186	1798.0664	-155.00357	6.5373487	3.617429	60.196625	-9.699012	-1484.4025	4655.2593	1372.826120853424
21	18147.852	1396.5127	19332.045	15816.531	15285.549	7664.7114	19451.105	-81.33758	1000.0	806.4	83999	1488.3132	510.5769	1803.3033	-154.47466	1488.313	510.57068	1819.446	-154.51329	6.5302396	3.7703972	89.2712	-10.524796	-1502.0796	4633.36	1443.3176188468933
22	635.85803	3340.1433	18756.045	-75.87545	-34.476856	16.4124	-13.428111	-75.60209	57.918606	20.3	87999	1559.359	484.50125	4870.1904	-1271.917	1559.3579	484.40277	3579.632	-250.8999	9.651876	7.2396154	261.7366	-8.8388195	-1591.237	6950.4585	1497.755313873291
23	-48.291267	53.062725	17.66877	-301.66568	-289.11917	519.49365	68.075554	-1569.9462	44.52809	219.2	91999	2162.8171	842.6526	3374.2646	-575.0547	2162.819	842.628	3318.5547	-483.96848	11.921864	4.420612	75.194916	-7.5203443	-2220.8064	12382.61	1555.301242351532
24	133.69934	238.20247	889.8227	-421.91724	139.2088	340.28006	1150.7577	-65.34509	118.181816	88.7	95999	2382.686	894.35895	3320.3655	-477.1312	2382.6785	894.3568	3310.102	-415.89542	8.503223	4.910379	100.706024	-11.350607	-2411.6924	15008.637	1609.2990601062775
25	490.44345	986.5466	3627.6797	-51.672604	799.5274	1060.9707	3168.8762	-71.60778	193.3158	332.1	99999	2297.0203	838.2997	3125.5266	-524.0933	2297.0186	838.2494	3041.7417	-517.4811	8.605786	4.8784275	74.77438	-11.187815	-2327.9048	12759.67	1663.5747468471527
