Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
11	1116.0463	2498.1987	9955.093	-62.22517	625.49524	1119.8458	3824.2554	-41.722507	186.0	159.6	43999	124.15847	136.95178	413.80927	-73.16365	124.15838	136.94705	412.8791	-72.040726	-131.14488	104.68644	391.81041717529297
12	2503.2283	4943.0737	15438.222	-50.54612	1073.803	1240.7351	3309.6987	-35.37418	262.73334	109.1	47999	161.6828	164.36537	524.9891	-84.34546	161.68298	164.35194	523.36285	-79.20718	-170.68245	166.73131	429.90970182418823
13	3628.2363	6491.5786	19226.453	-35.1831	1705.492	2153.283	5524.072	-58.30742	268.64285	330.9	51999	218.50394	204.75037	647.4751	-104.31158	218.50365	204.74013	651.4311	-97.84248	-228.73613	272.56424	471.453875541687
14	5542.073	7792.362	18996.719	-43.786472	4573.3926	7340.12	19415.727	-99.016754	347.2	285.5	55999	283.75986	250.4433	751.68884	-99.86241	283.76175	250.43758	753.34375	-95.64565	-294.92725	383.2171	513.5159387588501
15	7666.8667	8644.49	19349.26	-36.602783	4241.4014	7058.3613	18581.68	-33.753998	428.63635	249.5	59999	362.38004	297.66504	855.9369	-98.11805	362.3792	297.6573	853.3806	-96.61493	-374.67255	577.35425	556.3970086574554
16	8615.166	9006.868	19059.75	-35.295094	15983.084	5375.8174	18321.387	-45.991398	465.2857	901.4	63999	443.7614	340.68863	938.5439	-80.917	443.76205	340.6834	937.4846	-87.26808	-458.42654	789.38074	613.3547241687775
17	15116.088	7573.216	19169.941	-25.939947	9390.447	9434.632	19424.117	-56.010822	795.4	505.9	67999	527.7048	376.54953	1025.3246	-94.399994	527.70337	376.54883	1022.0871	-89.69017	-542.7469	911.77045	657.9856350421906
18	18259.098	740.8503	19064.926	17063.762	15038.416	7556.2944	19357.85	-47.576225	997.25	802.5	71999	610.59503	407.01605	1096.8982	-90.45872	610.59436	407.01147	1097.7294	-92.470276	-626.8115	1218.039	710.6798911094666
19	12519.968	8885.376	19179.988	-48.32084	17165.793	5735.0723	19275.805	-32.74391	670.1667	901.1	75999	688.74054	430.20517	1166.2643	-100.70228	688.7397	430.20804	1172.807	-101.003006	-705.6705	1483.1882	768.2526965141296
20	15125.064	7587.3213	19178.305	-41.633873	15152.672	7599.0977	19281.95	-48.55625	798.2	802.3	79999	762.4539	450.93576	1228.2275	-101.615036	762.4506	450.9389	1229.2286	-104.60646	-780.12354	1710.9564	824.5106115341187
21	18521.375	831.54407	19308.635	17130.55	16925.432	5658.163	19299.889	-25.865372	997.0	901.0	83999	830.1586	467.1021	1293.1217	-130.95544	830.1548	467.10382	1291.9701	-128.08417	-848.5365	2087.4263	878.9233932495117
22	18522.484	316.85724	18847.746	17997.57	14683.159	7370.5244	18823.02	-40.71798	1000.0	802.1	87999	892.7144	480.00812	1355.8759	-140.41368	892.7065	480.01535	1359.0442	-123.035904	-912.4101	2280.228	930.8491499423981
23	15073.0625	7571.186	19307.277	-59.337128	15038.857	7539.818	19364.205	-33.04573	803.6	803.5	91999	949.5919	492.10202	1399.8256	-118.91299	949.5842	492.10464	1408.911	-128.20972	-967.9801	2673.1565	987.2012193202972
24	18463.771	303.1078	18860.541	18029.373	15031.76	7567.194	19414.93	-78.961395	995.5	804.4	95999	1001.99097	500.11874	1432.3035	-115.23749	1001.98016	500.13507	1435.6865	-119.99033	-1021.38025	2707.688	1040.1057760715485
25	10583.302	9213.276	19171.959	-47.82863	10777.779	8926.619	19415.5	-261.87503	576.5714	615.1	99999	1051.1318	507.08472	1470.6127	-136.55782	1051.1287	507.0887	1475.9618	-144.13483	-1071.582	2766.7786	1086.3126549720764
26	11833.231	8429.756	19037.125	-60.11939	10354.56	6257.153	17909.342	-72.88366	666.3333	810.8	103999	1094.3743	509.47363	1505.659	-129.82347	1094.3689	509.48566	1505.0107	-132.29668	-1113.3152	3333.696	1139.9377660751343
27	8349.959	7695.144	18102.447	-88.96985	13758.398	6978.1294	18706.545	-27.408857	578.8571	802.0	107999	1129.4691	512.0167	1536.3832	-142.05096	1129.4652	512.0221	1532.0839	-146.05287	-1148.067	3565.2244	1195.0006663799286
28	14438.511	7283.3545	18944.926	-31.81141	12491.622	6504.389	17513.006	-81.823494	785.4	807.5	111999	1163.2673	513.01917	1552.2437	-136.78603	1163.2661	513.02484	1552.7231	-146.86539	-1181.3615	3533.8147	1247.9324696063995
29	17886.137	272.84027	18223.625	17569.592	17997.184	417.3113	18707.904	17298.635	996.75	1000.0	115999	1191.9764	513.9314	1582.0457	-157.72546	1191.9688	513.9555	1569.3452	-179.10771	-1210.9098	3683.618	1304.506412744522
30	14606.146	7346.457	18894.916	-33.029896	13965.994	5872.34	19398.264	-27.276678	801.6	900.9	119999	1217.3243	513.4022	1584.8253	-174.31616	1217.3185	513.41315	1580.8334	-176.42345	-1235.851	3916.0935	1358.3829793930054
31	11595.355	8300.23	18482.885	-39.243595	14866.922	7470.37	19214.387	-64.10595	669.1667	803.2	123999	1243.9779	509.4785	1592.8412	-176.36502	1243.9811	509.47034	1592.7883	-173.27718	-1262.8685	3734.7695	1411.3053781986237
32	14510.213	7330.754	19340.486	-43.132908	12436.131	8192.347	18974.74	-36.639786	797.4	702.5	127999	1265.3262	507.97195	1611.1128	-202.78705	1265.3317	507.96567	1608.2787	-181.30005	-1283.4062	3937.6145	1462.2268776893616
33	14727.529	7392.557	18981.748	-38.780766	12497.6045	8473.355	19208.264	-32.576134	800.0	702.9	131999	1283.099	507.7644	1614.1107	-204.41649	1283.1011	507.76187	1616.6304	-193.129	-1302.4376	3867.756	1514.7639300823212
34	10298.278	8953.469	18193.072	-46.34124	12629.333	8329.86	18753.832	-58.272896	575.2857	704.2	135999	1299.3618	508.49362	1634.397	-192.36763	1299.3651	508.491	1634.4935	-201.49251	-1316.8744	4446.268	1567.7033514976501
35	8852.533	8907.096	18619.074	-73.058716	18353.875	737.03705	19203.9	16835.297	501.0	1000.0	139999	1314.2529	509.59445	1641.453	-253.92236	1314.2509	509.604	1641.8177	-247.00465	-1331.843	4314.298	1626.0969223976135
36	11654.823	8381.045	18746.746	-34.47557	13132.213	8679.884	19272.37	-215.72278	662.3333	708.8	143999	1328.4119	506.0256	1665.7859	-203.0265	1328.4142	506.02563	1661.7632	-198.51318	-1344.5463	4681.6006	1682.2560014724731
37	18435.627	335.74164	18858.775	17984.889	15884.136	5397.0527	19104.18	-37.13518	995.25	901.1	147999	1340.175	503.05243	1655.1937	-209.57909	1340.1725	503.06195	1654.5985	-218.00948	-1356.4751	4316.3965	1740.593576669693
38	18162.742	749.6988	19248.834	17144.582	16534.73	5556.643	18879.2	-44.790615	1000.0	900.9	151999	1348.1232	498.04706	1666.2189	-241.46176	1348.1205	498.04828	1667.4354	-222.65631	-1365.7594	4488.2144	1798.9094891548157
39	9950.307	7223.248	16617.2	-28.374382	15175.939	7623.953	19168.521	-99.02117	672.0	811.2	155999	1351.14	490.32498	1666.4193	-220.51001	1351.1431	490.32364	1668.388	-237.67151	-1368.7955	4308.418	1856.1757547855377
40	18423.744	494.92896	19011.277	17906.213	17058.809	5695.0723	19313.895	-11.001035	992.0	901.2	159999	1357.5406	486.88535	1672.5715	-223.356	1357.5392	486.89075	1675.4872	-262.65372	-1373.2356	4363.267	1914.9127306938171
