Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
1	-29.274708	14.697858	23.710045	-76.665535	-27.002207	14.964657	-5.063717	-57.583576	15.488372	15.0	3999	-7.230805	8.806604	17.804348	-34.558456	-7.2331676	8.807109	17.928661	-35.76332	5.8153243	5.608676	24.709675550460815
2	-27.319784	16.512152	18.990566	-105.059525	-24.735357	20.232365	25.99612	-50.17424	15.378378	22.0	7999	-16.50979	11.270703	35.695965	-50.076603	-16.510042	11.272476	35.08123	-50.184425	14.514399	3.6723814	61.0980281829834
3	-14.144196	63.080433	471.07343	-71.85605	30.263046	87.740456	182.06158	-70.47208	23.475	81.2	11999	-19.526653	13.839011	57.711098	-56.253075	-19.526854	13.838095	58.04051	-56.3279	17.438421	3.872437	96.57634973526001
4	987.01587	1431.249	4387.808	-50.129765	268.0501	220.68758	623.2833	-46.27333	309.08334	107.9	15999	-5.603511	32.085247	118.8082	-59.49277	-5.6030583	32.084614	118.21612	-58.31384	2.976519	5.898919	133.21885085105896
5	1635.9435	1831.5354	5086.6416	-27.12692	415.32755	284.34222	811.32214	-37.561455	373.9	126.3	19999	23.202286	55.695557	185.28036	-59.687702	23.202433	55.70024	186.4807	-58.714016	-26.779327	14.488207	170.81796526908875
6	1090.0339	1518.7837	4465.3345	-46.316284	743.37	989.8344	3550.5037	-32.115692	244.83333	198.8	23999	55.7882	77.6647	264.1352	-81.24552	55.788	77.67328	266.72363	-73.08671	-60.148792	27.170052	212.20300936698914
7	1944.4642	2197.0625	7147.707	-39.861958	1285.3208	3019.3184	10305.928	-78.41005	365.0	183.1	27999	87.37547	97.45117	340.111	-65.69014	87.37575	97.45619	343.99377	-67.05785	-92.81594	52.82593	250.4717767238617
8	3328.279	4471.8364	13052.986	40.959515	3137.3228	2722.898	8123.568	240.72948	371.1111	301.2	31999	127.54299	121.38001	444.68033	-68.10359	127.54352	121.383446	445.16824	-70.95468	-134.73044	79.05847	291.24301862716675
9	6064.371	4936.778	13335.686	266.79803	7369.737	5543.67	19104.902	1251.5603	455.44446	483.3	35999	189.91794	163.18878	594.698	-74.256485	189.91866	163.1943	589.8211	-75.23978	-200.10347	156.07509	335.54183745384216
10	11208.706	8421.119	19326.256	-42.048553	18439.297	1435.5935	19444.611	15093.781	602.8333	1000.0	39999	278.13684	223.00488	716.235	-81.33826	278.13928	223.00868	710.2546	-89.35443	-292.0112	287.17746	389.39493918418884
11	19003.807	497.6347	19331.393	18146.188	13538.263	8773.494	19430.23	-20.263254	993.75	722.2	43999	385.7984	277.44165	822.17554	-92.64827	385.79977	277.44556	816.9942	-98.19013	-401.64987	428.40643	437.39298367500305
12	18646.91	919.50305	19367.271	17067.637	19320.426	231.08673	19535.686	18844.037	1000.0	1000.0	47999	489.89197	321.77985	935.1716	-91.48887	489.89365	321.77478	927.7908	-98.71144	-507.76822	676.43365	491.2343645095825
13	18941.547	456.50012	19510.248	18292.04	19008.686	214.57803	19339.207	18570.793	1000.0	1000.0	51999	599.8612	355.1672	1041.3812	-85.09293	599.8623	355.1678	1031.4373	-100.739586	-618.4932	935.562	545.3616876602173
14	18741.633	556.1083	19228.934	17806.186	19131.559	149.45831	19334.33	18819.133	1000.0	1000.0	55999	703.01074	383.9101	1124.058	-104.88877	703.0126	383.90808	1119.4701	-106.84098	-722.3996	1201.4656	600.2321457862854
15	18820.14	258.68298	19068.645	18395.764	19268.678	211.25723	19618.555	18861.498	1000.0	1000.0	59999	796.8077	403.83347	1200.6863	-113.75805	796.81366	403.82687	1203.2688	-117.92037	-818.0339	1731.1277	661.5497329235077
16	18848.637	295.34412	19252.4	18435.873	19158.578	135.7896	19405.092	18952.83	1000.0	1000.0	63999	880.3904	420.05502	1278.8436	-139.14963	880.39264	420.0617	1276.3445	-145.67398	-902.44885	1799.2969	716.419106721878
17	18900.379	388.93704	19135.52	18227.057	19095.348	126.90137	19308.623	18817.55	1000.0	1000.0	67999	955.7445	431.32043	1341.3102	-156.15468	955.7469	431.31732	1336.1531	-161.01753	-975.659	2205.7734	771.640367269516
18	18907.684	322.86395	19231.086	18466.842	11106.031	407.4987	11948.618	10565.22	1000.0	1000.0	71999	1022.36346	439.46054	1418.9733	-140.0326	1022.3648	439.46277	1416.5704	-140.45515	-1044.0818	2366.8325	828.1271715164185
19	18277.445	187.19078	18482.771	17998.557	19030.242	229.89157	19419.14	18593.814	1000.0	1000.0	75999	1082.8618	447.19434	1464.0369	-126.50897	1082.8636	447.1948	1468.6608	-138.02359	-1102.9232	2640.8486	888.2823586463928
20	18758.0	162.6929	18982.475	18585.25	17199.5	5782.2646	19390.672	-138.58792	1000.0	904.2	79999	1132.6998	454.2614	1504.2911	-163.60472	1132.7035	454.25937	1503.2668	-168.55965	-1153.0271	2960.4092	960.9343430995941
21	18738.943	155.05255	19005.451	18629.4	19081.848	237.4739	19587.305	18863.385	1000.0	1000.0	83999	1181.194	457.23633	1540.1063	-145.69287	1181.196	457.23807	1543.6719	-131.65625	-1201.4535	3083.7952	1034.7021625041962
22	18931.584	282.58264	19287.715	18578.559	19103.781	194.07939	19352.422	18622.355	1000.0	1000.0	87999	1223.6104	461.62653	1559.346	-149.08238	1223.6093	461.62946	1563.81	-150.49734	-1242.2177	2973.707	1106.2756297588348
