Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
1	77.3992	13.069652	97.1545	59.131386	45.342613	3.8146973e-06	45.34261	45.34261	23.125	36.0	3999	-61.003326	42.993397	273.93414	-123.039925	-61.00006	42.997677	275.2571	-123.32571	1.5233488	2.479196	19.823961	-14.218882	58.691105	4.350198	36.72250843048096
2	-8077.2085	16324.136	98.83113	-40725.473	47.470245	0.0	47.470245	47.470245	782.8	33.0	7999	-170.457	98.880424	691.3919	-285.53122	-170.4563	98.88073	698.3995	-284.68552	1.8616241	2.557885	22.775087	-11.590414	168.4436	20.23674	88.85514736175537
3	-2044.604	8827.665	169.21587	-38441.76	57.963097	3.8146973e-06	57.9631	57.9631	239.38889	31.0	11999	-266.9435	192.783	1026.6381	-494.2514	-266.94287	192.78125	1031.4714	-473.08328	2.7905517	2.9522424	30.530788	-14.90778	263.3174	74.09028	136.7705307006836
4	-516.44214	4534.398	57.49452	-43243.652	36.6157	0.0	36.6157	36.6157	83.611115	107.0	15999	-202.98322	487.71738	1958.3593	-517.1306	-202.95792	487.73804	1911.191	-516.2734	6.4552593	3.6608422	33.088154	-10.4987	196.81004	1119.377	182.4134395122528
5	-0.9115677	158.13132	241.12724	-979.61316	-6068.7095	0.00048828125	-6068.709	-6068.709	58.71875	1281.0	19999	-65.65121	630.371	1385.4535	-584.2411	-65.64657	630.36414	1385.4716	-580.01666	7.0841937	3.0355103	40.96016	-10.51635	53.270733	648.09015	246.0331974029541
6	-553.23785	533.4305	42.824272	-1478.5669	-3425.1978	0.00024414062	-3425.1975	-3425.1975	393.3	494.0	23999	59.97852	688.91296	1376.42	-758.4323	59.98481	688.90656	1378.4388	-823.51807	7.8951187	2.9745617	72.50463	-8.919734	-74.28919	438.3655	298.81676292419434
7	-391.27823	701.31586	464.19473	-2164.177	-2065.5276	0.0	-2065.5276	-2065.5276	256.42856	634.0	27999	119.41301	675.5453	1260.1315	-746.5429	119.41434	675.5417	1258.9454	-805.9075	7.4384756	3.2899442	64.27438	-10.144422	-131.35498	466.26532	355.9058094024658
8	-1081.8228	2065.6763	602.048	-6294.6934	1894.4851	0.00024414062	1894.4854	1894.4854	555.375	899.0	31999	121.34263	640.7144	1138.4014	-857.0949	121.33535	640.7124	1136.2732	-827.2965	7.12081	2.725084	46.042778	-10.482436	-133.62091	475.35318	414.4518349170685
9	962.6444	24.632355	987.27673	938.012	15.667417	9.536743e-07	15.667416	15.667416	418.5	208.0	35999	115.45267	634.82947	1070.8792	-836.1337	115.44596	634.8239	1072.1355	-837.1153	6.99031	3.0168731	54.981163	-11.145504	-127.15861	421.107	463.49535489082336
10	-4962.1196	12863.744	2727.8206	-33621.29	-1795.367	0.0	-1795.367	-1795.367	1214.8334	10000.0	39999	73.64597	635.79	1043.8156	-849.578	73.63209	635.7863	1041.8218	-845.7929	7.210059	3.0978377	51.464664	-11.85048	-82.9415	335.96634	681.0065886974335
11	558.1735	632.6563	1738.6733	-536.4096	843.9618	0.0	843.9618	843.9618	424.85715	305.0	43999	92.22156	589.4483	1000.41425	-869.8164	92.20943	589.44556	1002.0139	-837.3292	7.292174	3.4791136	52.959026	-9.971474	-101.27013	273.1238	732.5851092338562
12	-127.758606	2136.517	1084.6107	-8322.556	720.2694	0.0	720.2694	720.2694	324.5625	362.0	47999	87.56239	542.09125	921.5018	-794.29944	87.55342	542.09045	922.1026	-802.34515	7.072287	3.3282022	50.576065	-11.61216	-95.347206	229.15147	784.7368652820587
13	113.25438	374.92963	505.37457	-746.54706	15024.373	0.0	15024.373	15024.373	170.85715	10000.0	51999	69.94964	506.8335	882.7014	-760.1773	69.94718	506.82574	883.1651	-761.4595	6.6863613	3.2241929	64.85135	-10.473542	-76.88553	290.4062	1001.1225762367249
14	-7070.4893	13345.433	2110.7478	-30130.336	57.51192	3.8146973e-06	57.511925	57.511925	1701.25	87.0	55999	57.23084	514.90173	851.276	-780.5222	57.23228	514.89655	852.5786	-784.6059	6.5945625	2.7744944	52.471684	-11.673073	-64.89631	293.46936	1047.8231012821198
