Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
25	242.14424	81.091866	554.9062	113.66789	60.6	11.676074	51.539715	115.59055	-56.16528	104000	-4.1007997e-08	1715.9707	-0.0054065557	-268.07263	0.80358773	0.015591957	0.15675	7.0	192.95749354362488
26	224.12416	64.04821	481.79346	97.79971	59.636364	15.2322645	56.612446	121.273636	-60.279778	108000	1.4305114e-08	1196.2242	-0.004521006	-227.2663	0.80176854	0.015976751	0.25325	5.0	200.0098476409912
27	229.89023	79.43773	479.93033	65.23816	64.36066	9.546456	56.20667	125.05861	-54.783745	112000	1.5497208e-09	1281.0206	-0.005585173	-211.42615	0.80053324	0.015730193	0.181	6.0	206.99522709846497
28	231.5338	73.474495	410.38232	82.03385	67.305084	12.327346	57.30066	129.04384	-71.200874	116000	-4.1723253e-10	1496.342	-0.007190134	-401.07617	0.79891413	0.015071224	0.194	5.0	214.04155445098877
29	234.87912	74.73143	431.94226	92.92759	70.21429	8.95068	59.955864	132.91444	-85.8813	120000	-1.0490417e-08	1189.0725	-0.0061595426	-272.90094	0.7973866	0.018355029	0.1845	5.0	221.0694375038147
30	264.21033	77.75509	461.06052	111.67221	68.01724	15.398371	63.328053	136.52444	-67.764084	124000	4.529953e-09	1536.157	-0.0050414447	-242.44385	0.7957456	0.016159879	0.15625	6.0	228.13948035240173
31	256.7623	95.258934	556.63654	105.35558	72.05454	15.476707	62.789207	141.23582	-65.51495	128000	9.6559525e-09	1550.8665	-0.0055800085	-288.3761	0.7937727	0.017233983	0.2175	5.0	235.2508683204651
32	292.9499	106.42984	540.7458	48.08519	90.906975	12.7732725	65.25963	145.71559	-73.578094	132000	4.172325e-09	2400.8184	-0.016616572	-676.437	0.79236704	0.0132336	0.1645	79.0	242.74741291999817
33	309.05185	124.88138	750.9861	86.99951	96.12195	18.732035	67.85576	151.30095	-80.65603	136000	2.3841857e-09	2454.0986	-0.004436928	-560.7942	0.7731887	0.017021429	0.22975	5.0	249.75341296195984
34	297.1746	134.65524	673.26154	100.51197	92.72093	19.713102	76.18361	157.61882	-81.77299	140000	1.6629697e-08	2563.248	-0.005216171	-478.45874	0.77255183	0.019968688	0.22875	4.0	256.85082483291626
35	326.6762	109.14992	662.0318	87.3426	98.975	24.80974	74.99056	162.33885	-85.326836	144000	-2.3841857e-09	2105.5217	-0.0033701903	-455.8036	0.7717133	0.01611492	0.19375	4.0	263.780255317688
36	328.4938	94.99977	512.8874	139.09584	98.125	25.57887	76.441345	167.03743	-91.92527	148000	-1.2218952e-08	2012.0308	-0.010631881	-383.1698	0.77071047	0.015188606	0.17575	17.0	271.07477283477783
37	292.7607	86.76154	531.68097	138.53587	99.95	16.082466	76.30611	171.87164	-82.10504	152000	-1.001358e-08	1174.8823	-0.004124378	-307.37817	0.76926696	0.01551489	0.16625	5.0	278.08055210113525
38	354.2431	109.40138	672.44727	177.43169	110.27778	22.718813	77.15955	174.7001	-71.41372	156000	1.0490417e-08	2244.3584	-0.004978424	-421.69812	0.7691847	0.017355412	0.22025	6.0	285.0606632232666
39	364.69577	139.73221	723.53424	106.110664	108.72222	36.348095	85.42015	181.13013	-97.331665	160000	2.1457671e-09	3177.1748	-0.016651796	-824.94653	0.7685314	0.013651302	0.15525	79.0	292.8084828853607
40	392.5936	174.57771	1043.0868	192.9999	112.14286	37.241405	84.75722	186.98923	-114.27123	164000	2.8133393e-08	4127.3047	-0.0041584065	-1108.0457	0.75218296	0.018677987	0.21925	5.0	299.8064618110657
41	394.67334	114.062744	605.58496	135.37581	119.63636	52.955563	91.602196	193.98973	-87.674034	168000	5.722046e-09	2718.2356	-0.0043036104	-752.19885	0.75182545	0.017900763	0.20275	5.0	306.987624168396
42	419.83795	143.42659	716.00714	193.47844	126.29032	44.16932	81.6352	198.32779	-95.74617	172000	2.503395e-08	2984.5027	-0.0036743043	-958.2875	0.7514255	0.017319959	0.18225	4.0	313.9554588794708
43	397.71722	113.884254	714.8198	178.76617	116.82353	49.473526	89.47483	203.35477	-75.46348	176000	1.2874604e-08	1982.2767	-0.019213522	-472.66785	0.75088954	0.0138961645	0.15425	79.0	321.4467704296112
44	453.64682	131.56027	745.5029	242.6038	126.870964	51.717445	91.09934	207.2175	-97.041824	180000	-1.6689301e-09	3316.9106	-0.008402624	-1212.1279	0.7357302	0.015089063	0.16525	16.0	328.52798318862915
45	523.1548	153.76987	941.40546	322.1781	135.10345	59.489048	95.693405	213.88507	-91.480606	184000	-1.66893e-08	4811.548	-0.004461017	-1242.1912	0.7347313	0.015755175	0.1485	6.0	335.52957916259766
46	538.0038	219.68898	1261.0947	214.8729	163.29167	70.42384	98.50817	222.77246	-133.06844	188000	5.9604643e-10	4882.622	-0.017575338	-1095.133	0.734305	0.011351005	0.17275	79.0	343.1770730018616
47	620.21857	152.74657	1021.7925	377.2191	180.80952	83.18927	103.72668	229.18164	-83.85844	192000	1.7881394e-08	3446.9453	-0.016247112	-581.4341	0.73189086	0.015022436	0.152	63.0	350.5726089477539
48	582.8902	259.25885	1216.7358	139.2865	179.68182	72.79276	108.79292	235.47585	-137.37003	196000	1.001358e-08	5553.4854	-0.0049309195	-1073.7725	0.73536617	0.015620897	0.163	5.0	357.59960651397705
49	513.2901	173.41415	800.8982	127.89732	172.39131	67.5913	117.82954	242.93925	-115.10167	200000	7.2717667e-09	3942.3818	-0.01809324	-1251.7114	0.73527044	0.014690365	0.1715	79.0	365.04373955726624
50	691.2339	291.0911	1523.8574	316.02716	198.45	68.019905	115.05857	247.84836	-119.60341	204000	-2.2649764e-09	7698.179	-0.00357351	-2242.3423	0.7202802	0.017036395	0.20525	4.0	372.3856871128082
51	687.6405	245.47029	1394.2765	321.32733	198.94737	79.58458	120.28008	255.7609	-117.09992	208000	2.6941299e-08	7171.2964	-0.018917354	-1363.2783	0.7198944	0.012457671	0.16225	79.0	379.84449887275696
52	627.1168	308.02466	1414.0432	135.65161	215.83333	87.96619	132.50365	263.9017	-108.23149	212000	-1.3351441e-08	5778.351	-0.018311862	-1040.5967	0.70443755	0.015023032	0.158	68.0	387.2969546318054
53	718.15784	310.11533	1519.1571	220.79906	190.04762	87.21913	136.71233	270.5862	-118.82734	216000	9.417534e-09	6928.1465	-0.017648028	-1482.3779	0.69658893	0.01524	0.15025	70.0	394.6649343967438
54	1126.2281	463.91794	2099.9631	379.73672	266.2143	137.05215	134.54791	278.56583	-129.00931	220000	9.059906e-09	25846.426	-0.015352706	-5081.492	0.6860086	0.0150013	0.11825	47.0	401.92259764671326
55	974.0681	381.1999	1951.2834	454.21164	228.5625	132.26562	146.56949	295.93442	-146.9371	224000	-7.987023e-09	16411.387	-0.01677336	-1747.7158	0.6834966	0.015055048	0.151	67.0	409.275114774704
56	1182.2198	424.833	2251.6309	714.50183	300.69232	172.58195	132.95938	306.00467	-103.84251	228000	1.0371208e-08	8810.486	-0.019478336	-1536.8125	0.6748854	0.015022605	0.14375	79.0	416.7864739894867
57	1275.1798	521.3858	2427.8367	641.31433	262.26666	163.11012	148.2887	313.45905	-136.17429	232000	-1.9371509e-09	29845.63	-0.010003541	-4515.787	0.674233	0.016622152	0.1665	12.0	423.8256335258484
58	1532.6508	998.3798	4269.187	399.35083	321.91666	194.76257	143.33955	325.6281	-124.604935	236000	-1.9669534e-08	27187.65	-0.014631172	-4496.9805	0.6719075	0.015387862	0.1575	25.0	430.9510643482208
59	1314.6293	710.3722	2560.4827	455.13583	298.5	216.30106	142.26974	337.01538	-95.2689	240000	2.7656554e-08	19522.578	-0.016376406	-2229.0176	0.6692179	0.015064161	0.14125	50.0	438.23216676712036
60	1382.8142	843.73285	3455.6821	459.8726	351.6	172.63553	166.69666	345.0403	-139.62093	244000	-7.390976e-09	30176.584	-0.019098558	-3573.418	0.66888994	0.015042873	0.15625	66.0	445.73542952537537
61	1357.9883	536.62244	2493.1897	701.8132	395.55554	144.58028	163.86774	351.9353	-141.26018	248000	9.894371e-09	12509.979	-0.010911433	-3171.4258	0.6555884	0.016269382	0.168	12.0	453.125935792923
62	2693.4746	1343.2476	4758.586	1162.765	523.2857	230.81007	138.10452	355.687	-138.62933	252000	3.349781e-08	37438.594	-0.018800797	-12587.381	0.65434587	0.015059534	0.1535	58.0	460.51735496520996
63	1833.8901	1121.9519	4213.815	743.5021	393.66666	286.5439	116.61218	364.52686	-104.53571	256000	-1.168251e-08	34777.977	-0.0052234815	-6370.416	0.6558067	0.016466651	0.159	5.0	467.59456038475037
64	2076.2097	1150.2673	4763.6714	898.2621	498.7143	250.93616	158.63017	373.13303	-138.8625	260000	3.3736228e-08	20482.86	-0.022653686	-3496.9043	0.65569437	0.011079502	0.1755	79.0	475.1796364784241
65	2037.7092	1147.3225	4411.308	982.96594	419.0	285.92966	138.54503	378.38943	-124.30897	264000	-8.106232e-09	18557.77	-0.004083389	-2762.6602	0.6399806	0.01721362	0.173	5.0	482.16394901275635
66	3060.5718	1717.1196	5584.107	1049.9578	544.8571	285.67963	131.3569	382.70007	-115.337204	268000	5.841255e-09	61212.293	-0.0082304375	-6150.172	0.63925385	0.015069166	0.14225	11.0	489.10626316070557
67	4640.7974	1905.2981	6173.5146	946.53436	786.0	320.02084	105.20072	394.5517	-65.306595	272000	4.053116e-09	48544.09	-0.012899047	-8502.344	0.6379871	0.0150267845	0.145	27.0	496.2488462924957
68	2856.602	1849.48	5938.474	935.6839	537.8571	324.16418	122.29217	405.9863	-109.94022	276000	1.3530254e-08	46809.973	-0.0038931428	-4018.8867	0.63584155	0.01801608	0.24925	4.0	503.29997658729553
69	3251.7278	1474.1393	6264.189	1248.344	532.1429	341.75653	124.841705	412.8771	-102.92527	280000	5.8054923e-08	47151.984	-0.017427236	-3542.6562	0.6355333	0.015007931	0.1245	56.0	510.59451174736023
