Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
26	-6.7314973	118.345245	163.44347	-292.56467	734.57874	0.0	734.57874	734.57874	152.60869	1000.0	103999	4857.729	2005.7888	7022.3813	-1353.7281	-4995.3257	32542.936	903.7184069156647
27	-55.733253	190.44997	149.24457	-507.62814	189.26376	0.0	189.26376	189.26376	392.63635	174.0	107999	4919.1294	2002.752	7153.3394	-1278.5516	-5052.246	38227.516	941.1457159519196
28	128.79416	312.52863	590.4866	-568.5292	-341.24612	0.0	-341.24612	-341.24612	481.0	636.0	111999	5009.511	1986.6956	7375.5635	-1051.0588	-5144.58	36217.793	986.2383615970612
29	-931.4066	516.2464	-159.17345	-1606.8142	16.679798	1.9073486e-06	16.6798	16.6798	839.5	1000.0	115999	5178.994	2004.3721	7478.9575	-1406.7241	-5322.608	36503.312	1038.628589630127
30	3.9880462	230.27454	370.7332	-670.59216	46.187687	0.0	46.187687	46.187687	314.0	286.0	119999	5346.666	2043.7142	7596.898	-1475.423	-5482.9546	37208.33	1076.7757406234741
31	-125.87162	342.56247	135.5496	-764.5935	173.75137	0.0	173.75137	173.75137	384.77777	321.0	123999	5278.9307	1977.8505	7672.2144	-1344.8179	-5404.927	36778.305	1117.281432390213
32	-477.0714	146.3812	-264.8586	-661.0646	-269.92365	0.0	-269.92365	-269.92365	692.3333	1000.0	127999	5263.321	1937.5831	7235.573	-1233.8534	-5394.3066	36327.07	1169.8228180408478
33	-124.52793	147.08029	103.34868	-312.5675	-730.15564	6.1035156e-05	-730.1556	-730.1556	870.6	1000.0	131999	5246.0015	1879.8693	7274.5195	-1634.6615	-5368.6167	33614.727	1221.7010316848755
34	-409.78595	271.87344	43.56454	-778.5897	-204.17294	0.0	-204.17294	-204.17294	423.9	347.0	135999	5149.0273	1805.4126	7255.9497	-2114.079	-5264.888	34031.926	1263.4554088115692
35	42.95035	198.5749	263.65704	-1030.237	197.3602	1.5258789e-05	197.36018	197.36018	124.21875	95.0	139999	5042.8647	1751.0444	7145.984	-1561.3162	-5158.444	30043.348	1301.3353326320648
36	202.15991	246.6448	958.52423	-104.99854	86.94459	0.0	86.94459	86.94459	156.40909	52.0	143999	5005.679	1787.3184	7057.18	-1670.5865	-5122.595	29937.363	1336.782081604004
37	-93.526054	424.107	584.11	-935.78705	-76.741684	0.0	-76.741684	-76.741684	373.66666	242.0	147999	4942.155	1756.599	6990.354	-1199.3813	-5055.346	28838.943	1374.9530236721039
38	-402.8255	511.06827	191.95395	-1601.2433	-770.62195	6.1035156e-05	-770.6219	-770.6219	390.77777	1000.0	151999	4867.5796	1713.5243	6619.7676	-1533.8829	-4975.726	28716.371	1428.1615443229675
39	179.38828	127.321465	382.03528	-8.998229	-222.16577	0.0	-222.16577	-222.16577	459.875	427.0	155999	4816.3916	1653.4303	6571.346	-1235.1731	-4922.0376	26081.12	1470.3714799880981
40	-183.93665	606.1904	317.0302	-1567.361	-21.11443	1.9073486e-06	-21.114431	-21.114431	619.125	163.0	159999	4766.9023	1596.6382	6482.9023	-1369.761	-4867.871	27014.8	1507.3730409145355
41	-528.01385	540.1258	158.15201	-1182.617	-109.9979	7.6293945e-06	-109.997894	-109.997894	544.5	74.0	163999	4692.369	1544.4661	6274.5195	-1583.4939	-4789.258	24626.367	1544.2224397659302
42	-521.0228	456.7386	79.3917	-1484.5444	29.892115	1.9073486e-06	29.892113	29.892113	380.41666	45.0	167999	4650.4976	1517.081	6375.6904	-908.03973	-4746.974	24205.03	1579.215891122818
43	-245.2262	325.7705	104.98987	-1299.499	-373.188	0.0	-373.188	-373.188	206.21053	182.0	171999	4588.268	1473.9457	6183.0757	-1376.3862	-4680.9214	25549.004	1618.41020154953
44	-542.1705	689.1174	100.99033	-2322.1448	145.07776	0.0	145.07776	145.07776	361.81818	166.0	175999	4548.2554	1443.5967	6115.796	-1200.5352	-4642.0244	23875.377	1657.3377151489258
45	-459.80267	723.7753	181.09958	-2260.065	-1108.8644	0.0	-1108.8644	-1108.8644	422.8	1000.0	179999	4414.8477	1386.7809	5910.886	-1551.5994	-4497.232	22120.08	1709.8046152591705
46	-410.26184	553.48535	214.79813	-1268.6387	-380.21045	0.0	-380.21045	-380.21045	405.875	389.0	183999	4185.044	1284.6819	5578.0312	-1558.9901	-4258.571	20289.805	1751.6220664978027
47	-211.03557	262.5077	41.940018	-857.4005	48.20153	0.0	48.20153	48.20153	429.0	52.0	187999	3955.1182	1200.7201	5235.4224	-1804.2164	-4024.9834	17955.088	1787.8567860126495
48	-36.127533	213.53531	115.83823	-676.3624	-22.715664	0.0	-22.715664	-22.715664	114.13158	74.0	191999	3770.0903	1138.3087	5035.509	-1260.6674	-3841.686	18028.871	1824.2270538806915
49	-616.65063	568.2261	90.28951	-1735.9001	-209.10849	0.0	-209.10849	-209.10849	256.375	120.0	195999	3804.3708	1170.1719	5293.9634	-1171.4512	-3887.7456	17930.088	1861.7077770233154
50	-973.4171	931.9545	-36.491585	-3383.991	-2571.7153	0.00024414062	-2571.7156	-2571.7156	401.6	1000.0	199999	3783.2087	1150.8381	5378.809	-1183.9968	-3855.3794	16880.65	1915.0410315990448
