Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	131.62192	25.582893	224.43782	91.96468	225.9244	0.0	225.9244	225.9244	20.233503	55.0	3999	52.906063	70.9511	307.39853	-32.915756	-63.67553	11.334281	21.322072744369507
2	139.19023	31.01652	244.93636	93.13182	54.89267	0.0	54.89267	54.89267	20.690722	15.0	7999	589.1419	489.47464	1722.6605	-328.88785	-685.26776	211.56401	45.42220759391785
3	95.01131	40.620235	233.71153	-22.149122	58.98824	0.0	58.98824	58.98824	17.185345	15.0	11999	1873.0414	1293.6891	7210.085	-1421.2347	-2109.2534	7973.2837	72.94087529182434
4	57.626682	5.6170845	84.505936	54.47592	86.57988	7.6293945e-06	86.57987	86.57987	15.139623	20.0	15999	744.7916	1155.2201	4379.98	-1188.7451	-719.0932	3710.7234	100.54962849617004
5	101.63395	12.219138	139.89389	-1.3278604	89.2136	7.6293945e-06	89.21359	89.21359	21.435484	23.0	19999	456.23953	441.53452	2598.8044	-379.2675	-525.80963	1101.5797	126.74407482147217
6	94.18374	100.304085	314.2468	-648.7251	185.80733	1.5258789e-05	185.80731	185.80731	42.731182	57.0	23999	659.1262	743.9138	2563.2466	-549.23016	-770.4363	1360.598	154.82393503189087
7	558.48303	516.6573	1570.3434	-304.98047	514.4166	0.0	514.4166	514.4166	228.9375	227.0	27999	903.1763	906.6045	2763.2832	-325.11383	-1024.4225	1216.2936	186.5607078075409
8	220.6629	232.7489	1068.7428	-86.6119	95.290054	0.0	95.290054	95.290054	197.81818	70.0	31999	1244.3126	1076.6603	3356.1572	-349.38953	-1370.2479	2540.9207	214.72887253761292
9	227.4086	134.63535	703.60596	-102.81143	147.1999	1.5258789e-05	147.19989	147.19989	76.35294	108.0	35999	1486.4758	1264.33	3607.9006	-311.90308	-1619.0126	3486.1064	243.39384603500366
10	200.20938	256.25488	483.62396	-517.7478	-42.763573	0.0	-42.763573	-42.763573	238.88235	252.0	39999	1745.0925	1408.37	4714.52	-392.75934	-1884.0847	4511.968	274.6316304206848
11	239.40295	138.94116	455.9509	-168.88841	129.1431	1.5258789e-05	129.14311	129.14311	140.17857	202.0	43999	1989.1221	1483.3748	4840.023	-471.874	-2123.5508	6203.7495	304.6366379261017
12	-53.151894	190.93413	88.07984	-649.7213	-1248.2119	0.0	-1248.2119	-1248.2119	184.63637	638.0	47999	2277.79	1589.2216	5114.0435	-628.61725	-2424.483	8402.386	343.2432954311371
13	41.78405	162.53233	342.58322	-398.31854	-1132.5836	0.00012207031	-1132.5835	-1132.5835	241.26666	1000.0	51999	2622.5122	1698.8859	4952.809	-713.7805	-2771.716	11698.63	386.7948818206787
14	98.93613	406.39374	1201.178	-1434.2113	175.38622	0.0	175.38622	175.38622	194.13637	117.0	55999	2915.8218	1775.4609	5245.7944	-903.6104	-3068.8054	13560.438	416.950252532959
15	245.03378	217.96835	639.7533	40.198315	295.0998	0.0	295.0998	295.0998	310.9091	161.0	59999	3168.3345	1842.7361	5391.895	-1046.1838	-3317.759	16061.48	448.4542896747589
16	417.47205	437.9693	1360.677	13.924116	590.7586	6.1035156e-05	590.75854	590.75854	429.18182	1000.0	63999	3334.4275	1839.904	5494.565	-974.38776	-3475.6438	16378.189	494.177433013916
17	-22.33715	359.3325	594.12146	-666.7598	200.53246	0.0	200.53246	200.53246	499.0	75.0	67999	3526.145	1865.8445	6424.5757	-852.28625	-3674.022	17047.346	526.091686964035
18	355.39578	269.2852	752.90247	39.03017	175.0635	1.5258789e-05	175.06352	175.06352	495.25	1000.0	71999	3787.5488	1938.6632	6486.4766	-765.38495	-3938.2114	20814.346	574.6866321563721
19	-31.885027	196.96907	320.3639	-294.815	86.90127	7.6293945e-06	86.901276	86.901276	552.0	167.0	75999	4061.4226	1979.2067	6270.436	-831.3844	-4210.508	21867.012	609.1968042850494
20	-182.00262	306.63177	135.03291	-708.51276	-287.31152	0.0	-287.31152	-287.31152	433.33334	455.0	79999	4230.0215	1962.788	6470.905	-1044.9034	-4369.213	23307.94	649.0158321857452
21	-526.6945	392.6464	-155.24037	-1310.0509	1131.3723	0.0	1131.3723	1131.3723	753.0	1000.0	83999	4320.887	1946.3861	6554.3076	-877.6939	-4458.433	25177.943	699.1245393753052
22	900.21533	559.9345	1468.19	256.76703	466.9857	0.0	466.9857	466.9857	842.25	373.0	87999	4405.7285	1935.444	6608.868	-861.98456	-4540.376	25874.322	738.633026599884
23	-59.092598	384.84448	486.64432	-1258.514	75.86512	0.0	75.86512	75.86512	277.875	32.0	91999	4555.983	1936.2013	6480.3633	-938.7686	-4696.318	25252.232	773.8925552368164
24	-230.47784	476.48972	204.66655	-1198.1174	151.40305	1.5258789e-05	151.40303	151.40303	367.66666	154.0	95999	4692.522	1958.3801	6634.285	-822.5886	-4831.294	29696.928	810.5508580207825
25	-32.87906	219.51915	660.1179	-770.08856	-410.33163	3.0517578e-05	-410.33167	-410.33167	114.083336	494.0	99999	4766.596	1966.1293	6862.885	-1555.541	-4903.864	32438.645	852.9737160205841
