Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
1	134.65604	30.08209	254.58656	93.90655	135.76016	1.5258789e-05	135.76018	135.76018	20.387754	33.0	3999	37.39057	65.643814	287.6243	-32.60415	37.39588	65.643715	286.6476	-32.82569	2.952359	3.6740837	19.077	-13.451623	-43.780113	17.710814	36.76526713371277
2	137.26315	35.354546	371.35666	59.426895	71.76873	0.0	71.76873	71.76873	20.487179	15.0	7999	179.3162	183.13518	834.2793	-85.22374	179.31996	183.13191	828.8303	-78.27326	8.846631	4.532566	29.955929	-13.58557	-216.97415	119.93301	89.7606611251831
3	99.029015	38.9418	222.37546	29.306627	105.52671	0.0	105.52671	105.52671	18.632559	20.0	11999	1485.7643	1016.8157	5502.2236	-3487.6948	1485.7651	1016.70135	5913.273	-4669.1367	16.997187	5.4874606	130.74287	-7.5474067	-1692.9211	11517.826	135.4664602279663
4	115.95966	66.643036	277.61176	-423.72522	189.12875	0.0	189.12875	189.12875	36.605503	36.0	15999	1647.6768	1215.7179	5237.8613	-1147.4061	1647.7334	1215.3171	5566.566	-1166.6854	16.054436	9.529603	212.29659	-9.709711	-1788.3567	19720.486	180.73813796043396
5	180.70609	48.806404	357.2175	84.8585	573.7353	0.0	573.7353	573.7353	39.536587	281.0	19999	1772.2178	1340.1456	3685.9277	-763.15283	1772.1986	1340.0184	3689.9893	-710.4384	14.030409	7.066425	66.0989	-8.478245	-1921.1598	10628.336	231.83278942108154
6	629.0396	266.55716	1053.1622	249.34142	16717.654	0.0	16717.654	16717.654	663.8333	5696.0	23999	1721.8986	1303.9547	3488.938	-427.0094	1721.8752	1303.915	3515.092	-406.45267	12.448933	6.3282547	86.87035	-7.335244	-1845.813	4693.8267	378.05408453941345
7	1674.0151	266.02106	2155.373	1288.4474	8818.828	0.0	8818.828	8818.828	729.5	3266.0	27999	1697.7883	1194.8987	3285.08	-292.16623	1697.7861	1194.8965	3290.6375	-304.85684	10.937821	5.5041695	57.976135	-10.613258	-1799.5273	4091.0247	482.02353024482727
8	1184.7958	409.62186	1912.0416	665.18616	335.1048	3.0517578e-05	335.10483	335.10483	466.75	200.0	31999	1657.9908	1123.1187	3050.535	-297.49042	1658.0076	1123.07	3056.1072	-254.87253	9.901116	5.1565633	57.017853	-11.856103	-1745.372	3642.1052	531.9526574611664
9	591.46985	265.85764	1416.9476	372.13083	383.64453	0.0	383.64453	383.64453	171.48148	75.0	35999	1661.7439	1071.659	2960.217	-295.49966	1661.7571	1071.6211	2941.1963	-261.07736	9.414051	5.1776648	54.235832	-10.06917	-1741.0934	3257.5623	575.4351983070374
10	459.23236	168.78986	1006.8535	145.13718	1096.2859	0.0	1096.2859	1096.2859	104.76316	617.0	39999	1595.6765	1015.61957	2828.2732	-250.82237	1595.7008	1015.61365	2810.2063	-198.7911	8.892919	5.0697155	61.00223	-9.514495	-1665.861	3335.9194	635.27721118927
