Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	-28.365608	15.509139	14.8771515	-77.25779	-40.26503	18.444477	-7.9879727	-70.59945	15.397683	19.2	3999	7.5730824	23.423893	80.872375	-48.177593	-12.907866	5.0695887	22.347853422164917
2	-27.9047	15.504757	8.725295	-100.00471	-27.046642	89.12027	150.72734	-231.50348	15.109434	46.8	7999	7.958079	33.354675	134.55478	-37.997734	-12.984019	4.4814243	49.936529874801636
3	-32.300003	68.81208	206.29219	-709.55634	-16.116026	35.601837	65.098885	-58.035072	26.707483	69.6	11999	10.387911	50.246204	222.14351	-43.440125	-17.526539	7.3764634	78.20415353775024
4	125.33498	149.79593	614.46356	-111.79995	451.15594	473.02594	1108.7766	-67.19819	174.8	451.1	15999	53.59764	91.15768	310.02768	-48.384335	-63.313942	19.353952	114.16949987411499
5	134.73871	213.2909	661.1965	-223.5291	124.624	161.03146	397.40982	-52.143826	205.95454	132.8	19999	119.42245	134.18546	423.31686	-50.717392	-133.01231	47.188015	144.3681662082672
6	410.86188	717.456	2520.3499	-261.22223	-109.48079	130.95612	35.112434	-349.96155	281.0	186.1	23999	204.11581	173.77008	565.87494	-91.28732	-221.82643	94.12143	174.275053024292
7	356.11597	707.1035	2201.4138	-466.56567	1262.748	579.47174	1904.2834	289.72482	408.3	848.4	27999	329.18817	224.12274	780.2725	-98.618996	-351.17484	182.19919	216.56447291374207
8	1058.473	939.06226	2311.0784	1.8634892	370.71576	519.4015	961.6682	-560.7561	613.8	500.8	31999	453.33813	268.79233	941.84753	-138.6425	-477.4767	262.65994	252.43185901641846
9	212.90936	699.87744	1566.5815	-916.8473	746.2175	443.6397	1372.8066	0.79669964	377.9091	768.0	35999	588.8409	290.0088	1062.6097	-141.78276	-615.78314	438.53543	292.79382705688477
10	1109.646	667.44806	1843.4806	90.16541	918.6251	485.8865	1241.0349	-442.31332	851.4	943.1	39999	712.7624	329.4558	1191.1008	-148.15448	-741.1901	667.8494	335.11872911453247
11	375.313	451.54068	1237.5405	-76.16072	-264.69858	501.38586	1074.2595	-827.7713	528.4286	1000.0	43999	810.7273	348.30737	1235.7444	-226.26697	-839.02325	770.4995	377.3871228694916
12	224.26471	515.7737	1528.1893	-366.5571	-67.564026	68.503426	32.746582	-174.7177	439.72726	55.0	47999	889.4388	353.71365	1341.3289	-296.3945	-918.2353	873.8411	405.61091709136963
13	2.3371248	212.0374	728.4393	-545.8455	-141.68427	98.482994	-33.7083	-323.20636	122.71875	169.1	51999	949.63104	360.0961	1453.5115	-264.07727	-978.31915	1071.9292	435.5911750793457
14	-182.87032	301.00113	162.68108	-1323.1056	60.66497	59.20375	138.09981	-28.427942	224.11111	104.0	55999	1011.30273	381.91693	1501.7394	-391.01114	-1041.4485	1135.5309	465.9115037918091
15	-24.952593	192.37346	469.66495	-436.12436	-16.249502	399.6704	1080.4441	-497.0997	213.22223	444.2	59999	1068.3785	390.6631	1507.1611	-297.15207	-1098.2418	1344.6511	502.16422390937805
16	231.77283	356.12393	835.22595	-229.64505	358.5191	387.04828	1090.0874	-85.914375	505.25	559.6	63999	1122.0719	383.5965	1693.189	-295.6263	-1152.366	1438.489	541.8724822998047
17	144.68959	212.79974	535.35614	-171.60626	1.5017884	87.250534	165.38875	-149.48758	310.23077	165.9	67999	1179.824	395.1791	2089.1702	-555.5919	-1209.6895	1626.4597	575.6419513225555
18	51.480835	200.81514	546.17126	-285.13577	234.72026	198.34413	516.99976	-143.95079	232.1875	502.6	71999	1245.5342	408.76825	1924.1918	-750.789	-1276.9113	1830.5107	615.1502959728241
19	769.55225	646.9535	1810.4463	112.68688	1292.9989	486.1063	1806.5796	-56.49534	667.5	911.9	75999	1305.5741	412.7483	1873.6986	-416.76358	-1336.9583	1888.5258	662.6657032966614
