Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
1	52.750706	81.42107	355.7822	-154.98808	87.98082	60.648067	157.44214	-21.61822	15.426356	14.7	3999	19.562162	32.6616	205.26445	-59.022312	19.55673	32.705486	205.746	-60.60515	-32.676613	37.498547	42.16939973831177
2	34.388817	89.18454	301.77942	-178.04764	36.16649	65.06445	128.67989	-72.15982	15.614786	13.6	7999	246.4682	205.65988	1079.3763	-152.00653	246.46988	205.72841	1079.41	-158.57953	-342.05505	686.9691	97.96477818489075
3	43.36678	71.67525	209.6375	-158.01122	81.205795	58.101696	147.48666	-62.178036	14.788889	17.3	11999	1120.8488	825.7406	3906.57	-3208.0283	1120.8665	825.97736	5101.0947	-3063.213	-1416.9958	16739.842	134.27355480194092
4	82.9631	279.62662	1718.56	-356.27908	194.39478	164.14278	449.16052	-134.76488	36.045044	52.6	15999	955.64703	912.42615	3232.3916	-1137.6329	955.7309	912.6079	3283.484	-1090.5942	-1059.5258	12856.164	176.41840314865112
5	-157.97502	496.83078	431.4718	-1947.416	-173.70163	324.1795	369.82816	-655.56104	128.70967	105.5	19999	900.1872	947.13257	3088.72	-792.47955	900.147	947.2066	3132.6345	-718.72656	-1032.6738	7747.159	214.46420407295227
6	-417.75015	432.18155	393.39987	-1203.995	-263.3178	340.7066	193.8925	-1108.1093	157.04167	163.3	23999	1044.7737	990.73535	3148.4094	-513.8657	1044.7181	990.7692	3151.5442	-524.44507	-1180.4148	7870.293	271.76555919647217
7	-471.0277	728.3664	266.25598	-2189.3015	177.59818	179.53784	534.4533	-20.588816	289.15384	150.6	27999	1124.514	1023.06335	3048.2524	-375.92148	1124.6212	1022.9528	3068.4702	-456.43164	-1246.5074	6603.3916	323.7461311817169
8	692.2495	894.0975	2754.9517	-152.922	4204.5283	3641.1436	12091.282	563.13354	432.9	622.7	31999	1160.5486	1015.41327	3048.98	-467.44495	1160.6359	1015.31256	3092.775	-545.8435	-1284.8173	6859.0864	381.3337073326111
9	3992.9124	3067.656	9088.001	576.27637	6896.7056	1541.0704	9612.577	5138.222	527.4286	1000.0	35999	1236.0481	998.8743	3054.1787	-485.73782	1236.0697	998.88336	3082.1934	-462.7996	-1347.683	7774.761	436.69296407699585
10	2796.501	2113.764	6829.5664	535.49524	3727.8354	1781.1708	7980.9	1722.9125	613.3333	1000.0	39999	1375.3318	1010.83795	2973.6145	-513.7616	1375.35	1010.8781	3000.1384	-470.07385	-1481.433	9249.778	489.78616738319397
11	2175.1853	1521.8834	5806.953	160.64064	2651.2524	1447.8881	5028.877	459.61285	416.9091	808.6	43999	1455.168	982.5614	2903.7263	-370.92004	1455.1237	982.62823	2897.4148	-415.14764	-1550.4897	9503.459	540.6746065616608
12	1773.09	1831.4998	5684.7666	19.80571	4740.0674	1482.8733	6289.5728	879.7309	347.58334	921.5	47999	1444.481	914.31146	2817.3232	-650.9795	1444.4501	914.39124	2748.2236	-633.69867	-1524.42	8395.852	592.2663493156433
13	3388.3809	1971.206	5753.803	200.6248	1993.7574	893.8245	3087.0818	109.44028	796.4	809.9	51999	1379.7578	836.30237	2568.6511	-834.636	1379.7836	836.32166	2597.102	-888.0335	-1446.781	7586.3394	654.6935296058655
14	2585.1255	1986.4333	5284.7183	162.88736	1281.8333	586.0871	2456.447	580.3509	492.2857	187.8	55999	1318.3441	770.5708	2434.7212	-521.7128	1318.3776	770.58154	2421.763	-602.8931	-1378.6383	6246.783	698.1381878852844
15	4896.7266	3235.8892	10188.638	357.43582	4992.1787	2250.2698	7084.38	349.05774	647.7143	817.7	59999	1271.2511	716.3394	2290.9705	-654.5294	1271.2821	716.34106	2259.6467	-721.34314	-1327.834	5917.9985	754.7591636180878
16	4652.999	2619.6753	7275.71	318.00894	7013.55	675.5286	7985.9487	6032.573	734.8	1000.0	63999	1237.1357	666.38696	2097.7832	-598.9998	1237.1489	666.4163	2122.692	-629.4576	-1288.4785	4856.555	816.92995429039
17	4221.1816	2642.476	7855.8247	223.82028	3512.1184	926.15216	4745.0327	1590.7316	687.6	864.1	67999	1209.3336	611.141	1964.1354	-455.56586	1209.3499	611.16095	1988.9072	-411.33334	-1257.0471	4740.426	874.3249404430389
18	4011.042	2521.0022	7002.0566	209.22824	6522.9697	892.8161	8184.585	5487.187	683.3333	1000.0	71999	1171.1514	563.8895	1872.4034	-429.16806	1171.1656	563.9186	1935.4023	-453.13504	-1214.6831	4410.8096	935.3706979751587
19	7099.147	704.78357	8292.193	6478.322	8965.519	1337.1882	11901.707	7726.3877	966.0	1000.0	75999	1122.8534	526.19495	1778.5524	-419.6503	1122.8636	526.21	1832.3036	-462.4729	-1160.3477	3899.154	1000.1538290977478
20	4170.704	3711.4824	10694.172	586.0354	1098.5309	559.0999	2494.9224	623.329	453.36365	112.4	79999	1078.3446	490.55594	1695.4751	-451.3131	1078.3617	490.56583	1718.5406	-516.0802	-1112.5162	3530.73	1045.5330486297607
21	3195.6008	4352.112	14550.009	1.4509879	11302.042	856.8652	12425.069	9261.462	274.66666	1000.0	83999	1039.1038	461.82574	1577.1672	-449.46362	1039.1006	461.88257	1620.5781	-454.1528	-1073.947	3597.4336	1109.66024684906
22	12555.093	1386.159	14800.139	11227.995	13248.856	2598.9968	18044.766	10709.3955	929.25	1000.0	87999	1013.58826	437.99277	1539.4167	-300.16284	1013.5856	438.04996	1540.2561	-313.4951	-1045.7296	3364.9524	1169.3692779541016
23	13583.281	1878.5559	15308.892	10570.326	8767.799	4378.4136	14331.599	717.4451	1000.0	822.7	91999	996.86017	419.30893	1452.3976	-312.2148	996.85785	419.3571	1451.7114	-483.448	-1026.51	3250.9097	1226.0314638614655
24	4126.9487	3878.6687	12652.235	412.97934	6067.761	3683.098	14806.271	3076.7908	327.76923	498.5	95999	984.76654	408.68643	1415.6124	-363.00705	984.7624	408.7303	1415.44	-433.4764	-1013.7964	3062.1184	1275.342068195343
25	11882.234	3124.131	16871.453	8250.45	10373.893	3051.7317	13783.825	2227.3567	934.75	918.3	99999	981.5208	398.14047	1367.7239	-302.87076	981.51886	398.18365	1357.6937	-256.2765	-1009.90247	3029.716	1332.9699437618256
26	13058.284	1747.9763	15777.336	10896.739	12148.543	1743.6892	15575.522	9808.883	1000.0	1000.0	103999	985.4345	393.56525	1349.5967	-309.51312	985.43567	393.60837	1347.3591	-289.9518	-1012.7074	2910.9705	1391.2178976535797
27	7136.6826	3846.7957	11009.546	844.44635	11734.749	1244.3363	13559.455	10040.985	600.0	1000.0	107999	993.3295	391.85944	1348.5796	-249.37213	993.334	391.88663	1347.8538	-251.00627	-1021.0997	2847.9883	1450.9879701137543
28	6759.1714	4228.0215	12397.89	1424.9918	10455.815	1810.4187	13981.553	9014.755	561.375	1000.0	111999	1001.32776	388.47186	1348.3253	-255.58951	1001.3308	388.48477	1356.5763	-224.45235	-1027.2103	3168.0547	1510.5545840263367
29	8473.019	3153.3203	10975.599	3065.5857	11525.717	2049.582	16429.768	9509.016	827.25	1000.0	115999	999.4686	384.5852	1336.7206	-254.32736	999.4723	384.6035	1340.0387	-285.97385	-1023.5274	3004.3374	1567.1709327697754
30	11206.035	200.21416	11500.476	10958.447	12774.818	1358.5376	15262.459	11377.923	1000.0	1000.0	119999	999.423	381.72534	1324.2073	-341.62564	999.42224	381.73874	1328.9316	-434.50122	-1022.24603	2876.9973	1625.4904325008392
