Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
10	-28.13586	12.640424	17.358675	-70.43113	12.804487	-25.322523	0.7490806	-11.825691	-25.55359	44000	-1.3113022e-09	72.09341	-0.0097331265	-1.5197983	0.88139236	0.015012963	0.19825	6.0	90.88310694694519
11	-26.999939	14.931623	18.44307	-106.94661	12.951299	-25.78918	1.0220222	1.9932241	-26.011435	48000	1.3232231e-08	95.112854	-0.036366682	-1.6465607	0.8813271	0.013145606	0.20275	79.0	99.26165413856506
12	-28.932037	12.420932	12.980784	-76.68801	12.820513	-25.813921	0.6626142	-16.921835	-26.00368	52000	-1.1920929e-09	74.92284	-0.034702286	-1.5461502	0.8723288	0.009886128	0.1775	79.0	107.62118721008301
13	-27.409319	15.099811	34.39631	-69.05896	13.215232	-26.15559	0.5457587	-15.773257	-26.301052	56000	-4.768372e-10	97.69573	-0.035206467	-0.8800812	0.8671894	0.013231425	0.19275	79.0	116.01558113098145
14	-27.572706	12.407082	10.239963	-84.26222	12.618297	-25.949286	1.2746747	11.623726	-26.169022	60000	1.7881393e-09	67.099304	-0.03757272	-2.95858	0.8614712	0.015056029	0.19475	74.0	124.38958501815796
15	-26.137918	13.100261	23.838612	-65.07458	13.098361	-25.626787	1.8273408	-1.1644778	-26.063683	64000	-1.0728836e-09	77.33235	-0.03620934	-4.1270523	0.8539675	0.013727433	0.1885	79.0	132.7887682914734
16	-26.961561	13.334938	22.809166	-63.637203	12.980519	-25.043278	0.8575348	-10.541582	-25.265047	68000	-7.1525574e-10	76.44535	-0.03019964	-1.9429398	0.8496411	0.01516014	0.18025	47.0	140.96938228607178
17	-26.398369	14.097174	20.346624	-83.907974	12.832797	-25.06073	1.3955026	0.8200415	-25.376781	72000	3.8146974e-09	83.79129	-0.033070706	-2.8522415	0.8390274	0.015099011	0.1705	54.0	149.17028260231018
18	-26.547747	13.685171	12.346015	-77.41602	12.211009	-25.239933	0.88651395	-4.1014943	-25.420229	76000	1.37090685e-08	78.79768	-0.031364948	-0.9270401	0.8373849	0.015012423	0.17825	51.0	157.4304163455963
19	-27.626453	12.753559	22.342302	-68.74726	12.553459	-25.383886	0.7403166	-7.8387685	-25.514227	80000	6.437302e-09	70.28522	-0.039045665	-3.1953888	0.82378453	0.010713501	0.20475	79.0	165.8063724040985
20	-26.180487	12.658173	5.035826	-79.91624	13.022801	-25.246891	1.8346281	5.66313	-25.620907	84000	-1.07288365e-08	77.4424	-0.03923686	-4.899063	0.8148833	0.015028655	0.22025	63.0	173.99073004722595
21	-25.674967	14.027462	30.412243	-61.73677	12.804487	-24.574944	2.0892482	11.515894	-25.091717	88000	-1.4424324e-08	89.02505	-0.017003706	-8.517296	0.80548906	0.015498918	0.18525	15.0	181.90858578681946
22	-26.916616	13.537329	28.74206	-69.4021	12.874193	-24.405128	2.8401616	11.680584	-25.175749	92000	5.9604643e-10	80.384056	-0.020083934	-7.833473	0.8042501	0.015492078	0.138	20.0	189.95959949493408
23	-28.17275	13.266689	14.163372	-92.19463	12.658228	-25.163048	1.318651	-2.7883444	-25.534187	96000	1.2159347e-08	73.61631	-0.03839362	-2.9021606	0.80071265	0.010109027	0.20425	79.0	198.32480835914612
24	-27.561962	11.896213	10.183585	-61.07507	12.436137	-25.997414	0.9087081	13.58556	-26.17321	100000	1.502037e-08	59.59255	-0.008260834	-2.2764168	0.799175	0.015253788	0.19125	5.0	206.24400639533997
25	-26.9821	13.6290455	20.050661	-69.69294	12.378882	-25.473562	0.5679605	-13.961475	-25.622755	104000	-7.390976e-09	74.69786	-0.01913256	-0.7998276	0.79825056	0.015292943	0.16725	20.0	214.31970620155334
26	-27.983232	13.052842	19.754364	-75.58058	12.839229	-25.418543	0.64230454	-14.30271	-25.62645	108000	1.2874604e-08	75.24746	-0.008081704	-2.4093323	0.798025	0.015841078	0.2025	6.0	222.1919767856598
27	-27.997307	13.174881	12.644917	-74.7171	12.71656	-25.41197	1.8019254	-1.352657	-25.950724	112000	2.384186e-10	73.779205	-0.01943748	-4.553665	0.7977591	0.01514487	0.1795	18.0	230.15892028808594
28	-28.111343	12.198162	13.751638	-85.41816	12.442368	-25.963762	1.8117875	-3.774047	-26.467354	116000	1.5854836e-08	64.62769	-0.04058452	-3.181347	0.7962332	0.013387833	0.2045	79.0	238.4857485294342
29	-27.670908	14.090686	17.702217	-73.6953	12.64557	-26.13634	1.3069749	-0.9298871	-26.46543	120000	1.0967255e-08	87.17499	-0.040252216	-5.351021	0.78553855	0.009335231	0.206	79.0	246.8319079875946
30	-28.767109	13.815102	23.033188	-86.06204	12.620254	-25.619442	1.425537	-3.9770353	-26.071157	124000	-3.3378602e-09	87.78444	-0.038526338	-6.7664337	0.78188246	0.01502322	0.2015	65.0	255.10252141952515
31	-27.460876	14.45823	43.501488	-94.68739	12.413043	-25.947939	1.2045763	-8.955868	-26.53213	128000	-4.529953e-09	91.336815	-0.041375976	-7.260895	0.7792232	0.010709732	0.22825	79.0	263.49500370025635
32	-27.890015	13.220982	16.515753	-70.98679	12.409938	-25.044352	3.1644254	17.925362	-26.630634	132000	-4.2915342e-09	78.52895	-0.04049183	-15.813118	0.7734373	0.015097765	0.22225	75.0	271.86871123313904
33	-27.919193	12.774718	24.065287	-63.7164	12.368421	-25.897644	2.3011131	-2.4193537	-27.288826	136000	-7.987023e-09	67.54986	-0.014647577	-7.6996994	0.76629406	0.015713496	0.18625	9.0	279.83368039131165
34	-26.579718	12.497672	2.5224292	-80.65203	12.71656	-25.387009	2.7401	1.2977787	-27.200762	140000	-8.106232e-09	64.48564	-0.020389175	-10.727398	0.76612663	0.015041401	0.17325	18.0	287.83295345306396
35	-27.111328	12.89082	10.165845	-73.40085	12.67619	-24.660528	2.8697112	-0.18666655	-27.555092	144000	7.152557e-09	67.88492	-0.043465625	-13.9280205	0.7644913	0.014791782	0.20025	79.0	296.1959755420685
36	-27.647425	11.846802	7.2933774	-64.422966	12.006024	-25.182598	2.875224	-9.290509	-28.918938	148000	-1.26361845e-08	57.77705	-0.04540472	-14.3867035	0.75165296	0.013640073	0.2105	79.0	304.545779466629
37	-26.236994	12.723334	28.231388	-63.870476	12.33642	-25.224915	2.837083	-8.800239	-29.883726	152000	-1.1444092e-08	56.071884	-0.018585056	-20.793743	0.7486758	0.016122257	0.2005	14.0	312.56930708885193
38	-28.51551	12.376518	6.87738	-62.627125	12.591772	-25.171331	3.9255672	-7.798493	-31.12206	156000	3.5762786e-09	49.64595	-0.020865094	-22.846172	0.7489043	0.015609991	0.16325	16.0	320.66113471984863
39	-26.274971	13.357191	12.362415	-67.7312	12.346749	-25.171246	4.872351	-1.623442	-32.920246	160000	-1.9073487e-09	47.580532	-0.011272246	-24.1793	0.7488585	0.015095888	0.15	6.0	328.58437299728394
40	-26.473072	13.447541	22.269104	-78.466446	12.719746	-24.41515	5.981066	-0.6555419	-34.473843	164000	2.6226044e-09	36.876293	-0.016212625	-17.238796	0.74856085	0.015341737	0.17875	11.0	336.48745799064636
41	-28.654963	13.310906	21.765654	-93.988235	12.605679	-25.712374	6.127203	4.0858836	-35.955338	168000	-2.861023e-09	34.08055	-0.029814329	-13.505613	0.74711126	0.015240493	0.18725	27.0	344.6879644393921
42	-26.403763	12.324776	6.124702	-61.89931	12.4875	-24.781223	6.9105287	-1.1973102	-37.34958	172000	-8.3446505e-10	20.11794	-0.04413749	-8.638654	0.7458742	0.0151036	0.20825	57.0	352.9027247428894
43	-27.459091	12.1662655	12.220691	-61.494167	12.106061	-25.051935	6.501718	-0.38209513	-37.81877	176000	8.5830685e-09	19.15152	-0.050091226	-8.33076	0.73664063	0.014778013	0.2355	79.0	361.3086483478546
44	-27.410053	12.852694	41.59618	-66.68619	12.295384	-25.18636	6.5615582	1.0278503	-38.58499	180000	7.3313715e-09	18.842451	-0.048766624	-7.088686	0.728656	0.0122708725	0.24	79.0	369.8145806789398
45	-28.455322	13.6168785	16.236523	-80.53383	12.327161	-25.490938	6.8628364	0.7295115	-39.31222	184000	1.9073487e-09	19.844824	-0.05230161	-7.862632	0.7174504	0.011124337	0.26425	79.0	378.359824180603
46	-27.114685	13.589889	18.073006	-76.552895	12.49375	-25.38966	7.2933216	2.4914737	-40.058674	188000	3.0994416e-09	20.396824	-0.00990272	-10.066755	0.6964374	0.016355583	0.206	5.0	386.35439014434814
47	-27.690351	12.695492	13.950996	-72.37557	12.295384	-25.429623	7.0259714	3.4056735	-41.38345	192000	-1.1742115e-08	15.419116	-0.044634975	-6.9412546	0.69592494	0.015097243	0.21675	50.0	394.6254150867462
48	-26.892933	12.259316	24.274126	-68.88691	12.223242	-25.102282	7.258148	4.1913276	-41.90411	196000	4.529953e-09	15.865031	-0.040483378	-8.37232	0.69778293	0.015138584	0.21425	47.0	402.9912610054016
49	-27.65382	12.155919	21.486317	-80.73827	12.039157	-25.361614	6.7480516	3.1803398	-42.15548	200000	-1.26361845e-08	17.05963	-0.022695508	-8.309741	0.6991088	0.015337852	0.18425	13.0	411.0454921722412
