Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	-28.372038	14.741892	14.719857	-71.50535	13.07541	0.030415943	0.12763347	0.38196278	-0.39088732	4000	-1.0633469e-07	776.7739	-0.025235252	-362.58646	0.9189432	0.013528713	0.14375	79.0	8.470102310180664
1	-26.965696	13.046002	13.848769	-64.9782	13.235881	-8.072017	2.425976	6.699033	-9.537622	8000	1.835823e-08	377.3738	-0.0255218	-189.84485	0.91254336	0.015008024	0.15975	55.0	16.61832070350647
2	-26.514585	14.05331	20.846752	-67.24925	13.0	-14.782187	1.0472978	6.960019	-15.119408	12000	8.261204e-08	203.06288	-0.018880155	-71.58046	0.9215138	0.015143334	0.1445	27.0	24.69140315055847
3	-28.143703	13.476786	21.942799	-74.22708	13.029316	-18.894243	0.7376194	0.07882067	-19.080826	16000	-5.1110984e-08	131.10191	-0.02961972	-35.60753	0.9191514	0.010317101	0.19425	79.0	33.04678916931152
4	-28.834621	13.657514	24.040554	-98.288925	12.779552	-21.73043	1.4896843	7.882378	-22.025352	20000	-3.9100648e-08	106.789406	-0.029920604	-18.298553	0.9030623	0.013604106	0.17425	79.0	41.44368553161621
5	-27.951601	13.708255	15.676032	-68.55487	12.798077	-23.953426	1.0245816	3.9567277	-24.120657	24000	-2.849102e-08	80.1461	-0.030299671	-4.3719635	0.89456475	0.013315378	0.16125	79.0	49.778698205947876
6	-28.137468	13.469666	22.617502	-78.96179	12.883871	-25.003942	1.1598977	2.647351	-25.223526	28000	-2.3841857e-09	82.04124	-0.029767498	-3.5306854	0.8927385	0.012258816	0.179	79.0	58.16442823410034
7	-27.732868	14.423512	22.449804	-72.73902	12.961039	-25.534988	0.8733439	-5.1326866	-25.726984	32000	7.152557e-09	83.29779	-0.02699815	-2.4662857	0.8891612	0.015006861	0.1485	56.0	66.33621764183044
8	-27.425772	12.660939	26.492716	-66.66556	12.539185	-25.63153	1.104651	-5.3529696	-25.928724	36000	1.6450882e-08	71.882095	-0.03672417	-3.0838776	0.8900469	0.011981613	0.198	79.0	74.61681771278381
9	-26.520876	13.858993	17.125315	-83.835106	12.845659	-25.468988	2.669841	19.492365	-25.896997	40000	4.768372e-10	90.523186	-0.033305697	-8.281357	0.88414234	0.011722523	0.19125	79.0	82.92291903495789
