Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
1	-27.23029	13.967025	17.155857	-89.76276	-30.690155	12.54081	-16.024776	-64.06378	12.657143	13.2	3999	-7.7171907	8.763069	26.254835	-33.221634	-7.7180843	8.769726	25.353481	-33.353455	6.1274195	6.493707	26.170007944107056
2	-28.48852	14.509783	16.203693	-105.25443	-28.631384	18.261478	8.548902	-50.67789	12.868167	12.6	7999	-17.482494	10.514227	36.492195	-54.40273	-17.483627	10.519704	35.915474	-54.55872	15.769305	4.1598253	58.35247993469238
3	-27.411718	14.657835	26.135195	-85.05928	-26.200678	11.213687	0.22177845	-40.888596	13.180921	12.1	11999	-24.107635	9.675016	38.348637	-69.70064	-24.108038	9.680562	37.31122	-69.15884	22.45462	4.1451297	92.07307076454163
4	-24.412905	18.386744	118.735596	-71.84717	-33.228245	18.493584	11.444317	-57.45038	13.933798	14.1	15999	-25.003893	10.297868	61.025227	-73.53219	-25.004278	10.305778	62.85078	-74.0055	23.86365	3.8910387	124.64519262313843
5	-19.12841	29.816925	176.92766	-67.22656	-26.215857	12.604904	-3.0512416	-41.1978	16.40909	16.2	19999	-23.829678	12.742713	82.87916	-69.69969	-23.829908	12.748769	83.95024	-69.48596	22.725197	4.046627	156.1388702392578
6	98.0781	444.22098	2766.1897	-48.016335	35.156036	96.66693	300.76913	-41.59068	52.855263	34.3	23999	-16.889864	25.29553	105.37819	-75.46447	-16.889925	25.296751	103.98345	-74.433464	15.188937	5.3199964	189.27254724502563
7	223.59401	707.8661	3509.5286	-93.19436	377.10733	850.1496	2885.4502	-48.292908	67.73585	91.0	27999	-1.7097511	44.91206	159.23286	-70.050964	-1.7097522	44.912724	157.6403	-71.2678	-0.45114893	8.764412	224.97378659248352
8	335.8782	745.2124	3356.7024	-81.37754	6.8003983	60.800446	135.36217	-69.513916	100.60465	24.5	31999	17.687925	65.56987	249.07315	-77.08028	17.68822	65.56868	251.68234	-79.08231	-20.99095	16.294893	259.98177337646484
9	740.10504	1266.6783	4529.3906	-42.637276	2089.2996	2863.2385	7149.335	-29.109564	164.47826	339.6	35999	40.195034	88.85051	348.7768	-104.57942	40.195236	88.85443	345.53326	-106.578735	-45.022312	29.076643	300.85923528671265
10	2320.3384	4817.358	15110.943	-97.57788	5395.06	4570.289	10046.25	-32.949547	217.05556	606.1	39999	74.87166	123.76426	461.1263	-109.607	74.8719	123.76893	459.9682	-115.2894	-80.47883	52.5835	342.54482316970825
11	4692.6543	6825.6333	19359.646	-35.735115	7137.685	8823.488	18803.523	-105.00169	309.66666	410.9	43999	126.04022	173.14993	607.4497	-98.87596	126.04132	173.15286	603.0077	-104.53173	-133.82013	115.01395	383.23385524749756
