Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
1	133.4654	27.842407	262.12363	92.76798	108.40135	7.6293945e-06	108.40136	108.40136	20.0603	28.0	3999	35.63049	68.62855	293.46588	-35.670044	35.63633	68.62611	293.97922	-33.66972	2.1546755	3.6546187	18.07288	-11.434458	-41.228413	18.75357	37.583030223846436
2	134.99544	29.922281	235.92018	81.79959	88.388504	7.6293945e-06	88.38851	88.38851	20.443878	28.0	7999	151.18301	189.14316	728.7934	-54.179855	151.18272	189.14438	732.3936	-58.109215	7.2106724	4.896219	28.967115	-11.535312	-180.09384	50.697414	88.42201638221741
3	101.1378	35.06564	230.213	57.351425	72.53557	7.6293945e-06	72.53556	72.53556	17.830357	16.0	11999	637.7709	575.056	4128.7725	-469.17453	637.8284	575.0119	4084.257	-403.92014	14.026772	5.6262693	171.2195	-11.88799	-745.36865	3893.222	137.9582929611206
4	88.0651	68.30467	319.78302	-317.46002	660.5102	0.0	660.5102	660.5102	42.575	448.0	15999	1011.37494	840.5882	2329.3188	-420.22977	1011.322	840.5852	2402.0996	-442.26663	12.276763	6.671105	124.75234	-10.112243	-1102.6643	3749.0535	195.87701606750488
5	601.22266	532.07935	2010.2842	167.82072	423.08124	3.0517578e-05	423.08127	423.08127	377.3	399.0	19999	1047.9196	939.5674	2467.5637	-490.7259	1047.8918	939.5804	2462.13	-472.38	9.7229805	5.384911	47.889717	-15.158991	-1143.687	2388.2322	252.19149613380432
6	1261.8867	516.36633	2041.3801	681.09454	677.1397	0.0	677.1397	677.1397	838.4	686.0	23999	1235.8507	1003.26825	2703.308	-297.5417	1235.8462	1003.2423	2696.917	-304.77762	8.47409	5.478728	34.863564	-14.42572	-1326.356	3353.8394	313.41479444503784
7	597.1573	719.8882	2071.472	-231.81726	-30.92545	1.9073486e-06	-30.925447	-30.925447	729.8333	542.0	27999	1369.1191	997.8644	2655.4624	-345.63254	1369.1112	997.8494	2625.3286	-303.15292	8.152706	5.333816	43.03564	-10.956387	-1446.6012	2696.6343	373.98099732398987
8	334.76163	117.79314	700.26227	115.533356	471.35577	3.0517578e-05	471.35574	471.35574	166.44	86.0	31999	1374.0731	944.2687	2713.7798	-224.132	1374.0676	944.2456	2746.1753	-176.61867	8.571369	5.4964995	45.024166	-10.847715	-1441.3468	2688.3384	426.4628155231476
9	608.36835	703.9888	2994.112	175.41197	358.86337	3.0517578e-05	358.8634	358.8634	213.47368	86.0	35999	1292.9435	904.6618	2574.6067	-205.53012	1292.9446	904.57654	2623.322	-194.4289	8.732121	5.5626388	52.88822	-10.41342	-1353.5492	3159.7756	477.3774769306183
10	475.2327	275.9677	1120.7129	159.42522	1002.264	0.0	1002.264	1002.264	115.22581	255.0	39999	1255.6316	841.22296	2359.748	-918.86646	1255.6473	841.1634	2343.795	-1263.7704	9.11892	5.3938932	55.896946	-12.292428	-1308.4296	3618.9927	532.7174906730652
11	3027.4673	744.12213	4276.3906	2338.8762	2056.8984	0.0	2056.8984	2056.8984	920.25	959.0	43999	1200.7306	774.83545	2190.3755	-553.58093	1200.7457	774.7637	2227.4436	-521.17523	8.402748	5.1581345	66.12963	-11.522564	-1244.6145	3220.6865	604.1331334114075
12	647.88904	1099.7858	2288.6877	-766.0172	-414.5777	0.0	-414.5777	-414.5777	1000.0	1000.0	47999	1169.8917	718.68024	2128.1584	-197.71724	1169.8987	718.64984	2185.8503	-176.14958	8.006107	4.7558246	45.19062	-12.013838	-1208.5233	3215.1372	676.1639833450317
13	511.81592	1111.6122	1661.2311	-801.51447	2225.3354	0.0	2225.3354	2225.3354	1000.0	1000.0	51999	1120.0985	653.2765	1926.3116	-402.14667	1120.0854	653.27466	1932.6143	-389.4669	7.9519496	4.677539	55.681442	-10.438802	-1154.0175	2508.1375	743.3696579933167
14	1114.9589	795.831	2414.3826	218.76314	1335.9543	0.0	1335.9543	1335.9543	690.3333	1000.0	55999	1079.2097	583.99695	1827.6162	-601.0169	1079.2163	583.94916	1831.2997	-624.54767	7.299413	4.326329	63.668602	-10.748519	-1108.9518	2464.3647	814.418345451355
15	2338.5547	1205.436	3789.0999	782.6785	1848.0514	0.00012207031	1848.0515	1848.0515	1000.0	1000.0	59999	995.06104	519.8956	1700.2494	-541.0687	995.0776	519.8421	1701.5172	-452.26797	7.244078	4.2487426	61.033707	-10.407134	-1019.93994	2094.7659	886.5381772518158
16	3253.3271	679.4021	4068.9487	2295.6487	3124.8774	0.0	3124.8774	3124.8774	1000.0	1000.0	63999	923.82574	469.63834	1589.6476	-656.3424	923.8314	469.59348	1597.4982	-601.6912	6.981513	4.084629	55.574795	-10.457476	-945.43463	1728.001	956.4736399650574
17	4302.973	1450.4285	6178.4194	2756.3652	3889.343	0.00024414062	3889.3428	3889.3428	1000.0	1000.0	67999	859.75507	424.634	1473.9918	-471.4616	859.7553	424.6187	1475.672	-390.95966	6.965596	4.0598307	41.65092	-10.682915	-879.30023	1577.0775	1028.5001058578491
