Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
1	-25.96454	17.152857	25.676928	-117.75643	-25.294863	18.476913	26.412018	-47.34611	15.732284	20.5	3999	-9.187734	11.48607	44.156788	-37.904274	-9.187499	11.490121	45.160618	-37.7953	-0.32036516	1.904936	8.018469	-11.457451	8.464558	6.484903	46.99583673477173
2	-25.929832	16.832165	30.969887	-95.273575	-27.688221	20.41806	13.616541	-55.261837	15.409266	26.4	7999	-12.816679	17.020512	78.724754	-54.425014	-12.81681	17.021578	81.04379	-54.771553	1.1859165	3.0176704	19.54334	-13.544459	10.413507	5.3132176	105.67002010345459
3	-6.2253594	134.97798	1232.0266	-67.58208	310.783	449.45453	1595.8064	-38.30439	25.769737	197.2	11999	-10.73154	25.061703	112.254196	-56.63748	-10.731255	25.062204	112.569695	-56.349846	0.9773276	2.6661382	40.636124	-12.928271	8.649724	7.459923	169.30723333358765
4	728.26636	1255.5917	4233.3125	-50.366837	954.1537	1039.0486	3560.8562	-21.126566	223.53334	219.4	15999	10.35691	52.166637	180.40846	-58.433178	10.35659	52.167442	179.8279	-60.070496	1.3332886	3.0245037	19.000792	-11.650652	-12.761864	12.645752	235.89052867889404
5	1329.2787	2060.6863	7182.623	-28.531124	318.53558	226.83228	758.7783	49.192608	291.14285	132.7	19999	51.32591	86.55224	261.4891	-58.53466	51.32591	86.55058	261.24832	-59.512714	2.153108	3.5311477	21.485733	-13.0534115	-54.963383	34.650925	296.34469079971313
6	3332.311	2789.7886	8719.844	-35.903114	1128.5701	1590.479	5403.9683	-42.479736	635.1429	303.8	23999	107.58794	121.62334	370.24753	-59.408615	107.58828	121.61928	368.392	-60.63045	2.8944328	3.7028847	25.615973	-12.428995	-112.37227	73.964485	363.1262831687927
7	3836.0034	2914.9177	7371.208	366.27533	3057.1462	4008.6672	9545.259	-31.997044	667.6	363.2	27999	161.35219	149.12236	502.46567	-64.337296	161.35406	149.11966	506.6208	-68.984276	3.6105545	3.7837431	26.558342	-11.353248	-166.927	125.88504	430.46444153785706
8	7351.504	5221.74	16778.004	929.7127	15333.846	4111.3394	19095.56	6943.732	619.1429	980.9	31999	230.99287	192.22472	707.13153	-69.4744	230.99455	192.22595	704.0319	-74.641014	4.4312124	3.8640115	29.873564	-10.424629	-238.28287	197.37862	512.8490777015686
9	8144.8804	7191.3403	19097.299	-214.80669	5702.6294	4738.5186	13838.023	-115.70161	551.0	478.8	35999	343.61963	264.70578	919.7409	-73.22764	343.62292	264.70688	922.2617	-75.58259	5.361789	4.0123234	33.66778	-9.801956	-353.43213	406.4806	585.3032875061035
10	6234.993	6746.51	18722.246	-67.46624	5685.931	5836.8154	18759.623	1424.7489	413.77777	385.2	39999	483.53793	344.70587	1110.7976	-88.78807	483.54257	344.70615	1104.4789	-84.21114	6.032449	4.060478	31.589668	-14.225925	-495.781	704.2569	655.313280582428
