Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	-27.486107	14.2275	35.83171	-71.74798	12.710191	0.033234917	0.12778005	0.37049633	-0.38591218	4000	-1.692772e-08	727.67883	-0.018424446	-344.98785	0.9189432	0.015015653	0.133	34.0	8.292012929916382
1	-28.018751	14.842486	21.77318	-83.59406	13.20861	-8.149647	2.2243142	6.823408	-9.547091	8000	1.07288365e-08	415.60144	-0.02682492	-202.68277	0.9181367	0.013343388	0.1805	79.0	16.710151433944702
2	-27.937084	13.968383	31.779242	-81.40272	13.026058	-15.009573	1.0641698	3.124567	-15.369879	12000	-8.85725e-08	199.28061	-0.027569864	-73.23433	0.91825783	0.014954696	0.15175	79.0	25.11931538581848
3	-27.924004	14.722147	20.479086	-78.21022	12.836013	-19.141855	0.8081113	-3.0462713	-19.361591	16000	6.604195e-08	142.04242	-0.0294264	-33.179863	0.9169152	0.01087714	0.187	79.0	33.611287355422974
4	-29.648556	13.585421	4.621348	-90.103874	12.67619	-22.024925	0.5324004	-12.539316	-22.173534	20000	1.8835069e-08	104.63192	-0.028985152	-14.644798	0.90222937	0.013520938	0.16025	79.0	42.11452579498291
5	-27.978004	14.657327	39.29023	-91.348915	13.039216	-23.976156	1.0817641	-3.4422965	-24.192568	24000	2.1457671e-09	96.939095	-0.0078688	-6.829941	0.90464014	0.015453594	0.22425	6.0	50.22865915298462
6	-27.97908	12.479671	17.818169	-62.700306	12.887096	-25.067972	1.1124898	0.62169164	-25.323238	28000	-1.859665e-08	69.757614	-0.007443506	-2.9319382	0.9044132	0.015155955	0.1665	6.0	58.31954479217529
7	-28.44664	13.326747	20.74398	-88.44431	12.906149	-25.463251	0.7465703	-14.69035	-25.688175	32000	5.4836273e-09	73.521	-0.02910141	-2.2691803	0.90444356	0.013336027	0.15525	79.0	66.8287284374237
8	-27.114477	12.730319	19.397745	-73.02185	13.016287	-25.939966	0.96559304	-6.5571427	-26.140928	36000	4.768372e-10	71.38867	-0.033786435	-2.4862366	0.8966301	0.013908488	0.1785	79.0	75.22910237312317
9	-28.497042	13.957808	26.586252	-88.061005	12.845659	-25.659378	1.3162086	-4.8426046	-25.95027	40000	-1.2874604e-08	88.39438	-0.03126121	-3.6621704	0.88464904	0.009394628	0.18025	79.0	83.6240029335022
