Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
1	-28.95479	15.96086	21.312038	-109.649055	-27.21458	17.241474	1.9138361	-48.808865	15.55642	15.6	3999	-5.220468	9.011048	24.442745	-33.88947	-5.220906	9.011881	24.92058	-34.337574	2.4324222	4.7274413	26.093673706054688
2	-25.574142	17.129667	22.270895	-77.83624	-24.374735	9.849862	-13.031055	-42.200787	15.5	13.8	7999	4.915129	24.717108	150.56842	-41.967216	4.9156075	24.720512	151.32991	-41.075058	-15.127248	8.904701	60.5936975479126
3	-26.96081	16.432133	16.881197	-89.612206	-38.17432	13.135865	-9.932115	-55.395435	14.745387	13.3	11999	105.64095	111.22142	487.3538	-223.21886	105.64402	111.22332	486.06073	-286.31625	-129.34233	148.24135	107.78949022293091
4	-26.721346	15.172849	15.218717	-59.25998	-28.71408	12.981112	2.8038182	-47.506138	14.386282	16.0	15999	-31.095592	26.237364	265.19376	-157.22089	-31.08525	26.235264	266.64243	-154.37846	35.634373	27.643726	155.7584626674652
5	-26.778305	13.42476	16.389486	-59.39314	-28.642406	7.9710894	-18.7088	-40.194054	13.989547	14.7	19999	-28.953014	9.697518	25.032469	-152.88925	-28.954662	9.717491	24.167603	-125.67322	27.512142	12.813638	203.7406690120697
6	-24.308794	16.401636	49.731934	-54.16961	-13.290716	16.199514	22.777517	-32.175636	14.981274	20.2	23999	-25.020863	8.106015	18.832539	-62.902996	-25.0221	8.123052	18.688862	-61.273235	24.23036	7.263222	251.397554397583
7	-8.725675	43.924442	312.99167	-58.101994	57.667076	127.174126	327.87015	-39.467487	24.163637	47.7	27999	-25.742285	10.315894	43.351475	-73.4635	-25.74201	10.330339	43.176235	-71.517654	24.791117	5.573956	297.21918749809265
8	167.5576	253.19543	937.13806	-46.963417	425.24615	469.2363	1655.1793	-35.372528	85.976746	143.6	31999	-19.12462	20.721115	82.16041	-73.7711	-19.125149	20.722609	82.60211	-73.46962	17.167562	5.762629	346.6956715583801
9	737.342	1005.0915	3343.171	-54.119545	510.22974	406.72244	1109.1571	-38.107243	248.58824	195.1	35999	-5.251408	38.368614	127.65663	-64.62926	-5.253145	38.367332	126.82996	-63.146114	1.9761708	9.517932	407.7474012374878
10	441.84204	589.6567	2805.1372	-50.906425	1083.4193	1109.3542	3741.0198	-6.1400814	145.125	217.9	39999	10.605171	54.885567	168.85912	-62.180798	10.604229	54.886208	167.17436	-63.121037	-15.264188	14.338495	462.49659061431885
11	1046.6578	1277.6876	4902.211	-32.32798	480.24405	220.4007	934.7371	-0.7462957	246.13333	133.4	43999	29.322716	72.621506	217.1758	-73.26567	29.321777	72.62007	215.27763	-73.93848	-35.552383	27.723953	510.7552320957184
12	512.16864	850.40216	4102.572	10.060936	659.6173	912.91614	3268.0938	37.20053	172.28572	235.4	47999	50.38583	89.96427	252.3622	-77.65464	50.38495	89.96196	254.20699	-79.06124	-58.48597	39.980446	561.9644114971161
13	1313.0815	1811.254	5762.489	-4.7678547	5625.5854	1947.8074	6895.453	-41.041885	305.23077	901.0	51999	70.8667	105.48611	285.92978	-91.31956	70.865616	105.485344	290.99588	-105.77844	-79.865616	51.161022	633.2669389247894
14	4962.111	2561.1091	6680.23	538.21515	4152.148	1391.1508	5094.8794	36.288673	782.75	905.2	55999	97.43292	124.314995	337.50693	-135.31296	97.4326	124.316376	338.78134	-134.95053	-107.563095	71.50972	701.6894121170044
