Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
15	6623.1616	1243.7035	7753.357	4554.852	15055.214	4919.0034	17507.73	377.3767	1000.0	913.8	59999	127.28665	145.13365	402.95978	-119.03498	127.28678	145.13208	404.49686	-121.33998	-137.52197	99.57219	769.4507806301117
16	12291.162	6472.7207	18880.297	215.77869	13625.794	4703.508	18342.625	189.01959	820.2	908.2	63999	164.59256	173.72679	520.4988	-148.10269	164.59203	173.72171	520.334	-157.10495	-176.7534	140.26047	837.4227845668793
17	16652.668	3224.5474	18860.828	11081.568	13868.183	5416.174	19414.982	6268.932	974.75	774.5	67999	218.82938	218.77727	649.9309	-144.36255	218.82802	218.7741	651.0832	-141.97012	-232.92139	223.29506	902.3508367538452
18	12270.757	7948.086	18849.98	109.58641	2913.4922	1499.1072	5812.737	945.6809	711.8333	256.2	71999	285.4827	270.3344	771.85736	-118.95444	285.47803	270.333	769.1548	-132.03033	-301.30493	362.1861	955.9371764659882
19	17735.242	2272.4285	19404.594	13840.133	16823.742	5487.67	18971.521	369.13684	932.25	917.8	75999	362.2336	321.8147	879.1458	-84.9632	362.23212	321.81317	876.46204	-88.609886	-380.12976	543.6095	1025.7399744987488
20	19387.564	65.34855	19465.717	19287.996	19160.951	277.508	19493.875	18478.771	1000.0	1000.0	79999	441.60825	368.72046	974.173	-94.41921	441.60388	368.72293	968.34607	-95.32507	-460.43008	737.8453	1097.1142437458038
21	19258.574	64.82043	19365.021	19195.416	15889.623	7111.3403	19639.041	-40.558323	1000.0	830.6	83999	523.05695	410.86255	1055.0436	-92.36479	523.0544	410.8637	1063.264	-99.7489	-544.7564	867.1973	1165.9878664016724
22	19128.838	66.611565	19208.676	19053.328	19271.521	182.58476	19544.195	18809.688	1000.0	1000.0	87999	600.423	447.6109	1137.6151	-103.111	600.41986	447.61255	1138.1945	-107.13837	-624.2066	1087.4323	1240.3704512119293
23	19091.61	89.73785	19197.785	18966.516	19185.85	138.53442	19444.75	18928.516	1000.0	1000.0	91999	675.3428	478.86923	1210.8524	-127.756134	675.342	478.86865	1214.3984	-124.34766	-700.7491	1502.3855	1315.0234589576721
24	19135.1	255.61032	19424.21	18819.107	19120.156	194.74179	19299.803	18639.67	1000.0	1000.0	95999	744.23016	504.60602	1281.557	-122.40986	744.2317	504.60345	1279.2172	-119.8452	-770.1064	1494.8961	1390.8400251865387
25	18619.586	435.59735	19193.297	18194.639	17269.828	5812.2856	19433.408	-164.19887	1000.0	903.9	99999	810.2541	526.16235	1336.9513	-125.84118	810.2585	526.15955	1336.1823	-124.74055	-837.1571	1956.4531	1470.0241270065308
26	19028.836	123.52345	19192.932	18852.748	18798.973	408.20016	19293.938	18006.781	1000.0	1000.0	103999	864.30206	545.3697	1402.3337	-133.39713	864.30273	545.3752	1402.7352	-134.76517	-892.233	2373.5664	1548.8062455654144
27	19278.52	79.84616	19394.666	19181.69	19304.244	187.66104	19628.75	19053.055	1000.0	1000.0	107999	920.2144	559.787	1437.2189	-142.42007	920.2176	559.784	1441.6771	-150.33925	-947.79407	2533.0996	1620.349497795105
28	18131.117	626.76447	18825.514	17113.596	19187.418	128.13077	19353.4	18899.7	1000.0	1000.0	111999	969.48505	572.80115	1483.4031	-161.8067	969.4867	572.8036	1483.8767	-145.73521	-997.0118	2348.5415	1692.9061980247498
29	19157.006	153.89786	19362.893	18974.908	19083.078	184.13515	19328.584	18714.89	1000.0	1000.0	115999	1013.9639	582.37415	1514.1332	-226.36154	1013.96783	582.37933	1513.8627	-215.4909	-1041.9312	3053.82	1760.2335987091064
30	18690.885	722.22076	19509.436	17529.621	19132.01	269.27383	19446.273	18458.53	1000.0	1000.0	119999	1050.5205	587.7098	1552.6362	-205.0119	1050.5223	587.70764	1552.0039	-208.3372	-1076.5039	2947.943	1824.4731402397156
31	18960.402	195.64864	19110.389	18624.527	18991.387	315.68427	19308.156	18123.252	1000.0	1000.0	123999	1084.0276	592.0576	1574.6547	-192.14026	1084.0237	592.0702	1575.1663	-194.78307	-1110.8898	3253.295	1887.956872701645
