Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
11	247.54013	612.9319	2330.6572	-137.21983	187.7197	173.71416	438.59387	-78.90416	290.84616	254.1	43999	4041.8145	1951.3746	7120.3335	-1921.9198	-4197.285	24353.863	347.9486446380615
12	200.09853	359.24414	988.6953	-177.66005	118.2134	281.1439	557.3736	-467.65396	500.44446	683.2	47999	4359.0923	1935.8066	7230.8477	-2776.3154	-4511.801	26874.48	387.7076334953308
13	-153.56458	147.03418	-24.912151	-415.85715	150.03946	639.9775	1026.1649	-1083.4471	692.8	612.4	51999	4628.755	1907.3816	7181.226	-2302.0623	-4777.73	28252.863	427.8257818222046
14	-83.93055	380.11633	662.77185	-915.21844	-138.12122	189.29391	215.94234	-324.1207	403.81818	478.1	55999	4814.845	1879.6118	7422.9194	-2339.1409	-4963.045	28120.455	464.41081833839417
15	-105.03027	190.53438	225.92343	-433.7927	-80.890366	374.99942	469.419	-917.016	399.3	479.1	59999	5034.782	1891.1803	7630.4307	-1932.1919	-5185.185	33800.945	501.0851082801819
16	117.96207	390.67505	1021.1351	-382.75485	-30.379406	204.94536	418.1822	-235.40721	315.46155	357.2	63999	5284.0977	1938.1719	7783.436	-3864.128	-5437.22	36452.414	536.9788026809692
17	-145.564	200.80072	279.07562	-646.9003	-262.4894	288.49762	64.8125	-961.5186	233.11765	451.0	67999	5481.1973	1948.9868	8257.636	-2345.6333	-5624.5776	36727.69	575.6217596530914
18	23.877127	173.22238	454.36942	-189.26228	64.72459	154.21245	327.44473	-112.4528	278.23077	214.2	71999	5635.2856	1947.369	8324.934	-2311.9592	-5785.631	42292.824	610.904510974884
19	-252.18945	406.18747	327.16266	-1276.5701	-105.90786	101.1533	59.38949	-291.3144	270.1875	113.5	75999	5834.8623	1974.8639	8271.195	-2682.2495	-5981.707	44117.113	643.5594165325165
20	-238.8558	303.00757	43.69297	-985.7707	-1749.8728	1339.2573	9.914143	-3084.8286	209.63158	630.4	79999	5927.214	1960.7346	8753.987	-3970.7214	-6068.4175	42643.902	684.6591992378235
21	-425.66943	557.36523	29.26615	-1668.2662	-75.41746	56.45951	28.533548	-175.93051	315.0	100.0	83999	5991.4424	1912.5266	9581.364	-4357.0806	-6134.6396	48686.36	718.2223262786865
22	-206.98367	188.0465	38.314762	-689.7067	-403.06903	363.5164	-44.33335	-1283.8933	177.5238	243.0	87999	6140.0522	1896.3815	9828.814	-3777.0352	-6286.6533	51699.215	752.756294965744
23	-250.28223	333.66357	175.51993	-1143.1345	-183.39761	179.72366	-12.862644	-526.534	296.07693	274.4	91999	6290.265	1896.8666	9744.429	-3869.977	-6437.488	54623.02	790.6328537464142
24	-81.36692	471.1998	1279.4685	-632.8179	-81.492195	79.346	16.683306	-295.6254	353.33334	132.5	95999	6494.6763	1941.8381	9666.8955	-3368.4492	-6648.046	52759.77	825.1496138572693
25	-354.3419	302.64853	-83.712814	-977.59015	139.33868	167.59991	408.04306	-116.627144	360.0909	855.2	99999	6722.7544	1967.8362	9684.37	-4048.844	-6874.6074	58680.176	872.7660014629364
26	-379.44965	476.60135	96.044266	-1172.0969	112.513084	172.70267	423.16492	-94.29324	559.1429	866.1	103999	6909.3716	1987.6346	9778.261	-3668.305	-7062.85	58719.88	919.8923017978668
27	172.41533	144.83511	348.18817	-100.13866	12.503443	178.83514	334.99594	-216.4663	664.3333	963.6	107999	7042.5127	1966.3978	10249.541	-3282.5208	-7189.208	63799.527	968.791184425354
28	321.31592	677.8252	1547.0596	-564.10004	185.2593	332.5553	983.02075	-196.37117	615.8571	372.1	111999	7055.6562	1929.41	10529.863	-5109.8423	-7195.485	66576.63	1008.0239384174347
29	-56.317562	429.35788	1192.6189	-888.0397	-113.71736	135.91458	109.29895	-317.58908	257.2	198.9	115999	7041.43	1892.4152	10318.142	-3692.861	-7176.912	58469.094	1044.5521280765533
30	-139.90967	264.6711	146.95985	-1085.4285	-59.79226	220.47757	318.971	-547.25995	198.05263	599.5	119999	6984.7275	1881.1156	10487.603	-3033.2742	-7115.3594	64908.61	1087.441001176834
31	-192.87851	212.38617	65.12442	-780.4516	-247.90381	256.13284	3.0299134	-784.3989	257.58823	197.1	123999	6902.2207	1838.6094	10289.179	-10497.671	-7028.837	56406.01	1123.0924983024597
32	-126.829414	158.8168	178.42673	-502.2348	-1727.6995	891.79865	-183.47011	-3397.4631	190.66667	751.1	127999	6887.8413	1771.3547	9770.108	-4194.1006	-7017.198	62234.117	1167.820235490799
33	-152.31572	213.45528	62.66848	-614.3639	-539.7645	505.64407	-125.650734	-1698.6443	419.55554	349.1	131999	6922.7617	1740.573	9580.094	-2998.2053	-7062.4624	62816.938	1207.7181935310364
34	-33.984398	257.63626	338.1152	-302.87408	-566.6681	698.6585	361.32532	-2175.4443	741.0	666.9	135999	7093.824	1744.0605	9722.655	-3456.3708	-7234.5205	65621.52	1250.2289962768555
35	-7.025927	351.34888	691.28357	-396.89648	-551.3533	401.9229	-66.742676	-1275.0315	738.1667	508.8	139999	7019.3433	1712.2172	9685.373	-3088.9934	-7144.1846	64214.793	1291.575296163559
36	-153.14922	156.81155	184.01505	-441.31503	-86.00398	233.57736	242.5517	-638.46515	282.15384	254.3	143999	6757.9766	1593.1152	9504.812	-3591.3853	-6868.812	51739.984	1328.598432302475
37	-70.7931	164.06615	253.18588	-412.3562	-259.55316	290.60107	51.613686	-1059.8711	218.7	241.9	147999	6442.8345	1504.4631	9113.812	-5105.4043	-6547.554	54702.434	1363.9460232257843
38	-149.21559	168.6171	96.985985	-455.45715	-137.87302	88.59427	-26.531483	-311.25046	172.13043	114.6	151999	6117.1343	1408.5497	8190.6055	-4516.6973	-6213.928	45189.902	1398.384635925293
39	-293.64612	271.02454	67.721	-986.42737	-171.55511	100.72405	-53.332417	-384.80777	262.86667	124.8	155999	5828.77	1312.0642	7973.3535	-2998.4912	-5921.242	42509.867	1433.768209695816
40	-182.98044	231.66061	173.3097	-929.9619	-102.815186	213.67361	493.64636	-284.77197	198.72223	176.8	159999	5560.8037	1223.9127	7532.459	-4374.4434	-5645.757	37583.52	1469.0112533569336
41	-453.67883	371.3048	-47.544	-1027.8384	-405.85742	309.11118	-33.747192	-936.6488	317.76923	206.8	163999	5284.429	1164.1416	6957.179	-4359.5967	-5365.3945	33922.2	1504.3789584636688
42	-418.1076	439.55728	-63.474678	-1193.3192	-358.90237	344.6754	8.631793	-1142.056	349.72726	239.5	167999	4990.0312	1062.909	6454.2036	-3483.1445	-5064.75	28892.166	1541.1633372306824
43	-237.81374	206.34	17.525753	-1005.1169	-164.7462	196.37129	15.946233	-706.93915	175.48	117.2	171999	4694.755	995.4464	6260.4546	-3440.199	-4763.0254	27261.473	1576.8038659095764
44	-317.3369	265.00735	31.613264	-922.32733	-189.51999	158.5248	-11.030875	-575.31744	153.85185	88.0	175999	4395.1597	913.6555	6058.7593	-3792.6907	-4457.863	23575.652	1609.7932043075562
45	-357.0535	250.31699	-20.287598	-978.6332	-311.92682	306.93625	-56.761562	-953.6494	167.04347	156.4	179999	4107.4097	857.7103	5868.486	-3389.6604	-4166.7847	21375.348	1645.038173675537
46	-273.18228	200.11783	58.370895	-783.90436	-361.27814	266.25638	-22.482565	-940.6451	132.03226	220.0	183999	3864.6465	800.4123	5507.6533	-3080.3433	-3922.4355	19617.572	1681.3622841835022
47	-243.09761	192.11177	-2.2736726	-655.2207	-352.52057	316.7815	-31.205994	-877.7655	187.68182	292.3	187999	3663.536	764.65533	5354.989	-5940.397	-3718.874	17744.963	1718.0317232608795
48	-567.3646	483.71216	13.808655	-1547.8187	-286.3904	278.91092	-10.886137	-1068.846	363.36365	170.4	191999	3434.9102	716.11	4856.376	-2352.0894	-3483.472	15825.04	1753.6219642162323
49	-242.9429	200.61974	-34.511677	-820.285	-374.09088	309.3385	-88.22779	-1188.9331	121.51515	191.8	195999	3216.5593	657.63794	4462.886	-2630.2214	-3265.713	13863.428	1788.62731051445
50	-409.64935	408.27017	5.585698	-1587.3267	-323.5635	358.84467	51.307053	-1142.7452	230.0	184.8	199999	3104.2996	643.7758	4229.029	-1799.6449	-3152.718	13204.756	1825.1771574020386
