Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
1	-26.789057	14.066748	16.099842	-96.94473	-26.642368	10.305328	-15.385493	-45.953827	12.887096	13.2	3999	-6.833364	8.790883	21.113262	-33.178566	-6.835102	8.790674	21.584452	-36.64459	4.523441	5.944422	27.81199550628662
2	-26.99749	15.386562	32.502567	-126.95709	-29.754948	12.187076	-6.136538	-47.950455	12.833333	14.1	7999	-13.356853	11.350593	31.137793	-46.510475	-13.357505	11.350392	30.751469	-45.839504	11.358479	3.294578	63.61285471916199
3	-28.597279	16.414082	23.889893	-82.57461	-29.533894	8.736941	-14.065672	-45.34056	14.356115	14.5	11999	-19.618534	11.270228	43.39063	-71.65264	-19.61897	11.271782	45.761818	-72.77856	17.968801	4.042338	97.51695847511292
4	-24.200388	27.374573	184.94693	-80.63381	-14.583728	24.631811	27.584545	-43.38204	15.84585	18.8	15999	-23.502487	12.3132105	60.98719	-68.88172	-23.502808	12.31668	62.73019	-67.83472	22.323109	4.5051494	132.66267275810242
5	-3.0010338	125.959984	1419.4738	-59.869827	-9.6905	41.239017	102.47098	-45.88149	22.959064	24.1	19999	-21.715414	17.338526	77.01531	-63.769398	-21.715658	17.34167	77.87298	-65.19646	20.342453	4.8580155	168.0063819885254
6	107.03689	604.5179	4272.7764	-49.73221	3509.7964	9417.558	31557.234	-39.27737	54.567566	498.4	23999	-12.988915	30.632229	118.01147	-68.1274	-12.989054	30.632946	115.52886	-66.2282	11.191332	6.3778133	212.3010139465332
7	1672.9226	4084.9897	11678.057	-39.81708	420.32428	932.994	2926.6084	-37.298843	531.1429	125.8	27999	4.2750087	48.95017	158.52695	-66.68614	4.275317	48.951637	157.35583	-66.020676	-6.9731693	9.297789	248.92664790153503
8	881.5253	2964.955	14295.829	-44.062202	609.7999	746.73254	2518.7876	-32.410934	194.68182	151.8	31999	26.480822	68.06896	212.40475	-65.72225	26.480497	68.069756	212.93158	-71.951904	-29.56693	14.643234	286.43295073509216
9	142.96194	706.0423	5080.897	-65.192604	-4.677713	63.21711	141.34666	-80.943794	51.741936	25.4	35999	48.982513	88.1669	312.1826	-74.651344	48.982906	88.16599	311.04492	-75.48794	-52.643658	22.365242	321.92787528038025
10	740.9713	1664.2389	7396.048	-73.071785	933.79407	1934.8042	6476.3096	-43.44984	144.93939	143.2	39999	72.573814	110.66113	428.76794	-76.58085	72.5739	110.65974	433.21335	-77.0867	-77.40084	34.623955	359.71380829811096
11	1143.5588	2744.0996	10403.289	-43.38954	15002.439	18921.64	42993.57	-38.05698	128.85715	1397.9	43999	106.8335	143.82542	555.5435	-78.44313	106.83272	143.82349	556.4565	-77.83174	-112.83376	60.44175	421.0474901199341
12	37467.832	0.0	37467.832	37467.832	1223.9998	2676.6333	9102.918	-37.011528	2242.0	132.8	47999	168.969	202.81798	680.0804	-78.96794	168.96788	202.81589	683.46606	-76.77639	-177.02225	101.69483	457.231379032135
13	17427.223	28953.37	74873.34	-25.136896	5679.2393	7001.2666	18877.902	-35.123566	987.6	377.3	51999	248.74486	266.69055	793.91907	-85.52015	248.74316	266.69073	787.9465	-86.28488	-258.73615	148.45206	498.68966484069824
14	9676.857	21675.682	58145.105	-48.18119	16008.49	31467.705	78941.75	-48.74975	526.8333	846.2	55999	336.63412	326.62048	902.94324	-99.74465	336.63193	326.6201	893.7258	-104.96982	-348.64926	256.20203	550.1437027454376
15	76743.62	0.0	76743.62	76743.62	39071.78	39108.918	78605.03	-52.493137	3901.0	2005.3	59999	429.48065	379.03934	1003.47034	-110.83161	429.4775	379.0451	997.4719	-109.0073	-442.93115	350.90103	623.0963587760925
16	39305.293	39335.586	78640.88	-30.29325	53027.164	34761.617	77987.03	-32.358772	2005.0	2803.6	63999	522.3208	424.02896	1079.1824	-109.01602	522.3185	424.0346	1085.2883	-110.33239	-537.105	365.48282	712.0305924415588
17	13092.852	29353.146	78728.484	-48.118977	62810.637	31418.213	78869.664	-26.4924	673.6667	3202.6	67999	609.96277	460.9516	1159.2178	-114.62522	609.95886	460.9555	1160.2225	-111.790504	-623.7271	402.80594	808.253634929657
18	77856.0	0.0	77856.0	77856.0	46626.71	38103.875	78386.695	-48.409267	4000.0	2404.8	71999	690.3734	490.47708	1234.5431	-119.50096	690.37024	490.4813	1232.7087	-113.75757	-704.37	452.91437	889.5968265533447
19	38504.703	38531.434	77036.14	-26.731478	30991.285	38001.543	77859.81	-45.466606	1978.0	1606.0	75999	764.01154	515.76245	1291.2191	-133.69403	764.008	515.76776	1290.5072	-117.638596	-779.7343	514.57556	957.0754072666168
20	19118.5	33169.164	76569.18	-35.88044	46477.312	38001.33	77851.914	-160.6767	1005.0	2406.7	79999	832.6053	537.81866	1351.0044	-152.86705	832.6078	537.8199	1355.471	-130.60524	-848.0672	708.10815	1040.5693209171295
