Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
1	134.89824	27.588	236.42166	94.04395	138.3879	1.5258789e-05	138.38788	138.38788	20.362246	50.0	3999	33.31543	63.443863	280.35098	-35.010536	33.318665	63.448917	280.14563	-34.147964	1.9552681	3.3221169	17.484583	-12.783766	-37.786636	19.072895	44.40879273414612
2	135.07356	29.642357	221.86775	92.37404	126.649635	0.0	126.649635	126.649635	20.558975	69.0	7999	116.12813	192.18396	680.3864	-33.335075	116.12657	192.18347	681.3837	-33.713333	4.3960896	4.922546	28.900896	-13.148704	-140.25024	29.292173	101.498850107193
3	141.9524	47.13266	393.88107	91.484474	-1499.8503	0.00012207031	-1499.8502	-1499.8502	28.59292	1000.0	11999	271.57864	350.4154	984.4012	-43.30546	271.56964	350.4136	963.7275	-41.339527	5.360361	5.969319	27.718634	-11.226342	-312.30957	386.77682	174.94584107398987
4	556.64594	926.4617	1241.233	-2358.8198	4283.5596	0.0	4283.5596	4283.5596	369.33334	1000.0	15999	438.09927	406.74133	1092.3275	-104.52911	438.09177	406.74796	1090.888	-99.72836	5.4810486	5.358592	27.577028	-11.042967	-475.41138	384.78436	249.53810667991638
5	466.34872	534.034	2529.7793	-303.60403	420.10498	0.0	420.10498	420.10498	195.13637	80.0	19999	528.6483	439.04083	1209.8368	-176.54848	528.6493	439.04288	1218.5864	-180.22917	5.4613094	5.116701	30.896828	-10.507461	-563.96356	370.51633	306.2716643810272
6	799.2141	465.76138	2378.6467	407.96005	1545.078	0.0	1545.078	1545.078	186.22223	486.0	23999	560.55304	460.46448	1245.0494	-136.48166	560.5573	460.45743	1251.2303	-155.10765	6.1359925	5.0649176	48.018955	-12.316383	-592.1517	402.1893	371.5213179588318
7	3974.686	1485.822	5767.1724	2198.0962	4169.52	0.0	4169.52	4169.52	950.25	1000.0	27999	610.25323	457.2989	1250.8971	-206.40517	610.26373	457.2815	1251.202	-239.88206	5.991397	4.77038	65.53427	-12.673449	-637.954	473.7175	446.0825529098511
8	4786.1753	4724.8237	12257.241	893.24255	18232.592	0.0	18232.592	18232.592	650.8571	1000.0	31999	626.97394	433.29013	1226.3523	-365.641	626.9703	433.29745	1231.213	-305.085	5.7462573	4.4011655	96.8043	-11.063464	-649.011	522.9845	520.4605147838593
9	12830.628	4142.835	18273.758	7876.8315	13410.721	0.0	13410.721	13410.721	1000.0	1000.0	35999	663.1521	436.04355	1247.4619	-502.00345	663.15326	436.04684	1248.9996	-468.05725	6.291879	4.274475	67.731094	-11.095873	-684.0961	674.89514	595.1024179458618
10	5376.7974	2593.6458	9818.875	1868.0905	19633.988	0.001953125	19633.99	19633.99	594.1429	1000.0	39999	706.546	443.574	1293.1017	-509.14813	706.54755	443.57742	1294.7688	-533.2005	6.4460483	4.248739	59.158367	-11.577347	-726.15436	816.2226	675.8080894947052
11	13276.097	2164.2734	15367.836	9931.038	19899.73	0.001953125	19899.729	19899.729	1000.0	1000.0	43999	734.61816	449.40887	1359.5665	-494.60413	734.62054	449.40338	1367.0378	-494.1989	6.778192	3.924747	65.75991	-10.209539	-753.3717	953.43353	749.911491394043
