Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
1	-27.330938	16.752514	10.105251	-121.074684	-26.394403	19.166565	13.350264	-47.43008	15.503876	20.9	3999	-9.854506	11.472339	25.412703	-39.95482	-9.85428	11.464702	25.428236	-39.538116	0.023370743	2.1969101	13.596094	-11.118155	9.043222	7.0740848	41.68284821510315
2	-27.825863	16.780323	33.925995	-89.11867	16.02069	69.68217	197.21895	-44.6138	16.0	37.8	7999	-19.081472	12.620256	45.74983	-63.65325	-19.0811	12.612572	44.056194	-63.751244	0.43746278	2.0869856	12.510912	-12.031167	18.096869	4.1146145	95.00017809867859
3	-24.579807	46.251293	436.24347	-120.12463	1007.5414	1954.3834	6706.947	-34.290897	22.751446	652.7	11999	-17.731598	15.9114	92.28517	-63.122646	-17.731806	15.906983	92.76675	-63.62369	0.7882117	2.8506923	23.054987	-12.666634	16.14131	4.8101115	156.50739240646362
4	377.85483	578.15283	1960.854	-49.86982	2998.4	7004.9775	23976.182	-26.031757	132.6207	892.3	15999	-0.4759911	44.488552	168.86592	-61.508045	-0.4755937	44.48456	168.06053	-62.66389	1.0515194	3.0143733	19.889538	-11.909977	-1.512836	9.0698395	225.45809769630432
5	620.42236	900.79144	4245.7285	-37.901867	1060.8844	1054.0607	3420.1492	188.8651	182.04347	366.0	19999	36.916573	76.77137	227.82236	-65.88762	36.91735	76.76232	228.47745	-65.934204	1.9931445	3.5295742	23.270418	-12.075911	-40.24034	20.552366	286.36370635032654
6	290.74924	226.71678	943.28455	-50.23076	435.8808	482.1592	1832.2906	151.84734	119.63636	194.3	23999	70.38555	98.82208	310.58884	-75.65856	70.3857	98.81064	310.58426	-74.05926	2.3106945	3.6255987	25.35658	-12.558046	-74.82696	35.880424	341.8535931110382
7	1017.9359	1146.2079	3179.2632	-35.253597	7417.5923	13607.001	34683.15	110.36231	362.72726	2189.1	27999	102.99521	115.62229	352.9527	-78.207085	102.99571	115.60629	353.2005	-74.089195	2.8476937	3.6737332	27.654926	-10.590919	-108.222946	54.76252	431.4609398841858
8	842.07825	911.6266	3175.8687	107.57764	6456.753	9733.156	27576.143	43.171066	290.8	1544.9	31999	132.90672	128.04448	351.35544	-74.14388	132.90771	128.0345	345.72266	-70.78266	3.2840014	3.697971	26.4252	-11.22501	-138.31876	61.136936	508.0774643421173
9	2333.9338	2387.6145	7514.5415	345.2929	13391.803	15243.987	33556.234	624.8234	675.4286	4172.2	35999	159.8948	136.02553	356.0801	-81.498764	159.89621	136.0146	356.1664	-78.844475	3.5031838	3.7269504	29.471855	-14.078939	-165.13684	64.72367	635.0913598537445
10	1671.7867	757.2191	2732.299	1012.85876	6005.8994	8430.947	27812.379	886.95557	386.0	1538.6	39999	182.43178	141.54701	397.38843	-84.9301	182.43288	141.53699	393.28955	-80.06725	3.5550697	3.7334423	30.859188	-11.031051	-187.6116	67.79965	717.0123107433319
11	14468.525	0.0	14468.525	14468.525	9035.77	5584.422	21355.506	178.96019	3316.0	1644.9	43999	211.84155	148.48766	416.56158	-66.44428	211.84338	148.4786	416.60892	-65.475395	3.7945893	3.7521613	31.199955	-11.212713	-217.0081	78.06412	798.7636873722076
12	22679.936	0.0	22679.936	22679.936	64003.695	743.5743	64556.746	62014.906	4000.0	10000.0	47999	246.57417	159.455	494.6678	-68.85915	246.57481	159.44595	493.74585	-64.29595	3.9881015	3.801917	32.35989	-11.766808	-252.02478	85.175804	1057.3795075416565
13	36774.805	0.0	36774.805	36774.805	5001.6514	5410.1943	16625.787	1271.3511	4000.0	883.6	51999	298.9627	185.05199	672.21796	-70.25481	298.964	185.0443	674.06354	-68.2743	4.830555	3.8647993	34.03384	-10.343447	-305.49344	116.89924	1121.71599817276
14	33610.566	31869.316	65479.883	1741.2506	6278.032	12845.362	44590.434	517.3211	2278.5	529.6	55999	387.10867	243.68834	896.6229	-69.787415	387.1081	243.684	898.62744	-70.06164	5.6659937	3.9460125	31.66563	-10.3249235	-395.929	162.97182	1177.8112390041351
15	64157.848	0.0	64157.848	64157.848	39070.688	20234.264	63432.85	5047.2554	3443.0	6875.8	59999	529.79395	326.16995	1091.3951	-78.705986	529.79407	326.16464	1094.4545	-74.65512	6.302431	4.0576277	30.64051	-10.588135	-541.27826	330.98495	1366.80078291893
16	78874.49	0.0	78874.49	78874.49	63100.75	2103.2983	66570.28	60260.73	4000.0	10000.0	63999	674.1136	388.9485	1249.7172	-91.05291	674.11053	388.9387	1251.6354	-73.79171	6.6676807	4.096283	38.588486	-9.923916	-686.8403	410.02032	1617.99325633049
17	67836.82	0.0	67836.82	67836.82	178595.88	1024.3524	180458.22	177084.61	4000.0	10000.0	67999	814.8715	436.12466	1379.879	-88.47213	814.8698	436.11395	1377.9534	-82.689354	6.9933662	4.0831976	37.367867	-10.70673	-828.9569	642.95514	1848.0514993667603
18	78886.75	0.0	78886.75	78886.75	197319.38	162.86424	197646.25	197025.52	4000.0	10000.0	71999	939.7815	468.56854	1474.5369	-100.64939	939.7798	468.56778	1470.7212	-84.07119	7.040143	4.172811	41.20983	-10.829377	-954.86664	669.1919	2080.8787796497345
19	78280.875	0.0	78280.875	78280.875	175907.9	588.98724	176811.44	175122.4	4000.0	10000.0	75999	1047.0231	487.7689	1552.8479	-79.43512	1047.0225	487.76474	1556.5337	-72.76205	6.980151	4.190481	52.6617	-10.808098	-1062.4985	892.09814	2323.5100195407867
20	76934.336	0.0	76934.336	76934.336	113902.73	23777.924	136909.73	66494.23	4000.0	10000.0	79999	1138.8711	497.19662	1625.3077	-105.53365	1138.8672	497.19785	1624.0316	-86.918236	7.2489476	4.0995765	46.178745	-10.223612	-1154.7445	826.8981	2555.9771535396576
21	77579.17	0.0	77579.17	77579.17	161383.25	3192.4673	167546.83	155075.47	4000.0	10000.0	83999	1223.3119	500.59927	1677.4666	-95.07939	1223.31	500.60202	1679.446	-103.371216	7.154236	4.1442084	44.101696	-9.380098	-1239.3673	1034.7882	2783.086265563965
22	76765.07	0.0	76765.07	76765.07	158872.92	2036.8779	160071.38	152939.31	4000.0	10000.0	87999	1285.9161	503.51807	1729.0634	-115.768555	1285.9141	503.51498	1731.2303	-109.85012	6.931946	4.223178	58.698006	-11.371352	-1301.3074	1106.6879	3012.9846522808075
23	78508.85	0.0	78508.85	78508.85	190223.94	1970.4133	194428.75	187736.97	4000.0	10000.0	91999	1344.3805	503.53812	1769.9387	-126.069405	1344.3774	503.5369	1766.3779	-124.930984	6.9344525	4.1645803	52.007896	-12.201498	-1359.8468	1108.6981	3251.8119451999664
