Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	-26.100126	14.002634	31.137268	-74.90986	-30.879831	10.501585	-14.393989	-44.00517	12.823152	14.2	3999	-7.530905	10.712198	40.327698	-37.22019	5.58789	3.1829576	21.859745025634766
2	-27.75991	15.220649	23.824118	-117.61564	-22.877071	12.593317	-4.274254	-40.689766	13.1875	16.0	7999	-11.868036	15.147381	79.24026	-39.02629	9.609602	1.9829838	48.865354776382446
3	-24.220926	32.987568	370.0179	-108.11052	-2.7217689	62.542934	137.66957	-48.345467	16.79386	29.6	11999	-13.618059	19.293444	139.75586	-45.63226	11.340004	2.9154572	76.59795141220093
4	118.62358	351.40656	2074.7883	-91.10258	441.3576	598.30164	1823.7775	-17.338924	81.84314	224.2	15999	7.671788	55.621204	227.3279	-47.930298	-11.743972	9.888217	106.60246777534485
5	390.6256	653.02795	2868.8706	-75.69581	1131.9567	1282.935	2892.9963	-32.149956	170.42857	480.0	19999	67.60488	110.30553	391.59625	-48.511494	-75.964096	30.727581	140.54713702201843
6	487.43698	773.0016	2903.4358	-162.33685	537.7715	444.38156	1390.8214	-34.259926	250.35294	249.0	23999	151.486	163.7296	555.49023	-47.99443	-164.55228	73.97525	169.96721625328064
7	903.5469	716.59216	2088.1873	-70.918	1088.8801	791.8083	2025.9938	-46.691013	589.8571	703.3	27999	250.26888	203.18811	665.7244	-51.158527	-267.91794	149.7322	209.47772336006165
8	84.33991	324.95718	1091.3019	-378.42627	-54.656178	86.84231	108.188194	-194.9959	258.2	115.4	31999	373.79364	237.54803	810.4988	-187.25555	-395.40222	235.70885	239.18963861465454
9	-41.689034	188.80484	237.08281	-702.6537	814.0431	602.1814	1712.1056	-46.048218	226.625	735.8	35999	469.26163	289.9387	983.4415	-177.6263	-491.20392	294.8366	279.63455080986023
10	282.13086	586.0972	1559.627	-484.26767	137.56497	537.4339	1739.0679	-129.75955	464.5	338.9	39999	565.0078	322.89493	1112.4989	-103.804985	-589.1621	450.86386	312.88556933403015
11	494.65128	564.99915	1586.4164	-136.87029	1059.7809	272.22247	1638.2484	688.41174	531.625	944.6	43999	661.9088	324.89975	1221.56	-141.81207	-689.34576	578.3778	353.9072563648224
12	610.8245	690.37976	1542.2188	-131.7474	1499.0688	996.1626	2616.0068	-31.173851	453.5	725.3	47999	768.80426	331.2951	1293.601	-256.20718	-795.9031	751.55817	393.05308842658997
13	207.78694	418.82922	1576.8887	-207.255	945.8952	544.24634	1724.0624	-39.535892	260.06668	636.1	51999	826.32495	371.05954	1366.3127	-571.97845	-853.21075	889.6889	431.3164846897125
14	1004.8447	789.0315	1810.9486	-28.278769	1778.2439	931.1016	2618.5366	-39.448505	628.0	801.8	55999	887.67487	382.048	1418.8223	-672.1492	-914.43176	975.57263	473.5409531593323
15	692.0363	757.7147	2019.831	-185.40048	98.41072	523.83563	1306.5024	-483.8864	673.4286	517.0	59999	933.0142	382.6702	1474.2261	-264.10654	-958.94275	1150.0356	511.81489157676697
16	605.3614	379.01184	1206.0038	177.56206	951.37195	997.69806	2190.6494	-124.32923	705.3333	540.1	63999	969.8211	380.2904	1488.3696	-501.74823	-995.933	1057.244	548.2464847564697
17	363.0642	559.0844	1613.3649	-88.135155	821.1678	383.00082	1518.2965	-5.5024943	402.66666	842.4	67999	1008.9657	376.79562	1523.3531	-367.53537	-1035.1987	1185.9072	592.4504592418671
18	144.84991	418.5659	994.97437	-271.66864	-47.861317	142.61975	254.67995	-242.67242	455.125	185.9	71999	1039.9913	375.14734	1529.3406	-436.0948	-1065.7745	1165.8091	626.7997810840607
19	-64.48611	138.25327	326.774	-291.13248	150.17024	248.58218	627.6093	-138.48973	264.0625	664.5	75999	1055.4183	376.26398	1550.9169	-264.54935	-1079.9764	1267.7175	669.6942155361176
20	313.6945	316.25952	749.5909	-134.10777	168.22191	449.23264	1216.5094	-545.342	820.4	463.9	79999	1066.5869	370.28113	1527.0262	-450.67413	-1090.7278	1234.2184	709.5600619316101
21	161.14348	229.4443	609.98157	-46.38341	-177.16855	148.80782	0.49551588	-523.54254	371.54544	522.0	83999	1075.1683	359.9961	1527.59	-297.3562	-1098.976	1377.5787	750.8617038726807
22	0.05854173	93.66681	224.80151	-135.43115	-24.042679	149.9989	363.1643	-219.8258	343.0909	175.3	87999	1078.0023	350.3462	1557.8795	-877.18616	-1101.4978	1380.3389	786.55663895607
23	-17.106012	184.73466	595.8673	-183.83307	-117.588196	78.19192	-44.00255	-291.6529	323.92307	332.1	91999	1083.2285	345.6417	1514.7242	-446.68246	-1106.045	1420.7572	825.968380689621
