Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
1	136.47314	27.386356	253.05153	91.016655	68.825195	0.0	68.825195	68.825195	20.420513	59.0	3999	34.83216	65.2989	274.73587	-31.280441	34.837093	65.302605	273.76352	-31.197916	1.9071339	3.2413442	16.26605	-11.860336	-39.677574	19.137089	43.587388038635254
2	134.08447	25.151894	225.8875	92.90672	37.060905	3.8146973e-06	37.0609	37.0609	20.130653	107.0	7999	111.82986	179.18527	638.72107	-33.373344	111.8315	179.18674	640.1996	-35.213394	4.0093627	5.036243	22.553507	-10.712663	-133.61084	21.641315	99.6033353805542
3	212.93651	372.77225	2294.457	-440.57623	899.86914	0.0	899.86914	899.86914	36.74312	115.0	11999	247.30038	324.99152	908.08295	-34.218624	247.30098	324.99152	913.8379	-32.74136	5.261429	6.017499	26.047232	-11.919687	-286.6715	59.52358	154.824533700943
4	456.7927	140.1396	893.5351	251.95471	490.6937	0.0	490.6937	490.6937	109.44444	70.0	15999	439.5462	418.53256	1121.744	-80.00212	439.5456	418.53122	1121.0265	-57.46583	5.302247	5.563146	30.400455	-10.523848	-478.08188	164.64442	209.95926117897034
5	629.42584	117.87378	936.2869	410.22455	3525.2546	0.0	3525.2546	3525.2546	91.87805	1000.0	19999	513.1861	467.89584	1220.135	-64.09671	513.1807	467.89795	1220.8921	-55.37376	5.4253182	5.3528543	31.586655	-12.842075	-547.38116	201.64497	283.4039041996002
6	1012.2721	1263.3737	6039.5083	336.1111	398.92502	0.0	398.92502	398.92502	211.9	84.0	23999	549.95557	498.08685	1347.411	-69.95164	549.94653	498.0826	1349.7092	-75.40728	6.0945363	5.4565506	33.45023	-13.393248	-582.89526	252.92236	339.6406900882721
7	932.63904	842.8092	3528.6736	327.57913	15097.12	0.0009765625	15097.119	15097.119	239.3125	1000.0	27999	600.8811	523.93195	1400.6235	-66.346016	600.8725	523.9291	1402.1309	-71.09714	6.729606	5.3715253	35.114178	-11.692353	-633.3795	371.98132	412.99555706977844
8	4608.2397	599.8376	5167.4604	3658.5562	10842.132	0.0	10842.132	10842.132	715.2	1000.0	31999	676.149	535.3308	1429.8419	-192.39145	676.1598	535.31085	1422.463	-144.09395	6.496787	4.6999016	34.61567	-10.058231	-704.224	433.27502	486.63869738578796
9	9711.731	2214.345	11891.227	6312.432	6726.965	0.0	6726.965	6726.965	1000.0	1000.0	35999	716.2956	536.58295	1429.8322	-127.29849	716.29706	536.5659	1434.7695	-105.72129	6.851078	4.596793	34.01828	-10.765758	-742.0934	657.72156	560.1897525787354
10	11808.813	4476.729	17204.62	6007.051	19750.262	0.001953125	19750.26	19750.26	1000.0	1000.0	39999	772.6468	538.82306	1438.2227	-146.6127	772.65173	538.806	1440.3336	-112.01142	6.5682864	4.3005276	37.33637	-10.819542	-796.4425	938.624	639.3971543312073
11	7981.7075	1054.0173	9209.028	6697.987	19917.637	0.0	19917.637	19917.637	998.75	1000.0	43999	820.1681	527.9207	1442.0769	-101.96088	820.1688	527.90594	1439.8906	-100.80486	6.598581	4.0501776	39.424057	-12.135298	-842.4788	1102.1019	712.5524396896362
12	7346.4395	2694.142	11423.629	4294.895	19799.443	0.001953125	19799.445	19799.445	1000.0	1000.0	47999	854.57306	512.36676	1548.9241	-119.55134	854.57227	512.3519	1585.0997	-110.746414	6.6735168	3.9024026	39.583534	-10.996471	-875.4	1325.3478	786.9846813678741
13	7717.502	2186.6323	11498.691	6253.7437	19760.875	0.0	19760.875	19760.875	1000.0	1000.0	51999	867.10535	495.7272	1485.6465	-137.87079	867.1169	495.68814	1488.5686	-133.36069	6.977745	3.7841623	56.98375	-9.043488	-887.632	1407.2378	861.8231914043427
