Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	-27.152468	12.983001	38.055904	-69.140434	-34.53562	10.345586	-9.046267	-54.05963	12.586751	12.1	3999	-6.3926153	12.920612	72.15099	-37.54039	4.119951	3.8101628	21.708537817001343
2	-27.02739	14.270233	16.311962	-79.52108	-26.94867	11.43589	-6.030577	-43.016865	12.5125	14.0	7999	6.3907356	29.213448	163.05783	-36.19527	-14.631502	5.763139	48.60706949234009
3	-34.60115	19.255167	20.454699	-126.21345	-52.746998	21.683596	-8.552997	-94.37742	15.857142	37.0	11999	83.27609	89.00919	345.95258	-72.64054	-102.42058	43.335556	76.2336814403534
4	-57.26434	88.14684	97.23522	-385.49014	-0.53590983	155.86235	263.7978	-319.93506	67.72414	143.2	15999	70.82588	122.73446	596.8315	-65.787186	-84.478775	57.688393	106.17369389533997
5	146.97104	307.97867	1185.5686	-81.63441	1598.6221	1529.8882	3741.1594	-65.01506	138.3793	554.5	19999	150.41267	195.00258	854.15784	-75.48167	-170.06528	128.89851	143.3105185031891
6	1099.0469	1350.5645	3343.8203	-206.3259	-1.6358016	345.81332	646.2993	-646.42426	497.57144	597.2	23999	268.64478	263.8422	1045.9849	-130.84158	-293.5117	234.30801	181.66353464126587
7	724.5833	762.3939	2035.0515	-162.27808	141.9228	151.4335	522.7227	-29.381662	555.2857	187.5	27999	402.0766	319.82938	1073.4454	-114.76251	-430.34265	418.56082	209.72475719451904
8	796.64935	636.5615	1743.3156	-49.900257	878.80237	740.0101	1635.6545	-50.12544	584.125	598.8	31999	547.5408	365.53946	1258.5304	-144.09267	-579.7259	624.6752	247.65697717666626
9	243.75815	607.2301	1601.2335	-181.30853	11.748919	119.21433	260.20422	-118.5658	365.8	171.6	35999	672.5525	396.21216	1416.7355	-139.71092	-705.3256	890.9791	278.6730251312256
10	84.39168	251.03362	748.1808	-293.2195	195.61711	663.7385	2185.1355	-95.09102	335.92307	139.7	39999	765.4774	411.3509	1498.3785	-209.79407	-798.25	1096.1945	308.80443572998047
11	186.28868	350.03833	982.60187	-126.68972	442.13516	330.37827	884.67004	-34.819473	363.45456	572.3	43999	871.6396	440.51788	1573.4022	-256.6538	-905.8925	1331.8442	346.221976518631
12	209.46074	357.52454	1134.9834	-333.08505	339.19705	617.89545	1689.451	-103.83818	282.2857	455.8	47999	951.10834	463.79697	1688.3392	-282.1241	-985.9337	1558.1987	381.617803812027
13	246.42659	482.2169	1240.0621	-146.93018	313.75912	377.9635	1067.8977	-46.622223	430.77777	294.0	51999	1065.9795	444.15936	2582.4255	-983.25555	-1107.4902	2308.9438	415.5917863845825
14	-43.919632	247.84796	699.648	-829.1899	193.95601	464.93863	954.3737	-684.76483	110.4054	434.1	55999	1183.7399	444.12753	3389.4893	-2301.4297	-1219.1918	3077.2964	452.6768660545349
15	170.71886	263.55695	910.0312	-36.74466	284.22064	225.7232	585.2953	-32.422436	289.16666	749.6	59999	1200.8308	511.264	1846.2693	-705.09106	-1236.6659	2280.2507	494.5578570365906
16	-21.893528	234.42073	349.86902	-509.4279	534.6565	718.06586	1922.9863	-64.29129	403.0	546.1	63999	1277.3737	526.8979	1950.3947	-575.35583	-1314.9707	2406.779	532.7933449745178
17	-124.78007	323.89835	661.59467	-582.1001	-107.60282	96.29514	84.44655	-260.56622	521.0	147.5	67999	1336.7135	527.25134	2023.8588	-568.7153	-1372.7362	2693.572	565.4429981708527
18	-160.06741	294.56995	254.29733	-740.1067	-223.27554	137.36667	-64.6944	-570.91974	414.55554	163.0	71999	1346.7076	513.18365	2012.3801	-518.8416	-1380.1527	2619.6875	598.8251223564148
19	-175.21729	220.87651	258.47705	-592.0013	-409.70062	295.16418	-22.123714	-868.5496	304.13333	491.6	75999	1347.0449	496.97165	1918.0005	-617.8798	-1379.77	2710.8735	639.1654908657074
20	-324.7446	306.31253	-10.937045	-1017.5007	-529.225	397.4022	132.48163	-1138.5695	354.33334	726.9	79999	1353.4349	487.36545	1967.526	-465.25195	-1386.2522	2653.2803	682.799882888794
