Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
0	-28.061335	13.2247925	24.846247	-66.88586	12.666667	0.030852554	0.13003068	0.3863371	-0.37410557	4000	-0.018747715	748.1349	0.0	-355.6122	0.9189432	-4.768372e-10	7.911959171295166
1	-27.291664	15.258178	38.63423	-117.50358	13.194719	-8.184628	2.0080967	6.3577957	-9.505482	8000	0.038442973	396.4888	0.0	-183.38329	0.9187907	9.745359e-09	15.789424180984497
2	-28.96543	12.877058	6.7838073	-75.661865	12.877419	-14.701856	1.1575959	3.4646058	-15.101466	12000	0.0038296622	212.20526	0.0	-86.81933	0.91872996	-2.6524067e-09	23.73463463783264
3	-27.259956	13.096219	18.30839	-70.71105	13.016287	-19.125872	0.91334534	3.1212003	-19.349777	16000	-0.0015256514	117.791275	0.0	-29.660027	0.9187484	5.39422e-09	31.652392148971558
4	-28.250572	13.463911	5.8637385	-74.65798	12.826366	-21.830479	0.6830029	-2.484778	-22.002928	20000	0.05840262	97.47735	0.0	-13.954567	0.9187492	-1.013279e-09	39.597984075546265
5	-28.411972	14.525284	16.624847	-85.44706	12.779552	-23.754154	0.7357841	-4.740468	-23.927107	24000	0.010386892	97.31282	0.0	-6.2102356	0.91885984	5.066395e-09	47.479103326797485
6	-28.715906	14.85996	11.777719	-92.687706	13.088525	-24.91224	1.4254336	9.383902	-25.143715	28000	-0.053610466	97.56941	0.0	-5.065918	0.9189584	1.9967556e-09	55.40216827392578
7	-27.872387	12.833769	8.165394	-87.336754	13.361204	-25.822605	0.5591925	-12.562549	-25.974714	32000	0.006731949	70.76342	0.0	-1.3033905	0.91897464	-1.5199184e-09	63.30740571022034
8	-28.340128	14.373909	36.41228	-76.301	13.221854	-25.803902	0.90192354	-6.8047347	-25.965279	36000	-0.016932193	93.18866	0.0	-1.2998505	0.91899776	1.0699034e-08	71.21081209182739
9	-27.265558	14.276152	15.871719	-69.61493	13.148026	-25.771046	0.9536381	-7.3510346	-25.976454	40000	0.006518799	85.43713	0.0	-4.371521	0.918995	1.758337e-09	79.07567834854126
10	-27.714682	12.785476	15.8390465	-63.05254	12.7293	-25.139717	3.0414493	18.383213	-25.880302	44000	-0.03536604	79.699715	0.0	-11.469055	0.9190058	-7.0035457e-09	87.03543615341187
11	-27.484272	14.3503275	20.560396	-77.19575	13.252492	-25.611319	0.59910566	-11.250511	-25.7649	48000	-0.032831166	93.34786	0.0	-1.504364	0.91897756	-1.4901161e-09	94.92660927772522
12	-26.395718	13.643928	24.551151	-61.86894	12.883871	-25.63153	0.8721427	-4.8132095	-25.88569	52000	0.01356357	84.36032	0.0	-1.6706009	0.9189266	1.8179417e-09	102.85175132751465
13	-28.278599	14.226419	31.464142	-66.36594	13.272426	-25.108059	1.3910581	2.3086538	-25.410492	56000	-0.003936703	87.06083	0.0	-3.705185	0.91889983	-4.053116e-09	110.73937749862671
14	-27.942144	13.604682	19.564466	-71.38025	12.839229	-25.877895	0.8276969	-10.801612	-26.081448	60000	-0.008911686	85.18584	0.0	-2.450714	0.9188704	1.8179417e-09	118.65669322013855
15	-27.497377	12.694427	10.11472	-78.91565	12.957792	-25.773273	1.2410561	-4.866793	-26.11655	64000	-0.0063005355	71.29492	0.0	-1.235405	0.9188342	-4.529953e-09	126.52753448486328
16	-27.180424	13.447479	22.221087	-84.43721	12.964286	-25.94312	1.7513794	1.0873555	-26.297735	68000	0.018041112	82.13481	0.0	-4.3896103	0.91879696	7.629395e-09	134.43424892425537
17	-27.669678	13.618321	17.457926	-92.64872	13.111475	-25.76129	1.2457336	-4.496109	-26.08807	72000	-0.0035655536	84.074684	0.0	-5.131386	0.9187825	-7.1823596e-09	142.36558413505554
18	-26.664104	12.814122	10.936328	-93.13507	13.013029	-25.426157	3.0497396	20.815699	-26.168446	76000	0.03662448	79.59957	0.0	-10.362778	0.9187663	-1.1920929e-09	150.31858801841736
19	-27.335125	14.135988	12.943378	-91.64194	13.091804	-25.29461	1.6502148	4.0620747	-25.628387	80000	-0.00366413	91.327354	0.0	-3.4685593	0.91877455	6.9141386e-09	158.26327109336853
20	-27.767628	13.908849	40.177242	-80.90888	12.68254	-25.633028	0.9469604	-3.9058366	-25.858	84000	-0.017616786	86.00327	0.0	-5.5030823	0.9187756	-6.2584876e-10	166.18257546424866
21	-26.900705	14.8046055	29.454947	-90.93392	12.964286	-25.459036	2.9646692	12.7715435	-26.240492	88000	-0.0122750625	101.01241	0.0	-7.0191956	0.91876256	-5.275011e-09	174.01436924934387
22	-27.199514	14.842125	23.13929	-86.77958	13.125	-25.737825	1.3352014	0.101954624	-26.070692	92000	-0.0066269855	96.1474	0.0	-6.316757	0.918745	8.3446505e-10	181.85279965400696
23	-27.48799	12.862182	12.308519	-67.61765	12.855306	-25.265423	2.1390061	13.184509	-25.77274	96000	-0.015299033	77.39845	0.0	-8.319176	0.91872877	-4.768372e-10	189.69010066986084
24	-27.669971	13.854063	21.521734	-73.60847	12.804487	-25.886412	0.9639739	-3.7601655	-26.120272	100000	-0.0014976184	81.95711	0.0	-2.2516708	0.918693	3.0696392e-09	197.5363209247589
25	-26.916254	14.526319	14.085292	-84.17392	13.225165	-25.566269	1.0281695	-8.8249855	-25.877851	104000	0.027414922	90.94239	0.0	-3.3721542	0.9186729	-5.960465e-11	205.36368465423584
26	-27.049028	14.013216	21.414242	-83.97953	13.184818	-25.40341	1.0320537	-12.645913	-26.031254	108000	-0.02767659	86.46389	0.0	-4.1702347	0.9186657	-5.066395e-10	213.2186315059662
27	-28.946312	14.348901	10.8822155	-86.38568	13.374582	-25.11223	2.0286055	0.45364282	-26.06505	112000	-0.006524582	95.519	0.0	-10.768326	0.9186521	4.053116e-09	221.03659868240356
28	-27.527128	13.375191	11.7813635	-80.50487	13.416107	-25.752106	2.167958	5.9864144	-26.692764	116000	0.06455649	81.88758	0.0	-8.88163	0.9186296	-2.8312206e-09	228.9282398223877
29	-27.975285	12.498011	8.805324	-66.309784	13.108553	-25.38315	1.7343332	-2.0594623	-26.557692	120000	-0.0076655922	70.849785	0.0	-7.3220406	0.91864836	-3.3676624e-09	236.783855676651
30	-28.701963	13.630212	12.934974	-84.17594	12.620254	-25.65994	1.5291893	-6.9426556	-26.664309	124000	-0.018401189	83.67521	0.0	-8.526329	0.91866255	-2.3245812e-09	244.680029630661
31	-28.557589	12.273086	5.78364	-72.741104	13.095082	-25.892042	2.2437103	-4.8189454	-27.538736	128000	0.013132201	71.10605	0.0	-10.019775	0.9186587	-8.642673e-10	252.51935482025146
32	-28.80683	13.59964	11.434529	-79.43083	12.925567	-25.743958	1.917151	-7.459049	-27.825895	132000	0.0186338	76.885376	0.0	-5.639969	0.91866297	-8.404255e-09	260.42310643196106
33	-28.627111	13.90611	12.845892	-69.37756	12.970779	-26.296133	1.9392996	-8.195088	-28.638256	136000	-0.00014440059	83.31707	0.0	-12.858269	0.91868347	5.841255e-09	268.6002824306488
34	-27.903374	13.734349	12.274455	-79.58148	12.650794	-25.696407	2.185427	-8.967229	-28.852032	140000	0.03187111	76.00437	0.0	-13.759678	0.91869676	1.5497208e-09	277.38777923583984
35	-27.128016	14.80224	51.27794	-81.58348	13.026058	-25.71811	2.7574608	-2.2318497	-29.395178	144000	0.0046925526	91.91564	0.0	-23.672523	0.91873115	-6.5863133e-09	285.8801579475403
36	-27.917181	13.45228	10.587382	-97.23588	13.091804	-25.093544	3.997391	9.559696	-30.132744	148000	-0.010162111	71.4735	0.0	-18.668278	0.9187667	5.5134297e-09	294.5326957702637
37	-27.9652	13.599204	55.14741	-82.63248	12.453125	-25.364086	4.35572	8.670195	-31.344866	152000	-0.022714106	75.90081	0.0	-28.412014	0.9187909	1.4007091e-09	303.32405066490173
38	-28.165087	12.602774	14.195519	-69.81165	13.081967	-25.724165	3.2809412	-15.185649	-31.81127	156000	-0.028676286	48.465878	0.0	-15.749077	0.9188022	1.7881393e-09	311.5029077529907
39	-27.860157	13.843978	5.9279118	-83.39873	13.225165	-26.114418	4.414121	-13.753982	-33.31134	160000	0.037426505	46.260166	0.0	-14.634724	0.9187874	-8.5532665e-09	319.5238687992096
40	-27.90677	14.5268	27.758863	-72.80425	12.964286	-25.657564	4.942132	-11.487215	-35.007706	164000	0.030293014	41.85035	0.0	-12.776815	0.91880405	-3.2782554e-10	327.5000479221344
41	-28.195074	14.398062	17.752995	-76.81617	13.181519	-25.768421	5.5825014	-9.224453	-36.284058	168000	0.021596087	43.531414	0.0	-15.368992	0.918839	2.115965e-09	335.6408817768097
42	-28.132809	15.615456	26.486816	-83.714455	13.168317	-25.800726	6.3828225	-8.024969	-37.973103	172000	0.009290611	39.01151	0.0	-14.128941	0.918886	2.2351743e-09	343.6493899822235
43	-27.452457	12.604267	18.239313	-65.79374	12.973942	-25.896204	6.511183	-6.1407366	-39.36966	176000	0.017391812	28.18716	0.0	-13.685182	0.918932	1.9371509e-09	351.7059133052826
44	-26.001736	13.912594	21.50392	-68.45335	12.932039	-24.966774	6.9969444	-5.9001713	-39.881	180000	0.03880409	25.389994	0.0	-10.068822	0.9189845	-4.8279762e-09	359.5930781364441
45	-27.897875	12.48642	18.776314	-59.052288	12.626582	-25.974276	6.5930552	-5.455249	-40.099674	184000	-0.032187425	19.321188	0.0	-6.871935	0.9190632	9.23872e-10	367.49601340293884
46	-28.1331	13.197248	16.888807	-72.476814	13.098361	-25.803083	6.94413	-5.07128	-40.589085	188000	0.05446259	23.040867	0.0	-8.950048	0.9191092	1.7285346e-09	375.44373321533203
47	-27.639484	14.128322	11.416709	-86.79359	12.970779	-25.824266	6.8172626	-5.3134212	-41.426483	192000	-0.040596824	22.348288	0.0	-9.225736	0.9191825	1.4007091e-09	383.36443567276
48	-27.076199	13.757596	14.612243	-88.93215	13.161716	-24.986809	7.3417497	-4.589857	-42.279507	196000	-0.050809097	24.520979	0.0	-9.665825	0.91922444	-4.5597552e-09	391.3069043159485
