Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
32	295.3208	602.1734	1848.1865	-195.74522	236.9871	261.6809	646.9568	-152.5369	295.72726	410.1	127999	759.0372	206.3439	1078.3573	-353.11285	-772.7909	707.0142	1219.6485397815704
33	1123.5936	257.0608	1557.6018	813.96155	784.99963	955.3017	2405.722	-360.40085	810.6	729.4	131999	754.58234	202.93265	1036.3671	-325.77423	-768.1961	623.5767	1267.162045955658
34	280.28183	336.1011	804.57324	-54.49952	1346.0999	542.98193	1880.5408	-102.01126	446.8889	907.1	135999	747.94464	195.48387	983.92865	-314.72452	-760.88635	606.1859	1317.2647931575775
35	1643.0829	604.0773	2219.886	639.87024	275.31482	519.10114	1322.7983	-355.48138	944.0	626.9	139999	739.63184	192.35274	1007.4271	-369.1357	-752.5196	622.6196	1363.3245270252228
36	538.627	485.58316	1129.2058	-179.47482	608.4641	498.8023	1479.1683	-56.029713	689.1429	710.2	143999	731.94336	184.89525	997.2531	-366.79733	-744.41327	554.42535	1411.5252923965454
37	115.100075	230.9824	502.23633	-162.95348	719.06354	934.4105	2109.5266	-153.92653	303.72726	451.4	147999	720.46313	178.95566	954.88934	-299.49017	-732.1245	595.8762	1454.5794956684113
38	609.2398	551.25134	1406.2666	-41.98815	-339.55136	381.60767	4.862428	-952.3344	618.7143	494.6	151999	701.1931	172.65611	908.40753	-582.8948	-712.24725	568.3202	1497.518991947174
39	69.66629	159.55869	387.9766	-90.53923	883.0493	450.58163	1425.3207	99.43816	397.77777	892.6	155999	679.181	165.27649	896.8188	-358.43713	-689.70337	543.2847	1547.574669122696
40	122.647705	203.98352	552.5269	-116.26025	875.88885	482.34988	1443.0782	-99.0445	373.23077	833.4	159999	660.4431	159.9746	902.1104	-418.17514	-670.74994	470.52545	1596.0145237445831
41	401.32205	582.68567	1331.3458	-275.9962	427.42496	231.90239	811.62244	66.801895	446.1111	898.8	163999	647.72864	158.8606	914.72644	-404.5169	-657.88715	465.19067	1646.1370303630829
42	425.76685	692.56885	1883.7734	-59.949512	1269.638	509.631	1786.9847	-36.191063	359.44446	900.7	167999	634.8398	152.7404	918.0151	-232.04434	-644.9461	484.6995	1694.4164419174194
43	1065.1298	634.681	1913.1594	-34.293285	1636.138	855.2084	2325.9917	-66.665886	707.1667	803.6	171999	628.34686	147.82133	881.40063	-399.2947	-638.2319	457.9758	1743.024576663971
44	514.2493	545.2181	1553.5941	-39.01404	1002.3838	509.2073	1750.5885	-76.185	401.33334	1000.0	175999	622.24164	150.22998	803.66394	-316.72083	-632.0428	428.02115	1794.9738719463348
45	1516.8884	822.73065	2170.22	-53.926125	2034.393	784.02716	2761.7961	22.58682	798.6	911.2	179999	617.62646	148.26799	796.4302	-292.6903	-627.27386	409.7097	1845.262314081192
46	1430.1012	869.561	2215.4514	77.80372	2274.6836	855.84015	3016.8804	-57.67598	858.6	901.1	183999	611.1204	144.47731	777.939	-344.88632	-620.2296	392.01315	1896.2207503318787
47	1305.3586	1306.8302	3383.8801	-118.62524	2123.8716	1154.4943	3597.5857	16.822361	549.7143	870.9	187999	600.12994	139.15932	777.46313	-371.3708	-609.0119	430.3424	1943.3678884506226
48	836.8663	772.2966	2244.1768	-41.270725	1399.0554	1390.3159	2989.5146	-114.271385	506.44446	561.9	191999	592.3904	136.54024	835.017	-265.072	-601.2024	388.04938	1987.5964188575745
49	1329.6898	948.18744	2445.0117	46.184093	1636.5864	557.76276	2151.2615	53.169914	677.2	916.9	195999	585.44446	134.63374	851.45514	-474.6641	-593.90875	389.02692	2037.9665944576263
50	110.97958	416.06516	1694.1946	-199.19958	213.66187	310.1725	928.2118	-58.05251	214.36363	410.2	199999	588.3972	136.75423	882.2463	-361.89124	-598.13226	420.7722	2079.342158317566
