Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
1	-130.31772	1.7300797	-128.58765	-132.0478	-44671.113	54689.152	-113.116974	-118171.49	26.5	4012.2	3999	-77.08243	41.559788	0.09514071	-150.94514	-77.07673	41.56899	0.19086428	-149.74026	0.84821874	2.2532523	10.522652	-11.9058275	76.40306	1.7959311	110.68205881118774
2	-1724.7341	8341.52	-50.09218	-45068.133	-34527.098	51726.48	-81.74991	-123077.31	160.0	3064.7	7999	-164.26082	48.44046	24.714693	-229.02809	-164.26115	48.437885	23.018305	-229.01048	7.0500994	3.1245286	21.343206	-12.028611	158.46953	23.80645	220.65169644355774
3	-3596.3555	10352.417	-99.51323	-34653.39	-70426.95	57523.43	-86.44521	-122726.414	367.2	6007.0	11999	-209.25488	71.34574	45.83824	-317.17145	-209.25612	71.34082	45.65464	-300.42404	6.957675	3.6511078	50.189243	-12.429219	203.59247	28.153828	391.7429268360138
4	-37553.37	0.0	-37553.37	-37553.37	-126.80647	47.43485	-74.50922	-244.39896	3796.0	18.3	15999	-298.33102	97.54828	34.355797	-540.99915	-298.33118	97.54807	33.84889	-497.6837	4.684393	3.7445009	50.501175	-12.727931	296.39066	52.40818	438.1422517299652
5	-15751.728	22126.674	-94.4961	-47043.566	-117.53583	42.99083	-77.332954	-215.04437	1343.0	19.9	19999	-398.1563	122.54897	16.272905	-573.19495	-398.15637	122.5491	11.4721775	-573.1979	3.1828294	3.0713196	42.24176	-12.696316	397.4708	114.21682	486.5748379230499
6	-3512.4797	12213.809	-51.75534	-47549.715	-10111.386	29990.273	-68.06482	-100082.18	302.35715	1018.1	23999	-464.8206	137.14447	31.508818	-781.5477	-464.82016	137.14552	27.572756	-754.3588	3.6206574	3.0886695	46.277798	-11.737694	463.57935	125.53592	553.357519865036
7	-3517.557	11716.31	-87.92604	-44103.6	-33791.984	51628.44	-91.28657	-119759.41	304.69232	3011.2	27999	-514.9902	134.77843	33.443615	-685.60223	-514.98914	134.7821	28.759182	-706.9683	4.6470637	3.8900497	39.856483	-13.192274	512.61536	169.52423	663.304922580719
8	-5984.589	14401.028	-72.94839	-41259.715	-10729.312	31517.732	-32.372093	-105276.79	557.0	1027.6	31999	-541.362	127.09525	25.597927	-773.16565	-541.36346	127.085526	37.674816	-749.8836	6.0619674	3.7116463	30.87277	-13.061712	537.0082	191.5857	730.0169153213501
9	-3147.3938	10888.035	-81.745476	-42404.695	-22373.77	44574.207	-80.80383	-117899.3	295.64285	2016.9	35999	-564.6635	152.32965	41.675148	-780.9411	-564.6643	152.32523	45.967617	-779.8161	4.970505	3.4193306	40.578083	-11.180043	560.88873	203.60019	817.7239456176758
10	-7684.0894	16757.521	-113.00987	-45154.71	-11838.961	35170.01	-87.38427	-117348.97	643.3333	1016.8	39999	-586.4255	185.40997	47.929577	-863.7577	-586.42487	185.41357	43.9108	-886.1555	4.7467933	2.9866743	39.111748	-10.529852	583.00714	214.04219	884.6946396827698
11	-1682.6947	7672.091	-68.52892	-39267.676	-11962.978	35557.723	-69.21027	-118636.125	172.08	1017.6	43999	-601.2764	204.45866	52.807594	-937.1963	-601.276	204.4609	29.831087	-922.63025	4.3505664	3.0615387	48.64875	-10.793562	598.3774	257.13687	953.590389251709
12	-4025.3333	11766.968	-44.252	-39326.098	-109.10835	35.319973	-68.83856	-186.45091	373.3	18.0	47999	-633.41815	198.59871	32.487995	-986.10895	-633.4209	198.59041	44.871063	-1022.4765	3.6387796	3.3177037	63.061577	-13.396809	631.7344	230.64651	1001.6143786907196
13	-1351.3223	7046.7397	-42.46519	-41213.387	-106.38448	37.722893	-42.50392	-186.70992	134.06061	19.3	51999	-662.98914	204.6914	28.264767	-991.25446	-662.99005	204.68588	40.787235	-967.76373	4.262881	3.3725495	50.064163	-12.304953	660.5561	304.59555	1049.531905889511
14	-307.63794	2550.032	-22.006807	-36047.62	-102.82937	19.492956	-51.985027	-126.64636	37.429295	18.0	55999	-656.6091	237.3406	112.66956	-954.70996	-656.61115	237.33578	80.30198	-936.03864	4.1068335	3.2840316	93.73118	-11.913404	653.77747	280.39612	1098.9882686138153
15	-112.454895	40.450996	-34.094402	-310.86337	-102.03027	24.32223	-54.240612	-137.62611	18.439306	16.7	59999	-623.99695	278.4532	50.93441	-1026.5731	-623.9924	278.46158	75.92706	-1021.9119	4.532857	3.3396957	50.133698	-11.566547	620.99176	350.24225	1149.6543636322021
16	-2311.693	3822.812	-79.72687	-8932.932	-98.66359	15.5778	-74.347	-134.233	215.0	16.7	63999	-626.8964	290.6224	43.973995	-1134.6288	-626.892	290.63657	61.73002	-1217.9745	4.1958447	3.1363971	50.414795	-11.226976	624.89215	356.0095	1201.6777493953705
17	-1464.4991	7553.7256	-40.159386	-43521.473	-100.059654	23.456167	-57.93336	-134.47638	141.59375	16.7	67999	-653.36426	289.511	44.608173	-1138.1603	-653.3609	289.519	72.173096	-1113.8944	4.0538735	3.0733402	46.66093	-11.928975	651.4395	348.4304	1254.1319098472595
18	-1129.0707	6364.1187	-43.725697	-40872.605	-103.91122	20.645912	-61.83725	-131.44844	102.575	18.3	71999	-657.4421	286.12164	66.50868	-1116.4371	-657.4407	286.1227	44.266094	-1177.7952	4.7545443	3.416742	50.79588	-11.66909	654.4764	330.61044	1306.8906455039978
19	-519.2325	3796.309	-48.06493	-36130.438	-101.034904	36.130444	-61.481014	-169.4926	55.0	17.2	75999	-652.71936	291.286	40.030716	-1103.1863	-652.7164	291.29556	67.948906	-1096.4663	4.8069396	3.479265	67.10282	-12.714291	650.1832	367.10675	1358.7808051109314
20	-229.14268	1890.066	-33.38533	-29261.973	-112.32707	19.311436	-87.4132	-144.29352	27.126583	17.1	79999	-640.964	302.31845	98.18502	-1116.1919	-640.9614	302.32684	25.552435	-1105.5391	4.6297145	3.637234	58.545563	-12.665817	638.37897	294.72696	1414.8246970176697
21	-103.14833	30.487682	-30.355	-227.71785	-12323.85	36590.93	-47.421413	-122096.56	17.07483	1018.7	83999	-615.93524	316.74863	36.36668	-1113.9446	-615.93134	316.75717	50.36096	-1080.6383	4.5870767	3.632158	54.37248	-12.556982	613.5327	329.84427	1494.6778631210327
22	-299.5216	1825.9247	-49.14714	-18090.11	-24395.168	48572.17	-37.336174	-122388.375	33.010418	2015.3	87999	-601.97125	325.49496	42.35468	-1089.1958	-601.9684	325.49948	68.35694	-1049.2021	4.93809	4.0167146	60.098854	-10.174598	598.81226	356.52313	1594.4025008678436
23	-203.83737	1503.2933	-28.28412	-23585.035	-130.4434	17.97651	-93.57466	-164.11519	25.962963	17.9	91999	-579.90985	333.24466	57.15825	-1090.313	-579.90875	333.2482	68.65275	-1083.0293	4.889933	4.0256844	64.380135	-10.337405	577.23315	330.3072	1646.5226526260376
24	-103.74082	24.706898	-48.944393	-182.59601	-104.4661	21.071281	-73.37025	-143.28577	15.775	16.6	95999	-559.52167	341.64926	59.487576	-1352.4088	-559.5222	341.64908	26.022223	-1204.3972	4.2824063	3.8278978	76.760956	-13.096446	556.98425	337.03333	1704.5317862033844
25	-1854.579	8219.737	-40.719154	-40408.39	-106.750084	24.929085	-63.41241	-137.71664	162.17392	17.3	99999	-566.4929	344.92807	65.38764	-1286.3535	-566.49304	344.92654	70.5895	-1226.7186	4.05694	3.754608	76.415695	-11.039817	564.63574	382.2823	1764.6717069149017
26	-1005.1161	6042.095	-50.83989	-41535.88	-119.49325	26.02055	-86.34765	-172.89621	95.608696	19.1	103999	-575.4938	349.10922	77.63393	-1114.832	-575.4908	349.11237	67.256966	-1203.2712	4.2880893	3.9784834	49.59793	-13.716435	573.20416	349.03662	1825.7182581424713
27	-6624.8765	14534.868	-100.9137	-39125.8	-114.218445	58.546444	-39.78112	-259.88214	557.0	19.3	107999	-579.7881	349.91415	90.378586	-1533.3918	-579.7866	349.91592	81.73427	-1351.0767	4.7526507	4.03158	62.617584	-12.21035	577.31433	420.00943	1886.9797611236572
28	-348.39276	3173.5469	-35.4833	-40363.37	-90.734634	24.175024	-59.71011	-133.00352	40.8125	16.0	111999	-571.8228	349.59747	20.712038	-1301.467	-571.8196	349.60202	39.368576	-1293.5061	4.8973665	4.1814814	64.835075	-13.745684	569.5076	333.96606	1945.7957746982574
29	-222.86751	1317.9092	38.36583	-14475.227	-95.997246	20.618822	-73.15777	-139.70528	27.940678	15.5	115999	-574.4139	359.76544	50.01166	-1144.6711	-574.40936	359.77466	116.87627	-1154.0961	4.383261	3.910064	52.028725	-11.962574	572.7527	326.5403	2003.0799479484558
30	-768.8254	4062.0278	-42.758358	-25476.74	-118.13188	39.234463	-60.46595	-208.10457	70.68421	17.7	119999	-583.37915	364.08118	38.854004	-1134.8223	-583.3752	364.09015	36.655727	-1181.7109	4.7665787	4.054779	47.99268	-11.284109	581.4154	326.60797	2062.593378305435
