Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
1	-28.071995	13.560577	19.939682	-82.06826	-27.990162	15.281894	0.587572	-49.565453	12.935275	15.7	3999	-8.851678	8.796937	16.16457	-36.646538	-8.852263	8.794752	16.835543	-39.10964	7.5605483	7.003527	26.4541232585907
2	-27.763962	14.884811	47.42875	-79.2495	-30.407303	11.568738	-4.3310747	-41.780373	12.870968	10.7	7999	-17.726221	10.856768	40.3241	-48.099167	-17.726288	10.861558	40.55463	-48.89731	15.943625	3.8693	61.159196615219116
3	-28.132626	13.998584	23.454779	-77.83896	-25.530674	12.027306	-3.458704	-45.172714	12.764331	13.7	11999	-23.624615	11.05111	56.65813	-53.513958	-23.625095	11.0616455	58.166946	-53.268223	22.184422	4.429504	95.08249616622925
4	-26.859135	14.829244	36.067204	-75.29931	-17.251043	19.196184	33.675888	-38.3264	13.756014	14.6	15999	-25.438713	10.808255	68.89967	-60.96587	-25.438986	10.813913	68.70263	-60.411266	24.335308	4.0021763	129.3833429813385
5	-21.615482	29.74001	343.3746	-54.861794	5.289813	98.91661	299.1414	-46.758213	15.338776	22.4	19999	-24.7803	12.136342	72.68711	-64.45894	-24.780485	12.139602	74.08279	-64.62141	23.707706	4.081828	165.10985565185547
6	37.828754	267.23575	1822.4653	-93.90582	602.56604	1735.5684	5792.609	-54.718704	34.201614	436.9	23999	-18.786816	24.16059	98.50323	-63.195587	-18.787153	24.163382	97.19497	-63.490692	17.449629	4.4860635	208.89133262634277
7	257.14078	1008.5925	6065.0337	-61.96841	828.08905	1713.9185	5668.9243	-42.127285	98.9	347.8	27999	-7.1904283	40.02959	146.02013	-62.719517	-7.1904526	40.03297	148.18561	-62.038982	5.3268185	6.8788476	250.14660573005676
8	167.34789	456.53375	2547.4502	-67.69964	155.0096	298.27646	840.5167	-39.340572	74.333336	56.5	31999	7.7366977	55.808277	207.03094	-62.103302	7.736785	55.812794	207.10109	-62.689312	-10.460633	12.239442	285.79079508781433
9	322.90292	611.60767	2389.1387	-58.43307	355.56174	595.24585	1965.0911	-47.976555	106.10526	117.7	35999	23.870005	70.406265	252.84204	-66.21761	23.87069	70.40814	252.6219	-66.80216	-27.531763	21.484262	321.93828797340393
10	191.4172	602.5359	2832.5984	-46.871826	6133.0312	9026.947	24917.549	-33.25212	68.88	1075.9	39999	43.243687	86.534355	296.74612	-71.55153	43.24284	86.54091	297.8027	-74.6809	-47.879974	28.672258	377.98165225982666
11	10713.116	7702.3765	17598.582	-39.381855	11389.063	15203.426	45159.28	-31.257364	1971.0	1544.1	43999	69.08302	104.72646	348.12015	-70.83651	69.08195	104.73289	347.93997	-73.24267	-74.88582	35.615788	442.5558693408966
12	17506.037	24772.604	52539.79	-12.262823	23427.277	35827.44	78417.57	-62.29049	1355.0	1213.0	47999	101.82126	130.93758	478.95618	-82.18739	101.81997	130.93921	477.95996	-86.76916	-108.58142	48.844486	499.9957947731018
13	1224.138	2175.9065	4992.902	-41.623543	2147.8276	3410.3748	11058.159	-32.784164	86.75	183.1	51999	154.69713	180.65448	609.3784	-83.49457	154.69513	180.65811	611.15967	-81.34795	-163.02452	75.13751	538.2307608127594
14	36734.754	35452.395	72187.15	1282.3582	14111.964	28128.232	71156.31	-77.244354	2061.5	819.8	55999	235.30064	250.6721	732.1706	-87.2974	235.29846	250.67351	730.89197	-85.517334	-245.56621	135.78624	589.1818287372589
15	74467.7	0.0	74467.7	74467.7	39162.547	39200.957	78743.234	-59.251255	3832.0	2005.4	59999	324.05194	314.63214	842.2302	-75.87968	324.04907	314.63757	840.88696	-82.20754	-336.10513	190.10538	662.4739737510681
16	75642.766	0.0	75642.766	75642.766	30994.316	38004.02	77829.02	-60.447826	4000.0	1607.2	63999	413.75024	367.94882	940.1195	-94.56816	413.74734	367.95712	940.8813	-86.07888	-426.98953	238.87425	728.2742042541504
17	78404.47	0.0	78404.47	78404.47	47067.71	38455.41	78731.33	-34.082035	4000.0	2403.9	67999	502.23438	414.38742	1033.4679	-145.35559	502.23108	414.39697	1039.3113	-150.52423	-516.60266	366.9901	809.6333563327789
18	15645.401	31368.541	78382.484	-43.05659	31548.49	38678.203	78970.836	-46.51505	807.4	1606.1	71999	593.0716	455.82883	1136.7772	-171.51175	593.07007	455.83426	1128.3616	-163.41603	-609.1148	360.0057	877.0715539455414
19	78107.086	0.0	78107.086	78107.086	55033.49	36050.3	78851.83	-37.25218	3963.0	2803.0	75999	679.75183	489.71597	1202.8602	-158.47372	679.7464	489.72678	1201.6826	-152.06503	-697.5112	414.7775	968.0934371948242
20	78511.555	0.0	78511.555	78511.555	62701.176	31369.125	78941.3	-33.44105	4000.0	3202.6	79999	760.9944	516.00006	1277.9209	-123.78419	760.9928	516.0109	1278.9758	-132.56473	-778.21063	605.41644	1067.2883851528168
