Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
1	91.125404	87.770645	315.26932	-138.17503	129.40234	70.504425	218.37352	25.802221	15.318007	15.1	3999	27.252024	31.962833	208.13287	-49.38569	27.248384	31.988026	207.75557	-46.90527	-38.336838	51.108	25.128857374191284
2	99.51592	83.76526	309.32614	-142.12637	100.84291	60.620308	169.04518	-50.46703	15.267176	16.0	7999	130.7745	103.04074	436.19568	-45.039314	130.77505	103.06253	432.18494	-46.92975	-166.4625	166.3832	63.857810497283936
3	124.70618	99.561935	503.46994	-154.8704	161.15384	71.88724	312.93042	73.39121	18.284403	26.5	11999	158.67485	118.25178	473.88248	-68.72076	158.66945	118.277336	476.5585	-95.85703	-184.34769	188.95325	102.83150672912598
4	373.0172	469.68414	2823.962	-92.73888	2029.2487	1416.5231	5445.0894	555.3023	47.2	235.5	15999	168.11256	138.19827	545.0894	-105.11984	168.1129	138.20647	543.5968	-119.14169	-186.51848	241.57076	142.95949959754944
5	2496.1433	2200.522	8215.296	399.30554	1353.0084	1090.6443	3973.8477	170.27483	350.83334	159.6	19999	225.59995	173.0165	615.87115	-76.57412	225.59564	173.0343	623.6052	-79.82073	-247.34244	277.33307	181.24032402038574
6	1565.6536	1296.4576	4079.6248	86.61066	2683.2297	1877.765	5965.3975	415.71994	195.52174	224.0	23999	288.33142	200.68362	722.09235	-93.05735	288.3315	200.70183	719.6999	-90.37118	-312.274	401.66177	221.12460470199585
7	1758.1525	1331.1403	5080.7217	-4.4641676	1851.5377	875.18304	3380.9272	721.0596	158.88	136.6	27999	356.70407	230.70926	833.0356	-147.09567	356.70572	230.71576	836.15674	-299.09735	-383.3638	561.03015	259.22181963920593
8	2195.1216	1749.2336	6648.1763	226.4243	2706.9734	1751.3864	5990.4634	55.381966	164.26086	242.3	31999	429.92865	264.33145	895.1179	-99.554634	429.93112	264.34174	900.4018	-96.29801	-456.92325	704.93896	299.37981820106506
9	3517.0088	2402.124	9246.647	362.09036	14684.972	145.57529	14862.138	14341.444	274.16666	1000.0	35999	489.4589	289.69214	984.42505	-111.91038	489.45508	289.72147	991.0331	-96.41191	-518.5125	971.66736	354.17868852615356
10	15409.586	1394.6957	17171.148	13637.785	16395.922	351.25348	16844.73	15683.807	991.5	1000.0	39999	561.2237	315.62906	1070.9261	-182.00502	561.22394	315.66034	1077.4799	-137.01085	-591.09424	1202.2234	409.2643976211548
11	8089.824	6356.5664	16634.176	795.2029	889.0985	548.02264	2178.4119	230.74922	497.1	68.9	43999	639.87506	345.00397	1127.4773	-187.48158	639.8746	345.04855	1137.429	-183.75879	-670.421	1491.931	445.4193184375763
12	6511.286	5900.1416	17543.256	288.86926	14700.342	2861.7178	16909.492	8363.13	383.8	926.9	47999	721.4541	369.30527	1203.0834	-159.19514	721.447	369.3415	1199.4873	-172.97446	-751.8287	1881.7058	498.1957404613495
13	9500.948	6305.9165	17397.832	1486.9286	16989.854	156.96397	17232.648	16714.877	567.3333	1000.0	51999	794.11426	387.47162	1320.5172	-234.98912	794.1158	387.48145	1279.5431	-164.84436	-823.2501	2113.1333	559.0469040870667
14	16235.18	1391.7781	17614.836	13911.562	14914.276	4742.3286	18063.916	1902.7611	946.75	914.1	55999	861.8991	399.21143	1326.6255	-202.48357	861.89856	399.2209	1294.1272	-250.16228	-891.6235	2477.565	622.702632188797
15	17005.854	213.42151	17374.125	16861.123	17049.723	280.50702	17387.316	16390.545	1000.0	1000.0	59999	923.239	406.78424	1359.3645	-288.44714	923.2343	406.80185	1344.2505	-262.85626	-951.0773	2671.7944	680.1832368373871
16	14538.359	3410.6296	17366.188	8467.933	3634.7827	2503.722	9134.54	1239.3536	860.6	233.9	63999	976.27966	409.12305	1382.2358	-292.42142	976.2775	409.15274	1373.2759	-308.42883	-1002.8399	2805.7932	722.4746396541595
17	12801.8	4148.686	17798.871	7099.5728	18234.973	383.59802	18807.156	17706.54	738.3333	1000.0	67999	1016.4972	411.62167	1403.0481	-453.5138	1016.5015	411.64322	1398.7858	-408.8715	-1042.3726	3042.0977	782.4446935653687
18	14696.865	5851.277	18451.865	4581.455	15774.725	4875.9575	19537.01	4572.2524	816.75	862.2	71999	1055.2699	413.7332	1431.3262	-372.15317	1055.2688	413.76102	1430.608	-449.4002	-1081.4581	3300.8352	841.5313336849213
19	15069.528	5557.3794	18373.441	3995.903	17542.31	463.66754	18441.492	16873.934	846.8	1000.0	75999	1091.1077	418.0904	1469.7692	-407.27515	1091.1085	418.1258	1459.9683	-287.46887	-1115.984	3277.6804	911.785514831543
20	16291.686	3048.1794	18753.227	11391.358	17460.66	5646.1807	19632.232	535.98505	874.2	905.2	79999	1122.9445	422.07306	1484.42	-463.22302	1122.9456	422.10428	1484.604	-481.76422	-1146.7822	3506.8625	976.6538951396942
21	13783.307	4751.741	19433.86	7199.1704	18992.215	231.96973	19282.332	18409.172	737.6	1000.0	83999	1156.3394	425.0025	1509.497	-550.19324	1156.344	425.02762	1534.7855	-449.1445	-1181.909	3517.3352	1043.978034734726
22	16669.51	2678.402	19126.16	13391.128	19649.82	342.1746	20152.271	18839.006	887.8	1000.0	87999	1187.703	425.02264	1547.0632	-485.97864	1187.7074	425.04385	1530.9518	-507.00125	-1211.229	3978.8657	1115.1135993003845
23	11278.209	7000.394	19015.953	2498.2856	12662.484	7373.228	17701.814	1272.3914	604.0	725.7	91999	1210.1803	422.4703	1553.116	-651.432	1210.1816	422.49414	1574.0394	-640.4445	-1233.5315	4077.19	1180.4930684566498
24	8306.784	7098.9526	18971.521	235.65298	19118.723	585.6671	19577.57	17471.754	448.2857	1000.0	95999	1228.8917	420.9468	1570.6938	-699.8649	1228.9089	420.95685	1574.7024	-648.31586	-1252.6927	4055.4368	1250.7809691429138
25	12105.118	7204.962	19174.62	897.235	19218.05	218.88092	19552.105	18873.455	638.8571	1000.0	99999	1252.2712	416.96158	1583.7472	-753.85693	1252.2775	416.9769	1600.3273	-912.4106	-1276.3656	4173.23	1321.2137551307678
26	16736.04	5063.9297	20387.861	8000.2363	20258.67	1018.8469	21308.531	17509.912	857.5	993.2	103999	1271.7922	415.5966	1610.272	-562.9886	1271.7998	415.61108	1603.6289	-557.5492	-1295.586	4248.5347	1390.1647727489471
27	13835.9795	6506.059	20463.613	3840.0771	10044.965	6357.9385	19593.307	2950.9937	695.4286	540.2	107999	1285.7388	411.981	1612.1986	-550.5664	1285.7393	412.003	1625.1831	-623.9899	-1310.2721	4322.169	1452.3164269924164
28	11989.374	8310.892	18949.93	1182.9677	13638.053	8460.703	20365.969	620.731	640.0	720.7	111999	1301.0288	410.15768	1625.6901	-686.49506	1301.0377	410.14453	1628.409	-861.36206	-1328.6827	4547.4053	1518.6248669624329
29	12902.951	6959.981	18681.771	430.44525	5958.9893	4725.221	17028.527	1233.3514	700.8571	351.3	115999	1312.8696	405.70847	1659.9257	-597.7273	1312.8679	405.77072	1674.3536	-809.62366	-1340.9227	4805.0996	1576.1114559173584
30	11303.742	7445.3364	19366.768	123.06329	18183.857	2728.3513	21071.057	10398.315	612.3333	965.6	119999	1329.8776	402.60248	1676.6636	-635.3583	1329.8812	402.65564	1699.198	-738.40173	-1358.049	4418.4854	1645.4917376041412
