Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	-26.188938	14.975308	22.791513	-59.07432	14.832714	0.018022396	0.109644435	0.36673528	-0.34654617	4000	6.7949294e-08	700.1468	-0.016018244	-362.3925	0.9189432	0.0151794255	0.1305	30.0	8.157865524291992
1	-27.69751	14.345367	33.437927	-67.86409	14.913857	-8.898617	0.75476676	-0.6547273	-9.544985	8000	-5.6028364e-09	356.2312	-0.023308739	-165.14067	0.9148719	0.0151351765	0.17725	77.0	16.59677004814148
2	-25.943035	16.39169	41.396248	-70.73478	14.723248	-14.995132	0.24566977	-10.634359	-15.124543	12000	-1.6450882e-08	193.21466	-0.02377029	-60.29991	0.900541	0.012846554	0.16025	79.0	25.032758951187134
3	-26.137173	14.604521	26.733187	-58.807285	14.781482	-18.743336	0.22580464	-12.670077	-18.83025	16000	1.5735626e-08	115.94033	-0.017831217	-25.367805	0.9023993	0.015006131	0.13525	43.0	33.23315215110779
4	-26.952143	15.411658	63.428238	-62.780376	14.910448	-21.324932	0.14329171	-18.346296	-21.389914	20000	-4.2915342e-09	102.28169	-0.02558046	-10.706055	0.90188056	0.01199578	0.1655	79.0	41.43787121772766
5	-24.920918	15.229371	50.567093	-66.142654	14.847584	-23.062675	0.23413058	-18.335297	-23.142185	24000	-9.536743e-09	88.768524	-0.023309713	-1.4765549	0.8928142	0.015194848	0.16075	49.0	49.62462520599365
6	-25.764957	14.717944	13.976076	-73.66496	14.512728	-23.490145	0.7597956	-6.2791576	-23.688175	28000	-9.059906e-09	79.805916	-0.027554084	-1.8920364	0.8908212	0.008896352	0.165	79.0	58.01293683052063
7	-24.888512	15.597474	20.583826	-64.63884	14.958801	-24.100054	0.45237857	-16.770971	-24.228487	32000	1.1563301e-08	87.0235	-0.025707683	-2.1898346	0.8814031	0.014332409	0.18125	79.0	66.30178713798523
8	-26.396284	13.95533	25.912663	-55.374775	14.418773	-24.141813	1.6243646	11.865021	-24.440998	36000	2.002716e-08	71.336685	-0.022072343	-3.5206375	0.8718236	0.015076821	0.15275	44.0	74.28888893127441
9	-25.5625	14.327214	18.76495	-64.16412	14.705882	-24.739601	0.65591633	-3.1129386	-24.911491	40000	-3.9339065e-09	81.29454	-0.020033393	-1.5553436	0.8683717	0.015070635	0.13075	32.0	82.1708915233612
10	-25.835924	13.870568	19.063017	-58.718143	14.6654415	-24.553482	1.2964566	-0.9920032	-24.886036	44000	5.722046e-09	73.091484	-0.013933521	-1.8671875	0.86393505	0.015091294	0.14025	18.0	90.20003533363342
11	-26.650318	14.956139	27.758541	-81.66717	14.851301	-24.317928	1.2114615	-5.203907	-24.773476	48000	-4.2915342e-09	84.680595	-0.007640107	-5.9377365	0.8623749	0.015405657	0.13825	7.0	98.1112756729126
