Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
19	383.81964	504.16663	1297.5072	-123.068344	-65.13344	235.69514	193.59923	-695.0537	605.875	369.9	75999	870.1377	318.37656	1321.2131	-176.68463	-893.2968	852.83026	691.5313274860382
20	189.35231	334.82404	736.1089	-453.1639	-16.404118	79.67215	72.82306	-143.74799	456.66666	128.2	79999	920.3819	332.48044	1398.76	-282.35367	-944.11975	967.5037	726.1421849727631
21	-9.984907	150.4466	301.17038	-285.2163	-180.20445	173.04547	-16.663671	-483.5209	198.65	145.2	83999	961.4759	343.6468	1502.471	-408.38058	-986.14813	1047.1714	760.9019041061401
22	-88.322945	153.5913	85.10703	-446.69205	-1181.424	414.16275	-53.731365	-1608.9934	308.0909	903.3	87999	1002.654	344.29306	1464.326	-342.27115	-1026.9794	1086.4764	808.3127222061157
23	1148.5414	872.73663	2386.1414	191.7002	608.67786	676.4994	1702.1488	-181.71194	910.75	639.5	91999	1027.8265	335.94418	1413.3053	-357.97498	-1052.1825	1253.8508	851.038156747818
24	556.50616	699.8291	1396.578	-543.8005	348.5877	336.56766	830.1157	-38.584675	682.2857	819.8	95999	1047.0743	329.84653	1493.5178	-371.53586	-1070.0405	1326.5535	897.2403700351715
25	-195.0255	191.12349	18.227362	-612.8116	-231.52522	108.10221	-63.060024	-469.6724	379.18182	221.2	99999	1047.4463	317.68982	1482.7557	-383.45367	-1069.185	1215.2323	933.4739754199982
26	63.271416	174.60239	497.51193	-172.20113	-50.799187	294.56992	299.66006	-838.8526	395.8889	419.6	103999	1050.9313	309.36035	1429.4354	-819.12146	-1072.1816	1369.75	973.6212232112885
27	-67.01731	131.97234	102.70352	-290.4712	-568.0404	509.18008	-47.02796	-1572.5017	484.55554	590.1	107999	1052.0767	293.74445	1477.9006	-442.80823	-1073.1025	1389.2834	1016.0671727657318
28	22.733484	180.16756	286.30325	-267.22388	187.36604	274.5369	801.7808	-137.01384	348.4	608.9	111999	1038.7048	276.86996	1386.4152	-595.1608	-1058.2585	1226.3035	1058.305408000946
29	-103.45178	152.08276	137.25645	-439.79434	-352.1654	293.92044	-76.458855	-1029.3855	422.3	330.4	115999	1022.13306	275.95013	1333.628	-328.9369	-1041.1871	1278.7871	1097.3636543750763
30	18.778486	163.08069	319.62546	-202.01364	74.58037	457.65768	693.6379	-876.12396	654.1667	886.0	119999	999.80566	281.2797	1270.602	-369.73816	-1017.65326	1133.1609	1146.5535731315613
31	-119.18624	268.78732	146.77184	-774.7536	107.44224	246.4913	471.5062	-391.91867	423.6	735.7	123999	962.2255	267.12527	1216.7617	-382.72534	-978.20465	1011.81384	1193.6944365501404
32	-55.422436	146.31882	187.14943	-310.35574	301.21844	426.96658	853.0415	-319.30063	344.0	791.0	127999	919.8524	250.76942	1235.2357	-319.63736	-935.2455	928.6427	1242.2244288921356
33	-2.111623	269.79538	379.79276	-475.51685	-52.400867	203.99109	386.68198	-300.1396	671.6667	855.6	131999	889.2171	238.40543	1154.8466	-453.4999	-904.45	829.31647	1290.1300249099731
34	22.93518	422.74902	1031.1741	-514.3536	128.84445	165.76697	496.1443	-104.51222	482.875	298.5	135999	862.8869	228.064	1097.8348	-262.89978	-877.32404	829.8558	1328.8159098625183
35	-128.77045	233.1227	135.56378	-577.8362	-335.9693	421.50375	88.24108	-1275.2942	381.44446	397.4	139999	844.1645	222.32487	1095.8772	-374.57327	-859.2475	857.9783	1369.2548818588257
36	-252.71822	483.84213	137.5078	-1473.474	-15.552023	252.05125	381.52432	-387.57498	419.81818	425.1	143999	835.30927	217.16408	1094.1713	-373.05377	-849.5941	813.9557	1411.5666830539703
37	421.81107	364.37387	789.1795	-107.3375	422.05582	373.08783	1139.8745	50.59158	693.8333	714.5	147999	815.91345	207.45207	1106.057	-342.3673	-829.54987	793.6559	1456.9174258708954
38	523.5292	567.0756	1293.419	-45.546474	345.47757	629.8701	1334.9454	-417.59006	519.4286	564.2	151999	792.97174	198.83287	1069.7836	-536.18365	-805.6157	696.0418	1501.1981143951416
39	538.7816	619.9505	1727.0586	-153.03192	128.30981	151.38286	367.51862	-84.93226	701.1667	269.3	155999	766.60535	190.62703	1029.5646	-1312.7336	-778.437	680.3285	1540.1591641902924
40	120.92575	208.00966	539.9247	-236.1863	619.59973	547.18787	1683.8617	-81.58019	317.58334	777.3	159999	739.2605	183.53697	1053.5631	-420.5798	-750.8743	604.71826	1588.0582823753357
41	207.97334	417.6344	1288.2507	-185.19586	609.69037	351.43707	1255.5845	-6.335425	469.22223	781.2	163999	711.90375	175.25574	959.8713	-420.24484	-722.76965	578.7985	1636.1272540092468
42	254.5417	358.05728	787.6813	-282.67206	35.18642	118.3235	275.7007	-120.777855	541.0	337.7	167999	686.5064	165.91113	927.7205	-428.57764	-697.02075	586.2422	1676.259779214859
43	346.2182	358.37186	1148.9908	10.071337	348.70892	515.44293	1204.0503	-418.3653	502.0	650.5	171999	665.16327	157.25725	865.9371	-315.53342	-675.6935	530.51965	1722.0563533306122
44	438.72006	264.13293	786.6517	-24.680573	593.3995	261.84634	935.7236	-67.76365	674.8333	905.9	175999	649.7624	155.64708	903.06824	-382.57397	-659.9762	469.72968	1772.2875926494598
45	159.13379	232.42459	716.8928	-187.98383	725.1554	573.5785	1967.4392	-72.13679	363.18182	670.3	179999	642.2524	154.1885	922.11646	-384.7278	-652.6552	490.9309	1819.1995258331299
46	628.9103	540.1558	1384.2657	-188.51645	670.64453	407.7456	1308.2096	-26.9926	591.2857	874.4	183999	635.10223	151.83557	1000.1056	-297.61557	-645.2259	457.30792	1867.312260389328
47	755.3429	610.46124	1673.1962	-41.022507	583.9715	545.2143	1715.5612	31.770689	777.8	499.3	187999	626.033	148.16544	1097.5251	-279.68256	-635.8984	464.6514	1909.79123711586
48	580.6172	589.73627	1419.4713	-192.37782	880.2803	617.6111	1890.6282	119.06062	564.5714	624.2	191999	615.9254	144.6178	1227.8927	-704.68787	-625.34235	437.264	1954.4063901901245
49	225.84523	440.84348	927.3209	-709.2915	-75.23035	748.7003	1038.4752	-2121.2026	333.42856	361.8	195999	609.9432	143.9896	1277.157	-707.0418	-619.5551	463.84103	1994.6934051513672
50	-299.07678	566.609	197.53563	-1697.8044	-1384.6622	1007.4387	8.95238	-2555.8093	268.84616	593.4	199999	611.1858	146.59038	1237.8226	-286.31284	-620.9963	450.1736	2037.7030436992645
