Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
1	-27.98182	12.067886	11.873089	-79.883606	-26.53862	17.40432	17.165724	-48.333656	12.738853	13.3	3999	-11.874483	9.498252	23.584888	-36.796345	-11.873399	9.495087	23.357048	-36.309715	-0.26074836	1.9454112	11.835595	-11.923522	11.036207	6.4846287	36.348896503448486
2	-26.532755	13.617092	25.374842	-79.85985	-32.056824	18.023088	10.416945	-59.765854	12.813505	14.8	7999	-20.104136	9.305045	31.523401	-50.374016	-20.104265	9.306051	31.877495	-49.111507	-0.15339518	1.9659337	9.703795	-11.809084	19.365929	3.089725	86.46570539474487
3	-29.274282	13.44395	26.502552	-74.823715	-27.164936	15.397969	-3.3961442	-59.552143	13.782759	18.6	11999	-14.113799	19.202911	121.6474	-60.58068	-14.113485	19.202839	144.837	-55.965946	1.4803482	3.6914082	39.76805	-15.495437	10.985205	9.079668	164.72928833961487
4	-29.986435	61.011223	194.99306	-263.1673	35.660507	105.80633	320.79184	-42.893703	45.13483	44.4	15999	-16.270872	22.836628	125.74748	-54.89173	-16.271671	22.830261	124.43882	-53.330788	0.12921076	2.6989193	17.773666	-12.3613205	15.016284	8.668283	213.34756565093994
5	126.048546	524.24493	3334.056	-57.518486	0.10180664	71.747765	135.80675	-83.68214	71.375	33.7	19999	-6.226145	38.12019	153.77477	-53.91361	-6.2273874	38.118034	153.60693	-54.26079	0.39019695	3.0053205	20.670446	-14.244927	4.921608	8.74793	262.63852190971375
6	339.76456	872.4012	3998.7642	-60.75705	592.0675	1125.9144	2859.8616	-39.09601	134.39394	228.9	23999	15.606759	59.694138	206.25874	-60.094044	15.606614	59.69225	202.8767	-57.908344	0.7799743	3.1656113	22.052013	-11.02383	-17.186005	14.137846	315.68272495269775
7	329.88425	840.63947	3850.5796	-66.83264	1040.6125	1088.0802	3657.52	-49.358334	113.6	345.1	27999	40.30383	80.723045	286.25183	-62.860703	40.303574	80.72084	284.29132	-61.66165	1.2807273	3.3524811	23.698732	-12.736267	-42.25946	25.158905	371.51948857307434
8	1126.7382	1636.1763	4697.8877	-38.922443	1373.6544	1450.0111	3423.9382	-45.624847	318.7143	505.1	31999	71.5326	103.70838	370.43488	-61.23944	71.53071	103.7064	371.04547	-61.762814	1.9688872	3.6535552	27.458189	-11.409282	-73.95523	45.454376	429.80613231658936
9	1871.9805	2207.0974	5034.4326	-34.070007	802.468	1232.5411	2906.6016	-33.295135	423.375	320.2	35999	106.34625	125.848694	444.4491	-67.42751	106.34473	125.8498	438.01025	-69.22688	2.3640497	3.731688	29.293608	-12.272342	-109.053185	76.179565	510.98207116127014
10	3883.14	3543.963	8216.089	-33.30179	3445.109	2853.7952	6332.8574	-35.82604	559.4286	605.2	39999	144.99892	147.87291	511.1209	-72.41315	144.99811	147.87517	509.41248	-71.974106	2.8099215	3.8682094	29.831379	-12.779776	-148.37172	120.65765	569.428126335144
11	4925.1646	4364.6587	10454.132	-37.536076	8307.441	4214.2993	18524.477	-8.518148	570.8571	901.0	43999	195.5946	177.06648	596.4006	-71.35345	195.59145	177.0666	591.8096	-73.43933	3.3165438	4.01336	33.642662	-11.6696825	-199.68819	203.70363	632.7472960948944
12	4829.799	6732.554	17169.262	-38.34537	4467.741	6885.7466	15219.893	-98.4127	370.0	318.5	47999	265.32358	221.62306	737.7152	-76.02892	265.321	221.61983	738.44824	-80.62404	3.9444635	4.0338902	33.001083	-12.278453	-270.94574	314.0288	723.3514316082001
13	8465.213	8529.942	18153.346	-50.7767	11835.138	7807.094	18341.584	-40.108665	492.25	703.2	51999	370.21124	296.16718	933.64435	-70.052505	370.20624	296.16644	932.94073	-76.60544	4.7738986	4.197664	36.03904	-11.476442	-377.8625	537.4761	798.8987424373627
14	9179.079	9222.842	18810.412	-66.60601	9310.392	9359.706	19133.22	-64.47934	505.875	513.0	55999	513.6294	384.47733	1122.1674	-83.40261	513.6271	384.47675	1127.0781	-80.77098	5.5164404	4.3439627	36.377884	-11.078068	-523.59973	1044.1814	855.5560178756714
15	9153.98	9206.777	19156.537	-36.53128	14940.818	7513.756	19239.002	-36.456802	494.875	802.2	59999	664.62976	457.687	1276.2728	-82.70873	664.6256	457.69278	1279.6809	-83.06618	5.9122176	4.3825035	36.48467	-10.794281	-676.4214	1622.9856	919.6160473823547
16	8115.9746	9109.409	19093.686	-32.62171	12553.052	8248.434	18689.414	-36.756886	446.8889	703.3	63999	802.8488	508.49414	1392.8602	-94.34322	802.8514	508.4946	1392.3228	-101.496155	6.0031643	4.3600087	35.48766	-9.263963	-815.2775	1930.5542	977.7050533294678
17	10821.536	7734.48	18293.33	-29.99794	10649.93	7003.842	15808.121	-44.25392	661.6667	703.1	67999	916.3633	540.5908	1493.861	-149.5448	916.3659	540.59644	1482.7579	-122.504074	6.2568836	4.375133	40.962025	-9.922715	-929.381	2588.5586	1041.7875978946686
18	17929.023	1114.8339	18880.941	16032.699	13291.185	8719.832	19304.758	-31.528616	991.5	703.9	71999	1013.7448	559.9265	1549.9622	-140.77773	1013.7503	559.9232	1551.5522	-143.81467	6.4479194	4.354379	53.076374	-10.703483	-1027.1812	2973.7	1112.7566769123077
19	14679.498	7367.3057	18961.28	-28.227283	11136.741	9119.785	19053.674	-38.939613	802.0	604.0	75999	1090.4321	570.0974	1602.6127	-164.88535	1090.4362	570.0978	1608.8738	-182.00127	6.4602017	4.3084173	46.78877	-13.015806	-1103.962	3270.8774	1217.4167621135712
20	8506.336	8635.494	18766.426	-65.87457	2605.1777	3352.952	8443.45	-55.114746	506.375	407.6	79999	1160.32	578.056	1654.7069	-166.48582	1160.3225	578.0607	1652.0944	-168.95279	6.6621375	4.3832006	41.5601	-9.954632	-1174.7157	3313.37	1276.965824842453
21	10578.601	7666.302	17348.773	-36.322685	9363.931	9398.053	19151.9	-35.16919	659.8333	504.9	83999	1220.013	581.83264	1694.0189	-174.48491	1220.0138	581.8362	1698.409	-180.37883	6.737909	4.3290834	64.876045	-10.172724	-1234.0557	3849.4504	1340.7456076145172
22	17613.637	1362.6008	19022.09	15410.258	14428.666	7253.92	18915.127	-42.005146	995.0	803.8	87999	1267.1189	584.50806	1737.5369	-194.97913	1267.1149	584.5206	1732.968	-159.33083	6.8340545	4.3874083	61.51037	-11.640211	-1280.8718	3942.4492	1412.1445252895355
23	12340.777	8762.742	19134.598	-40.430664	13179.989	8653.451	19177.596	-39.21201	669.1667	702.5	91999	1305.1927	584.87103	1755.0464	-142.70192	1305.1893	584.8747	1754.5516	-151.50462	6.7590513	4.3726993	57.429802	-10.093502	-1318.765	4365.2905	1482.1824209690094
24	12183.659	8636.285	18797.777	-29.059872	12846.758	8476.11	19309.03	-76.37265	669.5	704.6	95999	1337.593	582.8334	1776.8945	-187.89339	1337.603	582.80695	1775.9153	-160.04338	6.783014	4.267215	60.752842	-9.365448	-1350.8567	4863.569	1561.2383515834808
25	17569.643	1316.5648	18937.22	15961.454	8841.127	8889.426	18642.139	-41.99029	992.0	505.4	99999	1368.0004	579.35187	1789.2559	-187.53235	1368.012	579.3274	1791.4011	-200.03775	6.743373	4.157422	60.709564	-11.32928	-1380.8768	4407.522	1625.6503925323486
26	15132.247	7603.15	19282.992	-68.164375	12962.967	6651.297	19039.178	-52.369892	803.2	802.1	103999	1396.3795	575.13086	1811.8616	-207.69795	1396.3867	575.11035	1811.0995	-207.69078	6.583477	4.099249	45.723797	-11.514888	-1408.9688	4740.3926	1692.565248966217
27	14674.989	7383.089	18909.889	-59.34092	11443.077	9380.381	19367.697	-78.448364	800.0	606.7	107999	1414.5526	573.5439	1816.5858	-243.25075	1414.5587	573.53284	1814.8268	-410.04327	6.6407533	4.131842	48.142937	-10.627368	-1426.611	5063.593	1761.6681597232819
