Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
1	133.69783	27.813875	252.13065	90.490456	115.70503	1.5258789e-05	115.70502	115.70502	20.025126	34.0	3999	20.781084	35.810284	140.27539	-30.806648	20.783592	35.822903	139.58806	-30.955687	-23.529648	16.952724	28.70578956604004
2	135.36191	30.218103	227.10106	90.74381	62.03772	0.0	62.03772	62.03772	20.38071	16.0	7999	101.81853	109.35992	461.1963	-38.530334	101.81946	109.36327	459.9747	-38.233322	-138.73204	64.18303	65.17228198051453
3	96.77451	38.33846	283.1429	56.66666	77.66603	0.0	77.66603	77.66603	18.476852	18.0	11999	400.8056	270.0616	1376.5142	-238.77992	400.81796	270.09872	1279.543	-231.32625	-482.0245	803.2606	100.40318179130554
4	79.87568	9.693807	104.407	54.77973	85.87984	7.6293945e-06	85.879845	85.879845	20.050251	19.0	15999	473.21368	416.0294	1385.1306	-271.33566	473.18832	416.09866	1364.558	-275.56702	-513.73895	1032.7455	136.57078385353088
5	89.77537	72.76944	445.83945	-142.10675	517.6762	0.0	517.6762	517.6762	54.070423	253.0	19999	409.60815	473.39285	1315.2692	-257.09607	409.59985	473.4211	1311.4406	-316.7562	-468.85938	755.4729	177.22205209732056
6	1129.2185	413.1233	1642.739	369.92783	3124.9253	0.0	3124.9253	3124.9253	573.5714	1000.0	23999	476.61465	509.49515	1345.4822	-178.18658	476.608	509.50305	1344.5367	-215.08899	-539.86584	471.11676	232.8053994178772
7	720.3806	577.17285	1889.767	55.97476	161.73422	0.0	161.73422	161.73422	375.72726	252.0	27999	541.75323	510.62155	1351.0249	-96.09378	541.7539	510.63275	1352.8767	-119.129776	-598.025	493.71872	273.65524792671204
8	662.40137	508.99054	1749.638	188.84062	2529.3022	0.00024414062	2529.302	2529.302	277.92856	862.0	31999	569.636	502.30005	1362.7811	-169.91966	569.6356	502.29623	1363.6724	-132.58658	-621.4396	541.378	326.57559275627136
9	2147.574	880.19824	3432.3357	864.9527	2434.2458	0.0	2434.2458	2434.2458	635.0	955.0	35999	611.7906	505.70886	1505.0259	-181.64452	611.79004	505.70108	1503.0421	-131.35211	-661.01465	522.7748	380.5288498401642
10	966.12054	441.45456	2045.6141	540.8489	3764.8464	0.0	3764.8464	3764.8464	294.57144	1000.0	39999	617.51013	489.73334	1466.8478	-102.17656	617.505	489.7463	1477.2584	-123.85995	-659.77515	459.75436	436.32696509361267
11	1382.1395	494.80655	2365.504	806.2342	-21.59175	0.0	-21.59175	-21.59175	466.14285	433.0	43999	617.62274	481.0233	1491.3558	-132.33043	617.627	481.03546	1511.034	-153.20554	-660.19574	408.1404	480.7128655910492
12	2501.4937	711.93695	3611.1125	1506.848	11565.971	0.0	11565.971	11565.971	898.0	785.0	47999	646.3485	473.35907	1384.44	-105.5447	646.3481	473.36768	1402.8265	-81.7371	-686.5255	421.6223	531.5875730514526
13	964.16516	886.0273	4993.0483	416.78842	1833.4508	0.0	1833.4508	1833.4508	173.64	353.0	51999	649.88153	457.5496	1351.9641	-108.19746	649.87726	457.5587	1357.3481	-107.944786	-687.66144	502.20493	580.6515054702759
14	2625.4385	1163.6783	4128.9365	876.68567	2910.8967	0.0	2910.8967	2910.8967	765.8	1000.0	55999	648.44525	451.61517	1337.3303	-116.95483	648.43225	451.6297	1336.314	-111.965546	-686.662	492.15436	636.2282519340515
